Base index,ATMi2_2#TOP,ATMi2_2#BOT
-46.5,0,9.693209906460525e-06
-45.5,0,9.693209906460525e-06
-44.5,6.108362348054486e-05,0
-43.5,6.108362348054486e-05,0
-41.5,0,1.938641981292105e-05
-40.5,6.108362348054486e-05,3.87728396258421e-05
-39.5,0.00012216724696108972,9.693209906460525e-06
-38.5,0.0001832508704416346,0
-37.5,0,1.938641981292105e-05
-36.5,0.0001832508704416346,1.938641981292105e-05
-35.5,0,2.9079629719381573e-05
-34.5,6.108362348054486e-05,9.693209906460525e-06
-33.5,6.108362348054486e-05,3.87728396258421e-05
-32.5,0.00012216724696108972,0
-31.5,0.00012216724696108972,2.9079629719381573e-05
-30.5,6.108362348054486e-05,1.938641981292105e-05
-29.5,0.0004886689878443589,5.8159259438763146e-05
-28.5,0.00012216724696108972,7.75456792516842e-05
-27.5,0.0003054181174027243,1.938641981292105e-05
-26.5,0.0003665017408832692,2.9079629719381573e-05
-25.5,0.00024433449392217944,2.9079629719381573e-05
-24.5,0.0006108362348054486,1.938641981292105e-05
-23.5,0.00024433449392217944,0.0001260117287839868
-22.5,0.0006719198582859935,2.9079629719381573e-05
-21.5,0.0003054181174027243,1.938641981292105e-05
-20.5,0.0004886689878443589,1.938641981292105e-05
-19.5,0.000916254352208173,1.938641981292105e-05
-18.5,0.0003054181174027243,4.846604953230262e-05
-17.5,0.0006108362348054486,1.938641981292105e-05
-16.5,0.0011605888461303524,0
-15.5,0.001404923340052532,2.9079629719381573e-05
-14.5,0.0003665017408832692,1.938641981292105e-05
-13.5,0.000916254352208173,9.693209906460525e-05
-12.5,0.001832508704416346,3.87728396258421e-05
-11.5,0.003115264797507788,6.785246934522367e-05
-10.5,0.004703439008001954,5.8159259438763146e-05
-9.5,0.008490623663795736,6.785246934522367e-05
-8.5,0.017714250809358012,8.723888915814472e-05
-7.5,0.023517195040009774,0.0005622061745747104
-6.5,0.033412742043858044,0.00030048950710027624
-5.5,0.04233095107201759,0.0003198759269131973
-4.5,0.014660069635330768,0.0003295691368196578
-3.5,0.09376336204263637,0.0001647845684098289
-2.5,0.058029442306517624,0.00030048950710027624
-1.5,0.0696964143913017,0.0001550913585033684
-0.5,0.07837028892553906,0.0006397518538263946
0.5,0.09504611813572782,0.9631367227257306
1.5,0.056685602589945636,0.01646876363107643
2.5,0.024555616639179035,0.0013570493869044734
3.5,0.09168651884429785,0.001347356176998013
4.5,0.05259299981674913,0.0011922648184946444
5.5,0.04092602773196506,0.000610672224107013
6.5,0.05247083256978804,0.0002811030872873552
7.5,0.019913261254657626,0.0011922648184946444
8.5,0.029197972023700447,0.0004943537052294868
9.5,0.015087654999694581,0.0007851500024233025
10.5,0.013071895424836602,0.0008045364222362235
11.5,0.006047278724573941,0.0005815925943876315
12.5,0.0057418606071712175,0.00042650123588426305
13.5,0.00452018813756032,0.00024233024766151312
14.5,0.0020768431983385254,0.00023263703775505259
15.5,0.003665017408832692,0.0006494450637328552
16.5,0.0023822613157412497,0.0006785246934522367
17.5,0.002809846680105064,0.0001938641981292105
18.5,0.0014660069635330768,0.00029079629719381574
19.5,0.003909351902754871,0.0001938641981292105
20.5,0.0023822613157412497,0.00023263703775505259
21.5,0.0020768431983385254,0.0003101827170067368
22.5,0.0007940871052470833,0.00010662530897106576
23.5,0.0014660069635330768,0.00033926234672611836
24.5,0.000916254352208173,8.723888915814472e-05
25.5,0.0009773379756887178,0.0001647845684098289
26.5,0.0007940871052470833,0.0005331265448553288
27.5,0.0006108362348054486,0.0001647845684098289
28.5,0.0004886689878443589,4.846604953230262e-05
29.5,0.0004886689878443589,8.723888915814472e-05
30.5,0.0006719198582859935,0.0003586487665390394
31.5,0.00042758536436381404,0.00014539814859690787
32.5,0.0001832508704416346,9.693209906460525e-05
33.5,0.00042758536436381404,8.723888915814472e-05
34.5,0.0001832508704416346,0.00011631851887752629
35.5,0.00042758536436381404,5.8159259438763146e-05
36.5,0.0004886689878443589,0.00013570493869044734
37.5,0.000916254352208173,0.00010662530897106576
38.5,0.00024433449392217944,0.00011631851887752629
39.5,0.0001832508704416346,6.785246934522367e-05
40.5,6.108362348054486e-05,0.00013570493869044734
41.5,0.00012216724696108972,8.723888915814472e-05
42.5,0,0.0006397518538263946
43.5,0.00012216724696108972,0.00017447777831628943
44.5,0.00012216724696108972,5.8159259438763146e-05
45.5,6.108362348054486e-05,6.785246934522367e-05
46.5,6.108362348054486e-05,3.87728396258421e-05
47.5,0.0001832508704416346,7.75456792516842e-05
48.5,0,0.00011631851887752629
49.5,0,7.75456792516842e-05
