Base index,ATMi4_2#TOP,ATMi4_2#BOT
1,122845,13111
2,1086,212
3,297,37
4,123,8
5,193,23
6,70,15
7,54,7
8,31,14
9,45,3
10,23,2
11,16,2
12,17,2
13,109,1
14,10,3
15,21,1
16,32,7
17,13,1
18,11,1
19,6,1
20,50,0
21,32,0
22,7,0
23,21,3
24,14,1
25,18,0
26,3,1
27,12,5
28,11,2
29,3,0
30,52,2
31,10,0
32,25,1
33,13,0
34,7,0
35,9,0
36,8,6
37,30,0
38,19,3
39,14,2
40,14,0
41,4,0
42,8,2
43,6,1
44,6,0
45,26,0
46,11,1
47,6,0
48,10,1
49,1,0
50,9,0
51,11,0
52,8,1
53,12,3
54,13,0
55,4,1
56,2,0
57,7,1
58,53,0
59,8,0
60,5,0
61,7,1
62,4,0
63,7,0
64,43,0
65,8,1
66,7,1
67,5,0
68,11,1
69,9,0
70,10,2
71,12,0
72,8,1
73,2,3
74,12,0
75,8,2
76,12,1
77,5,2
78,6,1
79,14,0
80,7,0
81,5,0
82,7,1
83,5,2
84,11,0
85,5,0
86,20,1
87,8,0
88,9,0
89,11,1
90,34,1
91,16,0
92,12,1
93,15,0
94,11,2
95,17,0
96,7,1
97,16,0
98,10,4
99,12,2
100,3,0
101,24,0
102,6,12
103,6,0
104,14,1
105,13,3
106,15,1
107,17,1
108,16,1
109,15,3
110,10,1
111,22,2
112,10,0
113,17,1
114,7,3
115,15,5
116,17,1
117,8,0
118,20,0
119,15,1
120,17,3
121,12,3
122,5,3
123,11,2
124,1,3
125,8,6
126,19,2
127,12,3
128,15,0
129,12,5
130,16,2
131,13,3
132,9,0
133,9,2
134,15,0
135,15,0
136,15,0
137,16,2
138,7,6
139,9,6
140,3,3
141,11,2
142,6,4
143,18,3
144,13,1
145,10,1
146,2,2
147,12,4
148,20,0
149,9,4
150,19,1
151,14,0
152,9,4
153,11,2
154,15,7
155,10,1
156,2,2
157,5,2
158,4,3
159,6,3
160,13,5
161,5,5
162,6,10
163,3,8
164,1,3
165,7,4
166,4,2
167,3,6
168,1,1
169,4,1
170,3,3
171,7,3
172,3,5
173,5,1
174,3,1
175,3,4
176,3,3
177,1,4
178,4,9
179,4,6
180,3,3
181,6,8
182,1,8
183,2,7
184,3,4
185,2,0
186,1,2
187,1,1
188,3,2
189,0,2
190,0,5
191,3,0
192,1,1
193,1,3
194,0,2
