Base index,GC_1#TOP,GC_1#BOT
-49.5,0.00013643960841832383,0.00015174177884719602
-48.5,0.00013643960841832383,0.00021677396978170862
-47.5,0.0001705495105229048,4.3354793956341724e-05
-46.5,0.00020465941262748575,4.3354793956341724e-05
-45.5,0.00010232970631374287,0.00019509657280353775
-44.5,0.0001705495105229048,0.00010838698489085431
-43.5,0.00023876931473206672,0.00021677396978170862
-42.5,0.0005457584336732953,0.0001734191758253669
-41.5,0.00013643960841832383,0.00010838698489085431
-40.5,0.0003752089231503906,8.670958791268345e-05
-39.5,0.00020465941262748575,0.00010838698489085431
-38.5,0.00023876931473206672,8.670958791268345e-05
-37.5,0.00027287921683664766,0.00010838698489085431
-36.5,0.00023876931473206672,8.670958791268345e-05
-35.5,0.0003410990210458096,0.00021677396978170862
-34.5,0.00013643960841832383,0.0001734191758253669
-33.5,0.0005457584336732953,0.00013006438186902516
-32.5,0.0003410990210458096,0.00010838698489085431
-31.5,0.0003752089231503906,0.00013006438186902516
-30.5,0.0009550772589282669,0.00010838698489085431
-29.5,0.000852747552614524,8.670958791268345e-05
-28.5,0.0011256267694511716,0.00019509657280353775
-27.5,0.0012961762799740765,0.00013006438186902516
-26.5,0.0010232970631374287,0.00013006438186902516
-25.5,0.001705495105229048,0.00030348355769439203
-24.5,0.0011938465736603336,0.00021677396978170862
-23.5,0.0012961762799740765,0.0001734191758253669
-22.5,0.0010915168673465907,0.00026012876373805033
-21.5,0.0007163079441962002,0.00021677396978170862
-20.5,0.0036156496230855817,0.00015174177884719602
-19.5,0.0018078248115427908,0.00023845136675987948
-18.5,0.0018419347136473718,8.670958791268345e-05
-17.5,0.0021489238325886006,0.0003251609546725629
-16.5,0.0010232970631374287,0.0003251609546725629
-15.5,0.005287034826210049,0.0002818061607162212
-14.5,0.003308660504144353,0.00023845136675987948
-13.5,0.004024968448340553,0.00023845136675987948
-12.5,0.007504178463007811,0.00019509657280353775
-11.5,0.0035474298188764197,0.00021677396978170862
-10.5,0.010505849848210935,0.00030348355769439203
-9.5,0.022614865095337177,0.0004985801304979298
-8.5,0.004911825903059658,0.00026012876373805033
-7.5,0.0022853634410069244,0.0002818061607162212
-6.5,0.02206910666166388,0.0005419349244542715
-5.5,0.04284203704335369,0.00036851574862890467
-4.5,0.03342770406248934,0.00023845136675987948
-3.5,0.05382542552102876,0.00023845136675987948
-2.5,0.052154040317904285,0.0003251609546725629
-1.5,0.04052256370024218,0.0005636123214324424
-0.5,0.04860661049902787,0.0005636123214324424
0.5,0.0567929870041273,0.970432030521775
1.5,0.04366067469386363,0.0016908369642973271
2.5,0.10099942013166423,0.0010405150549522013
3.5,0.08435378790462872,0.0010621924519303722
4.5,0.04229627860968039,0.0010188376579740304
5.5,0.07466657570692772,0.0005419349244542715
6.5,0.03059658218780912,0.00030348355769439203
7.5,0.03711157348978408,0.0008454184821486636
8.5,0.02660572364157315,0.001083869848908543
9.5,0.01876044615751953,0.0009971602609958597
10.5,0.018794556059624108,0.0009754828640176887
11.5,0.02015895214380735,0.000628644512366955
12.5,0.010949278575570489,0.0007153541002796384
13.5,0.009789541904014735,0.0005419349244542715
14.5,0.00675376061670703,0.0006936767033014676
15.5,0.00426373776307262,0.00036851574862890467
16.5,0.0037520892315039056,0.0007370314972578093
17.5,0.0026946822662618957,0.00041187054258524637
18.5,0.0018419347136473718,0.00026012876373805033
19.5,0.0015690554968107243,0.00010838698489085431
20.5,0.0013302861820786575,0.0003901931456070755
21.5,0.0013302861820786575,0.0002818061607162212
22.5,0.0011938465736603336,0.00021677396978170862
23.5,0.0013985059862878194,0.0004985801304979298
24.5,0.0009891871610328477,0.0002818061607162212
25.5,0.0006821980420916192,0.00036851574862890467
26.5,0.0018760446157519528,0.00010838698489085431
27.5,0.0004093188252549715,0.00019509657280353775
28.5,0.0011938465736603336,0.00019509657280353775
29.5,0.00044342872735955247,0.0001734191758253669
30.5,0.0011256267694511716,0.00010838698489085431
31.5,0.0003752089231503906,0.00019509657280353775
32.5,0.0006480881399870382,0.00010838698489085431
33.5,0.0003752089231503906,6.503219093451258e-05
34.5,0.0006139782378824573,0.00010838698489085431
35.5,0.0006821980420916192,8.670958791268345e-05
36.5,0.00030698911894122864,6.503219093451258e-05
37.5,0.0001705495105229048,2.1677396978170862e-05
38.5,0.0007845277484053621,0.00019509657280353775
39.5,0.0007504178463007812,4.3354793956341724e-05
40.5,0.00023876931473206672,0.0001734191758253669
41.5,0.00020465941262748575,4.3354793956341724e-05
42.5,0.0003752089231503906,0.00010838698489085431
43.5,0.00023876931473206672,0.00010838698489085431
44.5,0.00010232970631374287,8.670958791268345e-05
45.5,0.00027287921683664766,2.1677396978170862e-05
46.5,0.0001705495105229048,2.1677396978170862e-05
47.5,0.000852747552614524,0.00015174177884719602
48.5,0.00020465941262748575,0.00026012876373805033
49.5,0.00020465941262748575,6.503219093451258e-05
