Base index shifted,ATMi3#TOP#AVERAGE,ATMi3#TOP#STD,ATMi3#BOT#AVERAGE,ATMi3#BOT#STD
-49.5,5.0607323420850877e-05,1.4254782194369836e-05,6.855607201129804e-06,9.695292682140423e-06
-48.5,7.087115855428824e-05,1.4402608277029688e-05,6.855607201129804e-06,9.695292682140423e-06
-47.5,0.00012142621756239659,8.575043229020881e-05,1.1894964582276559e-05,2.5685651280777186e-06
-46.5,0.0,0.0,1.8750571783406364e-05,1.2263857810218143e-05
-45.5,1.0131917566718678e-05,1.4328695235699762e-05,1.8750571783406364e-05,1.2263857810218143e-05
-44.5,6.624268497843821e-05,2.889624544493455e-05,7.929976388184373e-06,7.103672117043389e-06
-43.5,4.0492827325046366e-05,3.506785608147233e-05,1.063032176235773e-05,2.845474968174066e-06
-42.5,4.04754058541322e-05,2.8583477430069597e-05,0.0,0.0
-41.5,3.039575270015603e-05,4.2986085707099287e-05,4.0505180612600355e-06,5.728297576871117e-06
-40.5,0.00023503829187342614,0.000170309718252971,9.971095549099916e-06,8.724571796666898e-06
-39.5,8.098565465009273e-05,7.013571216294466e-05,8.760262335777885e-06,8.181107740343831e-06
-38.5,0.0001337539591480677,4.376414432719178e-05,9.419488549035698e-06,1.0143186326811308e-05
-37.5,5.403689368916628e-05,9.359464535283402e-05,2.285777489876038e-05,3.282598705019705e-05
-36.5,0.00014729802551218763,0.00011954865062020432,1.063032176235773e-05,2.845474968174066e-06
-35.5,6.747643122780116e-05,6.181584917517499e-05,2.700345374173357e-06,4.677135386051845e-06
-34.5,0.00012147848197513911,0.00010520356824441699,1.063032176235773e-05,2.845474968174066e-06
-33.5,0.00023243142760738687,0.00011367713205869069,2.700345374173357e-06,4.677135386051845e-06
-32.5,0.0002935120229583866,9.98573884019188e-05,0.0,0.0
-31.5,0.00020246413662523184,0.00017533928040736163,6.059916961604528e-06,5.340388411596175e-06
-30.5,0.0002607184636431613,5.774056688923447e-05,1.5200726563110933e-05,1.0630395451665342e-05
-29.5,0.00035271100627499134,4.4167754275188545e-05,6.059916961604528e-06,5.340388411596175e-06
-28.5,0.0001944060927810664,0.00014747005640255276,9.419488549035698e-06,1.0143186326811308e-05
-27.5,0.0005349113077667858,0.00013915404459616091,3.3595715874311706e-06,5.818948681095614e-06
-26.5,0.0004324629146757211,5.17037550521024e-05,1.39898933497889e-05,6.033025935067569e-06
-25.5,0.0010999989641666966,0.00014463587979632756,1.5479405510640226e-05,1.5131020809615615e-05
-24.5,0.0006699338561060448,0.00024328650885325765,2.0049810311393428e-05,8.909104505692901e-06
-23.5,0.00033934115462001314,0.00019755454806470979,0.0001204641707077019,1.4473774812605966e-05
-22.5,0.000769845070814727,0.00027263130956041735,1.9219524363799916e-05,1.6703946727703125e-05
-21.5,0.0004036596840592724,0.00026982933465419733,3.310179850039522e-05,1.8943788634239277e-05
-20.5,0.00040688727173147097,0.00029429144523454364,3.310179850039522e-05,1.8943788634239277e-05
-19.5,0.0008847779987296903,0.00041590727450924127,7.27075017492656e-06,6.893212688018647e-06
-18.5,0.0008324910458705613,9.055134141728182e-05,4.615953758439138e-05,2.211328333499758e-05
-17.5,0.001433819253324927,0.00032063948308519024,2.5450501059740142e-05,1.0224147624136886e-05
-16.5,0.0007834936660043319,0.00029324591592585244,2.79797866995778e-05,1.2066051870135138e-05
-15.5,0.0014579236989737667,0.0006503163420478329,1.0078714762293512e-05,1.7456846043286844e-05
-14.5,0.0010376317326454892,0.0005255496049592233,3.376102471365304e-05,1.9561053184562763e-05
-13.5,0.0013283174872708054,0.0003435173353501958,4.924043022429326e-05,1.484965934992205e-05
-12.5,0.002259652515746872,0.0009951114755015413,5.585195418596201e-05,1.1038324991574024e-05
-11.5,0.005354306113367815,0.0014842743693330807,5.651118039921982e-05,1.44388680492342e-05
-10.5,0.0069867837357444,0.0015848316284177559,3.068013207375116e-05,8.488434067324413e-06
-9.5,0.01021816853004606,0.0010162484353069472,6.461221652173989e-05,4.045456954778116e-06
-8.5,0.030772930699150262,0.003231818402805335,4.9030942692900435e-05,3.121349666889214e-05
-7.5,0.02959643455663391,0.003697550160663117,0.00047310217139002406,2.4855680391898138e-05
-6.5,0.0354948456885833,0.006285031449826157,0.00019768438763157294,3.112630967161939e-05
-5.5,0.05997154136785501,0.004004360932160501,0.00011375077842783394,4.185602508817948e-05
-4.5,0.031615846793228236,0.006205673317919573,0.00024159331852365598,4.5155365111454935e-05
-3.5,0.0879031640999426,0.0038140567470464877,0.000139024468858244,2.2598083574386133e-05
-2.5,0.05301428852381545,0.0029220123529751355,0.00011953201644190916,2.2627051839287724e-05
-1.5,0.06705366237418103,0.004624405023616448,0.0001301623382042669,2.0750886484526417e-05
-0.5,0.050833936403707466,0.006369628549730472,0.0002931535468563941,6.54040229908721e-05
0.5,0.07748879680642931,0.007980996371159258,0.968284675660347,0.0009576330940013791
1.5,0.05264657524615009,0.0017156711463807205,0.011846712484644535,0.00038630386663880673
2.5,0.04192514045223337,0.0027494877988493687,0.001178330156450606,0.0002780246059996774
3.5,0.08132871611900966,0.0032597077517855398,0.00111703908371924,0.00022076649983148038
4.5,0.042453164124778384,0.006710451802646249,0.0008817132564055981,8.813570398647057e-05
5.5,0.04438055792737822,0.007384137228912853,0.000602276674846458,0.00010934424263892515
6.5,0.04564273850951227,0.008137142873488292,0.00017566264957540045,3.733632189632961e-05
7.5,0.017372978631467088,0.003554563034578809,0.001238604555144087,8.635211063195189e-05
8.5,0.034358189207786355,0.0063474055174182024,0.0004352147296624885,2.0447038442776302e-05
9.5,0.02135110929771711,0.005793644788646556,0.0006470158916861346,7.34119602670576e-05
10.5,0.011397399260518472,0.0025187078626624716,0.0006424954164724272,6.094422549731617e-05
11.5,0.005544489574289572,0.000835809677115087,0.000448278219641479,9.423051511377428e-05
12.5,0.005223391271001288,0.0014181786787899903,0.00037054482351460085,7.692300073080253e-05
13.5,0.004076667511925825,0.0010672608010600922,0.00025141836706250517,7.289938211873124e-05
14.5,0.002711216456206529,0.0005848230071783898,0.0002273247462263378,2.1785640980262973e-05
15.5,0.0027259594258781834,0.0004944789175683149,0.0005572645299542465,0.00012169779480134161
16.5,0.001989600969521603,0.0008671402777793064,0.0006469966298570439,3.519652905710391e-05
17.5,0.001744385570723569,0.00044387817344859325,0.00023074775833491104,1.7692511589820528e-05
18.5,0.0006986674008388369,9.957861889640425e-05,0.00043982356226029875,6.093539812801694e-05
19.5,0.002894302074529403,0.0009509783105913097,0.00021648493693258723,4.499395791321181e-05
20.5,0.0016687814097679457,0.0007004798009038181,0.0002489659370167818,3.375623181103493e-05
21.5,0.002035141011232542,0.0004992493253274837,0.00028864658257678297,5.99919438842824e-05
22.5,0.001392190759029252,0.0006704793473062501,0.00018475928048485536,4.725192598913056e-05
23.5,0.0009893531554641532,0.0003017186979375149,0.0004876744353589566,9.666114749797218e-05
