Base index,ATMi4_1#TOP,ATMi4_1#BOT
1,73370,41784
2,746,726
3,190,117
4,68,28
5,140,41
6,38,43
7,34,24
8,17,25
9,26,11
10,13,5
11,8,6
12,10,1
13,78,6
14,7,5
15,13,4
16,21,5
17,6,1
18,7,1
19,2,2
20,12,3
21,13,3
22,7,2
23,23,21
24,1,8
25,6,2
26,11,2
27,3,10
28,2,5
29,5,2
30,29,11
31,9,0
32,11,1
33,8,1
34,4,1
35,7,3
36,5,14
37,17,9
38,6,2
39,13,0
40,9,2
41,5,0
42,5,1
43,1,1
44,2,0
45,5,2
46,7,1
47,0,2
48,2,1
49,2,0
51,4,1
52,4,0
53,3,1
54,9,3
55,2,0
56,2,0
57,2,0
58,21,2
59,4,0
60,5,5
61,3,0
63,2,1
64,11,0
65,3,1
66,3,0
67,1,0
68,7,0
69,7,4
70,4,4
71,11,1
72,2,3
73,5,1
74,5,1
75,2,5
76,5,3
77,1,3
78,2,2
79,2,2
80,5,1
81,2,5
82,5,0
83,5,3
84,2,0
85,1,0
86,6,0
87,15,0
88,3,1
89,6,0
90,18,0
91,7,0
92,10,1
93,4,2
94,6,1
95,10,0
96,5,1
97,11,1
98,2,7
99,5,0
100,5,0
101,13,2
102,4,6
103,6,1
104,3,0
105,4,2
106,7,0
107,7,0
108,4,0
109,9,1
110,6,2
111,8,1
112,6,4
113,5,4
114,8,4
115,8,3
116,11,3
117,3,2
118,9,3
119,1,4
120,9,2
121,11,1
122,2,2
123,10,5
124,5,4
125,2,1
126,7,0
127,2,5
128,6,2
129,7,2
130,10,6
131,12,3
132,5,1
133,8,0
134,9,0
135,12,2
136,10,8
137,11,0
138,6,1
139,5,1
140,8,4
141,6,2
142,2,1
143,14,0
144,6,2
145,14,0
146,4,3
147,6,3
148,5,1
149,8,1
150,12,3
151,14,2
152,11,7
153,3,1
154,8,3
155,12,2
156,6,0
157,11,2
158,2,6
159,14,2
160,21,7
161,8,3
162,7,6
163,5,5
164,7,4
165,6,4
166,5,3
167,5,1
168,3,1
169,8,2
170,6,3
171,5,2
172,2,1
173,2,4
174,6,2
175,2,5
176,9,6
177,1,1
178,3,3
179,3,3
180,5,0
181,1,0
182,3,1
183,3,9
184,0,5
185,3,0
187,2,1
189,1,2
190,2,1
191,1,2
193,1,2
194,0,1
195,1,0
196,1,2
197,0,3
198,2,0
199,0,3
200,1,5
201,1,0
202,4,4
203,1,4
204,0,6
205,0,3
206,1,2
207,0,2
208,0,2
209,0,2
210,3,2
211,2,2
212,1,1
213,1,0
215,1,1
216,0,2
217,2,2
218,0,1
219,4,1
220,0,5
222,0,2
223,3,2
224,4,2
226,1,0
227,0,1
229,0,5
