Distance from 5'-end,ATMi2_3
0,31.214082397561903
1,32.293350372197345
2,32.02126629061944
3,32.090936864302584
4,32.23586283466092
5,33.119524153707445
6,34.03710423761019
7,33.941152582282065
8,33.58533713851404
9,33.84002965656506
10,35.162310082486975
11,33.02639657831792
12,36.49947840212216
13,36.40547156173856
14,36.531344306759166
15,36.51809199496285
16,36.44046332794349
17,36.627512052636675
18,36.59213281372249
19,36.56773693583601
20,36.434174347816366
21,36.57003569219764
22,36.65083865487359
23,36.61157723746861
24,36.727796696050014
25,37.04836330037332
26,36.98610314225464
27,37.47610709149572
28,37.439338166807005
29,37.4249867737681
30,37.260471077397675
31,37.277750869950744
32,37.0602408291916
33,36.98509347779111
34,36.71799810734484
35,36.775627221448104
36,37.034559585106145
37,37.050211247140524
38,36.83722420512209
39,36.70639255456286
40,37.082289516627796
41,37.453153059171555
42,37.20364671430594
43,36.93823163416615
44,36.17442233035029
45,36.3651669485779
46,36.96057092613429
47,36.96627869719753
48,36.949058515830494
49,36.76721086711922
50,37.15596894257207
51,36.82550688136629
52,36.8546716541359
53,36.7290708851516
54,36.857514362570136
55,36.77902505905233
56,36.77642452106138
57,36.6004560255732
58,36.85853147843193
59,36.48634531269793
60,36.46710207670469
61,36.72614248563743
62,36.5065311505704
63,36.997928511285146
64,37.18746972869459
65,37.047741108619036
66,37.193084357279645
67,36.898239979732196
68,36.97383068932885
69,37.04951826710282
70,37.170718985417615
71,36.961554510703934
72,37.12836523773686
73,37.172451435511874
74,37.47372636975329
75,36.995566418038344
