Base index,ATMi4_2#TOP,ATMi4_2#BOT
308,0,8.969012063321225e-06
309,8.688852202624034e-05,0
310,0,8.969012063321225e-06
312,0,8.969012063321225e-06
314,8.688852202624034e-05,0
315,0,8.969012063321225e-06
317,8.688852202624034e-05,8.969012063321225e-06
321,0.000260665566078721,0
322,0,1.793802412664245e-05
323,8.688852202624034e-05,0
324,0,8.969012063321225e-06
325,0.000260665566078721,8.969012063321225e-06
326,0,8.969012063321225e-06
327,0.0006082196541836824,8.969012063321225e-06
328,0.0004344426101312017,8.969012063321225e-06
329,0.000260665566078721,2.6907036189963676e-05
330,0.000521331132157442,2.6907036189963676e-05
331,0.0006951081762099227,8.969012063321225e-06
332,0.000521331132157442,1.793802412664245e-05
333,0.0019115474845772874,0
334,0.000260665566078721,3.58760482532849e-05
335,0.000781996698236163,8.969012063321225e-06
336,0.0011295507863411244,1.793802412664245e-05
337,0.000781996698236163,2.6907036189963676e-05
338,0.0006951081762099227,2.6907036189963676e-05
339,0.0009557737422886437,4.484506031660613e-05
340,0.0006951081762099227,2.6907036189963676e-05
341,0.0030410982709184117,3.58760482532849e-05
342,0.004344426101312016,3.58760482532849e-05
343,0.007646189938309149,3.58760482532849e-05
344,0.030758536797289078,2.6907036189963676e-05
345,0.032670084281866366,0.00035876048253284903
346,0.034929185854548614,9.865913269653348e-05
347,0.044921365887566254,8.969012063321226e-05
348,0.045877139629854895,0.00011659715682317593
349,0.060474411330263274,0.0001345351809498184
350,0.048831349378747065,8.969012063321226e-05
351,0.0706403684073334,0.00011659715682317593
352,0.05864975236771223,0.00035876048253284903
353,0.10539577721782953,0.9700345306964437
354,0.0674254930923625,0.013238261805462129
355,0.0521331132157442,0.0006816449168124131
356,0.06560083412981145,0.0015785461231445357
357,0.0400556086540968,0.0006098928203058433
358,0.04570336258580242,0.0005471097358625948
359,0.0463115822399861,0.00018834925332974573
360,0.021722130506560085,0.0010673124355352259
361,0.032061864627682686,0.00037669850665949145
362,0.022156573116691284,0.0004215435669760976
363,0.011729950473542444,0.00033185344634288535
364,0.0066035276739942654,0.00023319431364635185
365,0.003909983491180815,0.0002690703618996368
366,0.0033017638369971327,0.0002152562895197094
367,0.0016508819184985664,0.0001345351809498184
368,0.002085324528629768,0.0004843266514193462
369,0.002345990094708489,0.000556078747925916
370,0.001563993396472326,0.00022422530158303062
371,0.000781996698236163,0.00029597739808960046
372,0.001042662264314884,0.00020628727745638817
373,0.0012164393083673648,0.0002421633257096731
374,0.001042662264314884,0.00029597739808960046
375,0.001042662264314884,8.969012063321226e-05
376,0.001563993396472326,0.00040360554284945513
377,0.0006082196541836824,0.0001345351809498184
378,0.0004344426101312017,0.0001076281447598547
379,0.0004344426101312017,0.0008072110856989103
380,0.000521331132157442,0.0002152562895197094
381,8.688852202624034e-05,8.072110856989102e-05
382,0.000521331132157442,9.865913269653348e-05
383,0.00017377704405248067,0.00040360554284945513
384,0.0004344426101312017,0.0002152562895197094
385,0.000260665566078721,0.0002421633257096731
386,0.00017377704405248067,8.072110856989102e-05
387,0.000260665566078721,0.00016144221713978204
388,0.00017377704405248067,0.0001345351809498184
389,0.0006082196541836824,0.00012556616888649715
390,0.000521331132157442,0.0001345351809498184
391,0.0006082196541836824,0.00018834925332974573
392,0.000260665566078721,5.381407237992735e-05
393,0.00034755408810496134,0.00017938024126642452
394,0.000260665566078721,0.0001435041930131396
395,0.00017377704405248067,0.000636799856495807
396,0,0.0003946365307861339
397,8.688852202624034e-05,0.00015247320507646083
398,0.000260665566078721,8.969012063321226e-05
399,8.688852202624034e-05,0.0001435041930131396
400,0,0.00011659715682317593
401,0.00017377704405248067,0.00020628727745638817
402,0.00017377704405248067,0.00015247320507646083
