Distance from 5'-end,ATMi0_3
0,31.032753837378138
1,31.745809349719973
2,31.761622329392242
3,32.28492208566687
4,32.29047072702759
5,33.52809971997511
6,34.48057651420867
7,34.114541199958516
8,33.70697534225265
9,34.02872199751089
10,35.20049652561709
11,33.294564146442646
12,36.692500907488075
13,36.54830753474383
14,36.66602494295789
15,36.66579482991081
16,36.602526706077576
17,36.80127955818295
18,36.751069539514624
19,36.73794337274425
20,36.60122057145821
21,36.748201228998134
22,36.855113047085666
23,36.78850990458411
24,36.91226859054138
25,37.22028948869529
26,37.09908149242896
27,37.58926117506741
28,37.495896857498444
29,37.563433416303674
30,37.37251737191454
31,37.42427660236466
32,37.268486828458826
33,37.16166251814976
34,36.845662207010996
35,37.04939976146028
36,37.22588350445965
37,37.217868440157645
38,36.93184440468782
39,36.8625868595727
40,37.18292042626011
41,37.54841448869529
42,37.412252385397224
43,37.19681147583489
44,36.468108276291225
45,36.5770781476872
46,37.15851223812487
47,37.16037258867455
48,37.168086237295164
49,36.89132506222775
50,37.305933675585976
51,37.02265479153703
52,37.06441868906866
53,36.865928360298696
54,36.997877126114915
55,36.97461302115744
56,36.963894938809375
57,36.906214348682845
58,37.10715813627878
59,36.71830273802116
60,36.61158862269239
61,36.9315203018046
62,36.680599849616264
63,37.19387186268409
64,37.36095338104128
65,37.187775487450736
66,37.33518396079651
67,37.079956181290186
68,37.138430823480604
69,37.23239473138353
70,37.35203406969509
71,37.13111582140635
72,37.285667522298276
73,37.31229257415474
74,37.61385734287492
75,37.182424548848786
