Base index,ATMi1_1#TOP,ATMi1_1#BOT
1,66584,135879
2,610,1877
3,146,476
4,64,208
5,123,228
6,31,242
7,25,120
8,17,93
9,23,56
10,17,15
11,7,17
12,8,28
13,56,23
14,5,23
15,8,34
16,20,81
17,3,18
18,10,7
19,8,9
20,18,16
21,9,10
22,10,6
23,13,55
24,7,13
25,8,16
26,8,5
27,3,50
28,4,2
29,3,14
30,28,20
31,5,11
32,14,1
33,3,0
34,4,1
35,4,1
36,4,2
37,19,3
38,10,3
39,5,1
40,2,1
41,1,1
42,5,1
43,2,0
44,2,1
45,16,1
46,10,5
47,2,3
48,1,1
49,2,3
50,2,0
51,3,2
52,8,1
53,9,10
54,10,0
55,4,1
56,1,12
57,3,3
58,21,1
59,5,2
60,4,13
61,6,2
62,3,0
63,4,6
64,44,1
65,8,2
66,6,7
67,1,4
68,7,1
69,3,5
70,8,11
71,10,7
72,1,8
73,3,0
74,6,1
75,4,6
76,4,6
77,9,3
78,3,2
79,9,2
80,8,1
81,3,6
82,5,1
83,11,3
84,3,4
85,5,2
86,8,7
87,12,5
88,2,6
89,4,2
90,51,7
91,11,1
92,11,4
93,2,2
94,8,6
95,13,3
96,11,3
97,15,5
98,10,16
99,6,7
100,3,8
101,13,4
102,4,14
103,8,5
104,9,6
105,9,4
106,8,1
107,9,8
108,9,6
109,15,5
110,9,7
111,9,7
112,11,9
113,5,3
114,6,13
115,7,10
116,17,9
117,3,7
118,7,8
119,7,9
120,10,10
121,13,10
122,3,10
123,6,15
124,4,16
125,7,6
126,10,12
127,10,13
128,11,13
129,11,11
130,15,14
131,12,13
132,7,17
133,13,12
134,11,8
135,15,12
136,12,27
137,14,14
138,11,20
139,4,15
140,4,12
141,14,26
142,6,16
143,15,15
144,14,19
145,9,14
146,11,15
147,11,18
148,18,14
149,12,11
150,22,14
151,24,13
152,12,15
153,12,11
154,18,12
155,19,14
156,8,7
157,26,19
158,5,13
159,15,17
160,29,15
161,16,24
162,19,28
163,10,20
164,6,9
165,3,28
166,10,10
167,12,12
168,15,9
169,18,16
170,18,11
171,18,14
172,24,11
173,8,13
174,16,10
175,14,12
176,13,19
177,8,12
178,17,22
179,14,14
180,18,6
181,15,18
182,22,16
183,8,20
184,8,19
185,14,14
186,16,10
187,13,11
188,9,6
189,10,12
190,6,11
191,7,8
192,4,11
193,1,9
194,4,19
195,1,9
196,10,14
197,9,11
198,9,10
199,12,21
200,2,11
201,9,8
202,17,13
203,5,16
204,9,8
205,8,11
206,7,9
207,9,11
208,5,5
209,4,6
210,5,3
211,5,9
212,10,5
213,4,4
214,6,3
215,5,13
216,3,4
217,3,7
218,4,14
219,6,13
220,1,6
221,2,4
222,6,12
223,5,7
224,5,7
225,7,6
226,7,2
227,4,4
228,5,8
229,1,10
230,4,7
231,3,9
232,4,4
233,4,9
234,2,7
235,6,3
236,6,6
237,1,0
238,1,7
239,7,2
240,4,2
241,5,4
242,6,1
243,6,1
244,4,6
245,5,2
246,4,6
247,5,5
248,3,3
249,5,2
250,1,3
251,6,6
252,2,5
253,5,1
254,2,3
255,1,0
256,0,3
257,2,1
258,0,4
259,4,3
260,3,2
261,6,2
262,0,1
263,2,3
264,2,0
265,1,4
266,1,0
267,5,1
268,4,1
269,1,1
270,6,0
271,3,0
272,1,2
274,1,0
275,2,2
276,1,1
277,2,2
278,2,1
279,3,1
280,4,0
281,3,1
282,3,0
283,4,0
284,3,1
285,1,1
286,0,1
287,3,0
288,2,0
289,1,0
290,1,1
291,2,0
292,1,0
293,2,0
294,2,0
295,4,0
297,1,2
298,1,1
299,3,0
300,5,1
301,5,0
302,12,0
303,5,2
304,4,0
305,5,0
306,5,0
307,5,0
308,4,2
309,7,4
310,8,0
311,4,1
312,17,0
313,10,0
314,10,4
315,8,3
316,22,4
317,8,3
318,10,4
319,29,2
320,14,2
321,50,2
322,37,1
323,70,6
324,45,3
325,61,7
326,63,2
327,95,2
328,131,2
329,49,8
330,109,3
331,55,1
332,65,0
333,111,1
334,86,6
335,213,2
336,133,6
337,164,3
338,161,6
339,229,5
340,449,9
341,729,3
342,967,9
343,1041,7
344,3022,3
345,3296,51
346,4322,20
347,4434,13
348,1344,10
349,9497,7
350,5060,21
351,12756,13
352,11026,17
353,7180,55694
354,11281,1047
355,4665,219
356,12696,63
357,6229,87
358,3565,33
359,5033,28
360,1696,102
361,2390,72
362,1012,45
363,1367,76
364,801,62
365,488,75
366,298,35
367,163,24
368,163,48
369,135,57
370,157,26
371,77,35
372,205,24
373,161,18
374,211,23
375,112,18
376,129,29
377,97,19
378,76,15
379,82,50
380,55,14
381,30,4
382,55,7
383,22,24
384,18,9
385,28,9
386,28,6
387,25,5
388,24,6
389,36,6
390,47,2
391,21,5
392,19,8
393,23,5
394,8,8
395,19,32
396,11,20
397,6,4
398,12,2
399,7,3
400,12,3
401,5,10
402,9,4
403,7,12
404,7,8
405,4,6
406,7,5
407,3,10
408,12,2
409,4,10
410,5,8
411,7,6
412,5,14
413,6,9
414,5,10
415,7,5
416,5,7
417,6,2
418,11,2
419,8,3
420,8,5
421,10,8
422,8,4
423,7,4
424,5,4
425,10,8
426,10,6
427,4,9
428,15,9
429,4,2
430,7,4
431,28,8
432,12,12
433,10,3
434,6,5
435,11,3
436,12,5
437,5,3
438,8,9
439,10,11
440,10,5
441,45,2
442,10,2
443,9,7
444,7,4
445,22,8
446,14,9
447,10,12
448,16,4
449,3,3
450,13,4
451,16,10
452,19,3
453,11,5
454,16,3
455,22,9
456,13,12
457,22,4
458,22,4
459,11,6
460,12,5
461,5,22
462,3,14
463,4,11
464,2,8
465,3,14
466,12,4
467,5,8
468,2,11
469,5,12
470,7,9
471,6,8
472,4,9
473,11,9
474,6,6
475,4,5
476,7,5
477,4,7
478,6,6
479,9,11
480,3,14
481,9,9
482,11,16
483,2,12
484,3,16
485,3,13
486,11,4
487,7,17
488,23,20
489,13,19
490,0,17
491,4,16
492,5,11
493,3,7
494,5,11
495,1,9
496,1,14
497,9,15
498,2,17
499,12,8
500,3,2
501,12,15
502,5,5
503,3,7
504,13,11
505,15,17
506,9,5
507,9,1
508,4,6
509,9,10
510,17,6
511,5,13
512,7,8
513,7,7
514,9,11
515,17,5
516,12,6
517,6,7
518,2,11
519,2,7
520,22,6
521,14,10
522,5,13
523,4,4
524,2,13
525,2,4
526,3,11
527,5,20
528,3,11
529,4,7
530,4,3
531,10,8
532,15,6
533,10,5
534,6,0
535,7,4
536,4,13
537,8,8
538,6,9
539,4,9
540,5,10
541,4,6
542,1,7
543,5,9
544,6,5
545,4,3
546,1,5
547,7,9
548,5,5
549,2,7
550,4,9
551,4,4
552,4,7
553,5,5
554,1,3
555,2,7
556,2,11
557,3,6
558,6,4
559,1,10
560,3,1
561,2,2
562,4,2
563,1,8
564,3,9
565,2,2
566,2,7
567,0,10
568,5,4
569,1,2
570,4,3
571,2,3
572,2,2
573,5,5
574,2,3
575,7,1
576,3,2
577,4,4
578,1,6
579,0,5
580,8,2
581,0,6
582,0,1
583,1,2
584,3,1
585,2,2
586,7,4
587,3,5
588,1,3
589,2,1
590,0,1
591,1,0
592,1,3
593,0,1
595,1,0
597,0,1
598,0,1
599,1,2
601,1,2
602,0,3
603,0,3
604,2,3
605,0,2
606,1,2
608,1,1
609,0,1
610,0,2
611,1,1
612,0,1
613,1,0
614,0,1
615,0,2
616,0,1
617,1,1
618,1,1
619,0,1
622,0,2
624,0,1
625,0,1
627,0,2
