Distance from 5'-end,ATMi4_2
0,31.246856285635737
1,31.51120620614638
2,31.77060746602278
3,31.66763289066329
4,32.33325762918514
5,34.151445152344635
6,35.333977814700155
7,35.08006908999629
8,33.85933970045064
9,33.63853261454237
10,35.42030146188694
11,32.32288815309769
12,36.170636153910515
13,36.18014200504429
14,36.27562485805472
15,36.299860146547296
16,36.112393765165734
17,36.32466620447292
18,36.17877335373361
19,36.0805980229264
20,35.986119245986686
21,36.06234236603354
22,35.92937400638306
23,36.05836789825362
24,36.3856488841607
25,36.744196679377
26,36.79953441948864
27,37.47551668081139
28,37.46458838857744
29,37.26620267992685
30,37.2942032536846
31,36.965278690876055
32,36.88512592787387
33,36.8043695239006
34,36.83280938093929
35,36.38198819015288
36,36.79478896472585
37,36.919070273371666
38,36.700806249178214
39,36.4237888332397
40,36.89425226215948
41,37.437735330329076
42,37.0032303756918
43,36.768931017583284
44,35.896191682903215
45,36.10807265207569
46,36.85420277555314
47,36.85472573183997
48,36.63437287082083
49,36.490296919638055
50,36.86385206612558
51,36.323127218828816
52,36.502411575562704
53,36.30074170143081
54,36.59441901050694
55,36.2703713886133
56,36.009921227841595
57,36.01085059587133
58,36.43647724691904
59,36.15091024277125
60,36.374624965634304
61,36.400366368232945
62,36.170863266355084
63,36.42954135239484
64,36.87085370372584
65,36.93314227996988
66,36.862510309709656
67,36.55602505408862
68,36.602203588376625
69,36.61618594532567
70,36.790931041489856
71,36.65050681934998
72,36.868510859560836
73,36.79611577953358
74,37.16026070117979
75,36.66101076991119
