Base index shifted,1500_1#TOP,1500_1#BOT
-749.5,24836,878
-748.5,176,10
-747.5,20,5
-746.5,12,1
-745.5,15,2
-744.5,2,1
-743.5,6,4
-742.5,1,0
-741.5,3,0
-739.5,4,0
-738.5,3,0
-737.5,5,0
-736.5,1,0
-734.5,2,0
-732.5,2,0
-730.5,1,0
-729.5,2,0
-727.5,2,0
-726.5,2,0
-725.5,1,0
-723.5,1,0
-722.5,1,2
-721.5,3,0
-719.5,2,0
-717.5,3,1
-716.5,2,0
-715.5,2,0
-713.5,5,0
-712.5,1,0
-710.5,1,0
-708.5,1,0
-707.5,2,0
-706.5,2,0
-705.5,1,0
-703.5,1,0
-701.5,5,0
-700.5,1,0
-697.5,3,0
-696.5,2,0
-695.5,1,0
-694.5,3,0
-692.5,2,0
-690.5,2,0
-689.5,2,0
-688.5,2,0
-685.5,1,0
-684.5,2,0
-683.5,3,0
-682.5,7,0
-681.5,1,0
-680.5,1,0
-679.5,2,0
-677.5,1,0
-675.5,1,0
-672.5,1,0
-671.5,3,0
-669.5,2,0
-668.5,0,1
-665.5,1,0
-664.5,1,1
-663.5,1,0
-662.5,1,0
-661.5,1,0
-660.5,1,0
-659.5,1,0
-658.5,2,1
-657.5,1,0
-656.5,1,0
-655.5,1,0
-653.5,1,0
-652.5,1,0
-650.5,2,0
-649.5,1,0
-646.5,2,0
-644.5,1,0
-641.5,1,0
-640.5,1,0
-638.5,2,0
-636.5,1,0
-635.5,1,0
-634.5,1,0
-633.5,0,1
-632.5,1,0
-629.5,1,0
-626.5,1,0
-623.5,2,0
-621.5,3,0
-620.5,1,0
-619.5,1,0
-617.5,4,0
-616.5,1,0
-615.5,3,0
-614.5,1,0
-613.5,1,0
-610.5,1,0
-608.5,1,0
-607.5,1,0
-606.5,1,0
-605.5,1,0
-604.5,1,0
-602.5,1,0
-601.5,3,0
-596.5,1,0
-591.5,1,0
-590.5,1,0
-583.5,2,0
-579.5,1,0
-578.5,1,0
-577.5,1,0
-575.5,1,0
-572.5,0,1
-571.5,1,0
-570.5,1,0
-569.5,1,0
-568.5,1,0
-567.5,1,0
-564.5,2,0
-559.5,1,0
-556.5,1,0
-555.5,1,0
-554.5,1,0
-550.5,1,0
-544.5,1,0
-542.5,1,1
-528.5,1,0
-526.5,1,0
-521.5,2,0
-520.5,1,0
-518.5,2,0
-513.5,1,0
-511.5,1,0
-509.5,1,0
-507.5,3,0
-504.5,2,0
-501.5,1,0
-499.5,1,0
-498.5,2,0
-493.5,1,0
-490.5,1,0
-489.5,1,0
-487.5,1,0
-482.5,2,0
-478.5,1,0
-477.5,1,0
-476.5,0,1
-474.5,1,0
-472.5,1,0
-469.5,1,0
-468.5,1,0
-467.5,1,0
-465.5,2,0
-464.5,1,0
-462.5,1,0
-460.5,2,1
-459.5,1,0
-458.5,2,0
-457.5,0,2
-452.5,2,1
-451.5,1,0
-447.5,1,0
-446.5,1,0
-443.5,2,0
-441.5,1,1
-440.5,2,0
-439.5,1,0
-438.5,3,0
-437.5,1,0
-436.5,1,0
-433.5,0,1
-432.5,1,0
-430.5,3,0
-429.5,1,0
-428.5,1,0
-427.5,1,0
-426.5,4,0
-424.5,2,0
-423.5,0,1
-422.5,1,0
-421.5,2,0
-420.5,1,0
-419.5,1,0
-412.5,1,1
-411.5,2,0
-410.5,2,0
-409.5,1,1
-406.5,1,0
-404.5,2,0
-402.5,1,0
-401.5,2,0
-400.5,1,0
-397.5,1,0
-396.5,3,0
-395.5,2,0
-394.5,0,1
-393.5,3,0
-392.5,1,0
-391.5,2,0
-390.5,2,0
-388.5,0,2
-386.5,1,0
-385.5,3,0
-384.5,1,0
-382.5,3,0
-380.5,0,1
-379.5,3,1
-377.5,1,0
-375.5,1,0
-373.5,0,1
-371.5,3,0
-369.5,1,0
-368.5,1,0
-367.5,3,0
-366.5,4,0
-365.5,1,0
-364.5,1,0
-363.5,1,0
-362.5,1,1
-361.5,1,0
-360.5,2,0
-357.5,4,0
-356.5,2,0
-355.5,1,0
-354.5,1,0
-353.5,1,0
-352.5,1,0
-351.5,2,0
-350.5,3,0
-349.5,1,0
-348.5,2,0
-347.5,1,0
-346.5,2,0
-344.5,3,0
-343.5,1,0
-341.5,1,0
-337.5,1,1
-336.5,1,0
-334.5,1,0
-333.5,2,0
-331.5,2,0
-330.5,1,0
-329.5,2,0
-327.5,3,0
-326.5,2,0
-325.5,1,0
-324.5,1,0
-323.5,2,0
-322.5,2,0
-321.5,1,0
-320.5,2,0
-318.5,2,0
-317.5,1,0
-316.5,1,0
-315.5,2,0
-314.5,2,0
-313.5,1,0
-312.5,2,0
-308.5,1,0
-302.5,0,1
-295.5,0,1
-293.5,0,1
-291.5,0,1
-289.5,0,1
-286.5,2,1
-280.5,1,0
-278.5,0,1
-276.5,1,0
-273.5,1,1
-266.5,1,0
-262.5,1,0
-261.5,1,0
-250.5,1,0
-244.5,1,1
-235.5,1,0
-209.5,1,0
-208.5,0,1
-207.5,1,0
-199.5,0,1
-197.5,1,1
-191.5,1,0
-190.5,0,1
-174.5,1,0
-166.5,0,1
-165.5,1,0
-164.5,1,0
-153.5,0,1
-148.5,0,1
-142.5,1,0
-140.5,1,0
-139.5,0,1
-128.5,1,0
-125.5,0,1
-121.5,0,1
-115.5,0,1
-108.5,0,1
-106.5,1,0
-105.5,1,0
-101.5,1,0
-99.5,0,1
-86.5,0,1
-84.5,0,2
-65.5,0,1
-64.5,0,1
-63.5,0,1
-60.5,0,1
-58.5,0,1
-57.5,0,1
-55.5,0,1
-50.5,0,1
-45.5,0,1
-41.5,1,1
-33.5,1,0
-29.5,1,0
-28.5,1,0
-27.5,1,1
-25.5,2,0
-24.5,0,1
-22.5,1,1
-21.5,0,1
-20.5,1,0
-19.5,2,0
-18.5,6,0
-17.5,11,0
-16.5,13,0
-15.5,20,0
-14.5,9,1
-13.5,11,0
-12.5,12,1
-11.5,18,1
-10.5,26,3
-9.5,36,1
-8.5,42,1
-7.5,57,1
-6.5,32,5
-5.5,18,1
-4.5,38,1
-3.5,14,3
-2.5,39,4
-1.5,21,2
-0.5,31,7
0.5,36,21364
1.5,26,48
2.5,37,2
3.5,29,9
4.5,22,6
5.5,54,2
6.5,26,5
7.5,41,4
8.5,37,12
9.5,25,3
10.5,8,6
11.5,12,5
12.5,17,4
13.5,12,3
14.5,6,6
15.5,3,4
16.5,6,2
17.5,2,9
18.5,1,4
19.5,1,2
20.5,0,1
21.5,2,4
22.5,0,8
23.5,0,4
24.5,1,2
25.5,1,0
26.5,0,5
27.5,0,3
28.5,0,4
29.5,0,2
30.5,0,2
31.5,0,2
32.5,0,3
33.5,0,3
34.5,0,3
35.5,0,3
36.5,1,5
37.5,0,3
39.5,1,2
40.5,0,6
41.5,0,1
42.5,1,0
43.5,0,2
44.5,0,1
