Base index,ATMi2_1#TOP,ATMi2_1#BOT
1,165444,17027
2,1624,225
3,384,24
4,163,9
5,311,8
6,95,3
7,80,9
8,45,4
9,58,3
10,58,0
11,13,3
12,14,0
13,97,3
14,29,1
15,15,1
16,30,4
17,12,1
18,26,2
19,8,0
20,50,0
21,24,0
22,24,0
23,22,2
24,18,0
25,40,1
26,16,0
27,8,0
28,9,0
29,7,1
30,102,2
31,13,0
32,25,0
33,19,2
34,1,1
35,10,5
36,2,2
37,25,6
38,17,1
39,11,2
40,14,0
41,2,0
42,10,1
43,2,0
44,6,1
45,10,0
46,18,0
47,2,0
48,5,0
49,2,0
50,5,0
51,6,0
52,8,0
53,12,3
54,4,0
55,3,0
56,4,3
57,6,0
58,45,0
59,6,0
60,9,1
61,9,1
62,13,0
63,10,0
64,50,0
65,19,0
66,17,1
67,6,0
68,8,1
69,12,1
70,5,1
71,22,0
72,10,0
73,7,0
74,14,0
75,10,1
76,21,1
77,11,0
78,6,0
79,22,0
80,20,1
81,6,1
82,13,1
83,7,0
84,19,0
85,8,1
86,19,2
87,25,0
88,8,1
89,9,1
90,45,0
91,22,1
92,27,1
93,22,3
94,23,1
95,15,0
96,24,0
97,22,2
98,21,4
99,19,0
100,17,1
101,34,0
102,19,3
103,9,1
104,15,0
105,19,2
106,23,1
107,25,0
108,23,1
109,25,1
110,28,1
111,35,1
112,21,1
113,28,2
114,33,1
115,39,5
116,40,2
117,21,1
118,27,2
119,17,0
120,23,2
121,28,0
122,11,0
123,26,1
124,8,0
125,22,2
126,28,1
127,15,4
128,25,3
129,36,0
130,27,2
131,41,7
132,19,0
133,32,0
134,39,1
135,29,2
136,22,3
137,26,3
138,28,2
139,24,2
140,19,2
141,39,3
142,13,3
143,40,1
144,23,0
145,30,3
146,13,3
147,34,5
148,35,1
149,34,5
150,34,4
151,34,2
152,34,2
153,20,2
154,28,2
155,28,1
156,18,4
157,36,1
158,11,3
159,30,2
160,43,4
161,25,1
162,29,2
163,16,2
164,28,0
165,16,6
166,15,2
167,26,3
168,19,0
169,23,1
170,22,3
171,16,2
172,10,1
173,9,3
174,13,3
175,7,1
176,4,1
177,0,3
178,11,2
179,4,3
180,5,1
181,3,4
182,1,4
183,4,3
184,2,4
185,3,2
186,2,0
187,4,2
188,1,1
189,1,5
190,1,0
191,2,1
192,1,2
193,0,4
194,2,5
195,2,1
196,3,2
197,1,3
198,1,5
199,4,3
200,2,2
201,0,1
202,4,2
203,1,7
205,1,4
206,1,1
207,1,4
208,0,3
209,0,2
210,1,2
211,2,1
212,2,0
213,1,1
214,0,1
215,5,2
216,1,4
217,0,2
218,3,5
219,6,2
220,0,1
221,1,0
222,2,2
223,0,1
224,4,3
225,0,2
226,1,1
227,1,2
229,0,3
230,2,2
231,0,6
232,1,1
233,2,6
234,1,4
235,1,5
236,4,1
