Distance from 5'-end,ATMi2_2
0,31.80758441983182
1,32.358013044271274
2,32.327267181141785
3,32.37749139920879
4,32.53099115077643
5,33.043554280898384
6,34.20210129750876
7,34.01642798291792
8,34.06231564117562
9,34.0130222582816
10,35.69683075781304
11,32.80509066208796
12,36.627835745328525
13,36.75241356755159
14,36.82355641930351
15,36.792625018082106
16,36.67257243847368
17,36.81835506330308
18,36.80827940149814
19,36.78046126656478
20,36.633483650634915
21,36.74752668289339
22,36.69956351377699
23,36.75956464587382
24,36.90083775165569
25,37.29126335717026
26,37.36056969628358
27,37.8948502172997
28,37.89624018063234
29,37.7583759442002
30,37.71080900897501
31,37.57113656232507
32,37.39834084919841
33,37.29716283955043
34,37.22487216739938
35,37.02813260627559
36,37.46272256709246
37,37.29661880412838
38,37.19644710277552
39,37.05866148417895
40,37.47984867639012
41,37.80554979024762
42,37.528129461562166
43,37.36881827959018
44,36.59940439127782
45,36.84503795669101
46,37.45472870557306
47,37.44382912885149
48,37.234460398623874
49,37.09028786706667
50,37.46764718831173
51,37.04503858563369
52,37.153462015006575
53,36.948448712868796
54,37.15658157072146
55,37.047026044516564
56,36.8801895633251
57,36.6713743026598
58,37.05340981276376
59,36.8239652320484
60,36.856148229211875
61,36.999578608401414
62,36.78030088618024
63,37.152109788234995
64,37.4171934061649
65,37.4658075309597
66,37.35075504569269
67,37.11745504632163
68,37.14198066630188
69,37.261920036227096
70,37.312254319263886
71,37.18838405756083
72,37.29868173613339
73,37.28770668628968
74,37.72177147996503
75,37.23765542746089
