Distance from 5'-end,ATMi1_1
0,31.841094615742502
1,32.319267859408704
2,32.24793596413315
3,32.51073256354947
4,32.43607198748044
5,33.99132724273569
6,34.572196844732055
7,34.18386626062682
8,33.40858816563042
9,34.122666328300134
10,34.88033244512118
11,33.81175189273781
12,36.84123842152011
13,36.528879583809164
14,36.66962314427103
15,36.67747324789578
16,36.684517616207756
17,36.84651482468384
18,36.86735185890115
19,36.79930634860212
20,36.68159920483864
21,36.82966628600431
22,37.179416740684346
23,36.95086283466565
24,37.05713107473671
25,37.32581948145329
26,37.105058579706466
27,37.461356426849385
28,37.42710738907922
29,37.57421435520027
30,37.273571458782726
31,37.44559700545616
32,37.22882248445629
33,37.16032229412511
34,36.67942731463858
35,37.158698134754474
36,37.21159539821512
37,37.20773379012816
38,36.89079643023305
39,36.930588334813685
40,37.20859028042127
41,37.509087256270355
42,37.47848200312989
43,37.210838303091826
44,36.55752442583429
45,36.543052912067
46,37.043310916550354
47,37.02865541597936
48,37.208829251787
49,36.90819058495115
50,37.28133062640105
51,37.119931903734724
52,37.151715095377064
53,36.99573869644292
54,36.97883728799222
55,37.04557585754769
56,37.23552002706932
57,37.15600389121516
58,37.20714799306349
59,36.72915662141014
60,36.46944550183987
61,36.973444571331896
62,36.84713445840207
63,37.44425622805905
64,37.4424480818847
65,37.16962525906188
66,37.47633972000169
67,37.19380789239944
68,37.34521422831282
69,37.40680751173709
70,37.507962187539654
71,37.24724865710781
72,37.397870405616885
73,37.46501924459671
74,37.68615023474178
75,37.23119739457768
