Base index,1500_1#TOP,1500_1#BOT
1,24836,878
2,176,10
3,20,5
4,12,1
5,15,2
6,2,1
7,6,4
8,1,0
9,3,0
11,4,0
12,3,0
13,5,0
14,1,0
16,2,0
18,2,0
20,1,0
21,2,0
23,2,0
24,2,0
25,1,0
27,1,0
28,1,2
29,3,0
31,2,0
33,3,1
34,2,0
35,2,0
37,5,0
38,1,0
40,1,0
42,1,0
43,2,0
44,2,0
45,1,0
47,1,0
49,5,0
50,1,0
53,3,0
54,2,0
55,1,0
56,3,0
58,2,0
60,2,0
61,2,0
62,2,0
65,1,0
66,2,0
67,3,0
68,7,0
69,1,0
70,1,0
71,2,0
73,1,0
75,1,0
78,1,0
79,3,0
81,2,0
82,0,1
85,1,0
86,1,1
87,1,0
88,1,0
89,1,0
90,1,0
91,1,0
92,2,1
93,1,0
94,1,0
95,1,0
97,1,0
98,1,0
100,2,0
101,1,0
104,2,0
106,1,0
109,1,0
110,1,0
112,2,0
114,1,0
115,1,0
116,1,0
117,0,1
118,1,0
121,1,0
124,1,0
127,2,0
129,3,0
130,1,0
131,1,0
133,4,0
134,1,0
135,3,0
136,1,0
137,1,0
140,1,0
142,1,0
143,1,0
144,1,0
145,1,0
146,1,0
148,1,0
149,3,0
154,1,0
159,1,0
160,1,0
167,2,0
171,1,0
172,1,0
173,1,0
175,1,0
178,0,1
179,1,0
180,1,0
181,1,0
182,1,0
183,1,0
186,2,0
191,1,0
194,1,0
195,1,0
196,1,0
200,1,0
206,1,0
208,1,1
222,1,0
224,1,0
229,2,0
230,1,0
232,2,0
237,1,0
239,1,0
241,1,0
243,3,0
246,2,0
249,1,0
251,1,0
252,2,0
257,1,0
260,1,0
261,1,0
263,1,0
268,2,0
272,1,0
273,1,0
274,0,1
276,1,0
278,1,0
281,1,0
282,1,0
283,1,0
285,2,0
286,1,0
288,1,0
290,2,1
291,1,0
292,2,0
293,0,2
298,2,1
299,1,0
303,1,0
304,1,0
307,2,0
309,1,1
310,2,0
311,1,0
312,3,0
313,1,0
314,1,0
317,0,1
318,1,0
320,3,0
321,1,0
322,1,0
323,1,0
324,4,0
326,2,0
327,0,1
328,1,0
329,2,0
330,1,0
331,1,0
338,1,1
339,2,0
340,2,0
341,1,1
344,1,0
346,2,0
348,1,0
349,2,0
350,1,0
353,1,0
354,3,0
355,2,0
356,0,1
357,3,0
358,1,0
359,2,0
360,2,0
362,0,2
364,1,0
365,3,0
366,1,0
368,3,0
370,0,1
371,3,1
373,1,0
375,1,0
377,0,1
379,3,0
381,1,0
382,1,0
383,3,0
384,4,0
385,1,0
386,1,0
387,1,0
388,1,1
389,1,0
390,2,0
393,4,0
394,2,0
395,1,0
396,1,0
397,1,0
398,1,0
399,2,0
400,3,0
401,1,0
402,2,0
403,1,0
404,2,0
406,3,0
407,1,0
409,1,0
413,1,1
414,1,0
416,1,0
417,2,0
419,2,0
420,1,0
421,2,0
423,3,0
424,2,0
425,1,0
426,1,0
427,2,0
428,2,0
429,1,0
430,2,0
432,2,0
433,1,0
434,1,0
435,2,0
436,2,0
437,1,0
438,2,0
442,1,0
448,0,1
455,0,1
457,0,1
459,0,1
461,0,1
464,2,1
470,1,0
472,0,1
474,1,0
477,1,1
484,1,0
488,1,0
489,1,0
500,1,0
506,1,1
515,1,0
541,1,0
542,0,1
543,1,0
551,0,1
553,1,1
559,1,0
560,0,1
576,1,0
584,0,1
585,1,0
586,1,0
597,0,1
602,0,1
608,1,0
610,1,0
611,0,1
622,1,0
625,0,1
629,0,1
635,0,1
642,0,1
644,1,0
645,1,0
649,1,0
651,0,1
664,0,1
666,0,2
685,0,1
686,0,1
687,0,1
690,0,1
692,0,1
693,0,1
695,0,1
700,0,1
705,0,1
709,1,1
717,1,0
721,1,0
722,1,0
723,1,1
725,2,0
726,0,1
728,1,1
729,0,1
730,1,0
731,2,0
732,6,0
733,11,0
734,13,0
735,20,0
736,9,1
737,11,0
738,12,1
739,18,1
740,26,3
741,36,1
742,42,1
743,57,1
744,32,5
745,18,1
746,38,1
747,14,3
748,39,4
749,21,2
750,31,7
751,36,21364
752,26,48
753,37,2
754,29,9
755,22,6
756,54,2
757,26,5
758,41,4
759,37,12
760,25,3
761,8,6
762,12,5
763,17,4
764,12,3
765,6,6
766,3,4
767,6,2
768,2,9
769,1,4
770,1,2
771,0,1
772,2,4
773,0,8
774,0,4
775,1,2
776,1,0
777,0,5
778,0,3
779,0,4
780,0,2
781,0,2
782,0,2
783,0,3
784,0,3
785,0,3
786,0,3
787,1,5
788,0,3
790,1,2
791,0,6
792,0,1
793,1,0
794,0,2
795,0,1
796,0,2
797,0,4
798,0,1
799,1,10
800,0,1
801,2,3
802,0,2
803,1,2
804,0,1
805,0,3
806,0,6
807,0,3
808,0,2
809,0,3
810,0,3
811,0,1
812,0,1
813,0,1
814,0,4
815,0,2
816,0,1
817,0,2
818,0,1
819,0,1
820,0,1
821,0,1
822,0,2
823,1,1
824,0,1
825,0,5
826,0,1
827,0,1
828,0,1
829,2,0
830,0,2
832,0,1
834,0,1
836,0,1
837,0,2
838,0,1
839,0,1
840,0,1
844,0,1
845,1,1
848,0,1
850,0,1
851,0,1
852,0,2
853,0,2
854,0,2
855,0,2
857,0,1
858,0,2
859,0,2
861,0,1
864,0,2
867,0,2
868,0,1
869,0,1
870,0,1
873,0,1
874,0,1
875,0,1
876,0,2
878,0,2
879,0,2
880,0,3
881,0,3
883,0,2
884,0,4
885,0,4
886,0,1
887,0,7
888,0,3
889,0,2
890,0,5
891,0,1
892,0,2
893,0,1
895,0,5
896,0,2
897,0,4
899,0,3
900,0,2
901,0,2
