Base index,1500_2#TOP,1500_2#BOT
1,16026,3332
2,117,48
3,16,12
4,6,3
5,4,7
6,4,4
7,8,2
8,1,1
9,6,8
12,2,2
13,3,2
14,1,0
17,2,0
18,1,0
19,1,0
20,4,0
21,1,0
23,0,1
26,1,0
27,2,0
29,2,0
30,1,0
31,1,0
36,1,0
37,2,0
38,2,0
40,3,0
44,0,1
46,0,1
49,2,0
53,1,0
54,2,0
55,2,0
56,1,0
57,1,0
60,1,0
61,3,1
63,1,0
65,2,1
67,2,0
68,1,0
70,1,0
73,1,0
74,1,0
77,1,0
78,2,0
81,1,0
83,1,0
86,0,1
87,2,0
88,1,1
89,3,0
90,1,0
93,1,0
95,2,0
98,2,0
102,3,0
105,2,1
106,0,1
114,1,0
116,2,0
117,1,0
119,1,0
120,1,0
121,3,0
122,2,0
123,1,0
125,1,0
126,1,0
127,1,0
130,1,0
133,5,0
135,3,0
136,3,0
138,1,0
139,1,0
142,1,0
145,1,0
147,3,0
148,1,1
149,1,0
150,2,0
153,3,0
157,0,1
158,1,0
161,1,0
163,1,0
165,0,1
166,2,0
169,1,0
173,0,1
174,2,0
175,0,1
176,1,0
178,3,0
180,1,0
182,1,0
184,1,0
185,0,1
186,1,0
187,0,1
189,1,0
190,1,0
192,3,0
196,1,0
198,1,0
201,1,0
202,1,1
203,0,1
206,2,0
208,2,0
209,3,0
213,1,0
216,2,0
219,0,1
221,0,1
222,1,0
224,1,0
226,1,0
227,1,0
230,2,0
231,1,0
232,1,0
233,0,2
234,0,1
240,1,0
241,1,0
244,1,0
245,0,2
246,2,0
247,1,0
248,1,0
249,3,0
251,1,0
254,1,0
256,3,0
257,1,0
260,2,0
262,1,0
263,4,0
264,3,0
265,1,0
267,3,0
268,1,0
269,1,0
278,2,0
279,0,1
281,2,0
282,1,0
283,1,0
284,0,2
285,1,0
287,1,0
288,2,1
289,1,0
290,1,0
291,2,0
293,2,2
294,1,0
297,3,0
299,1,0
300,2,0
301,0,2
303,1,0
304,3,0
310,1,0
311,1,0
312,2,0
314,0,1
315,3,0
317,0,1
318,1,0
319,1,0
320,2,0
321,0,1
322,1,0
324,1,0
325,2,0
326,2,0
327,2,0
328,0,1
329,3,0
330,4,0
331,3,0
332,1,1
333,2,0
334,2,0
335,1,0
336,1,0
338,2,0
340,1,0
341,1,0
342,3,1
343,1,0
344,1,0
345,1,0
346,5,0
347,1,0
348,4,1
349,2,0
351,1,0
352,0,2
354,0,1
355,2,1
356,4,0
357,2,0
359,2,0
361,1,1
362,1,1
363,2,0
364,0,2
365,4,1
366,1,0
367,1,0
368,2,0
370,2,0
371,3,0
372,1,0
373,1,0
375,3,0
377,1,0
379,4,1
380,2,0
381,4,2
382,1,0
383,2,0
385,1,0
387,1,0
388,1,0
390,0,1
393,1,0
395,1,0
396,1,0
397,2,0
399,1,0
401,4,0
402,4,1
403,1,0
404,1,0
405,1,0
406,5,0
407,3,0
408,1,0
409,2,0
410,2,1
413,3,0
415,2,1
416,1,0
417,2,0
418,3,0
419,2,0
420,3,0
421,2,0
422,2,0
423,1,0
424,3,0
426,1,0
427,1,0
428,2,1
430,1,0
431,1,0
432,1,0
433,1,0
434,2,1
435,3,1
436,5,0
437,1,1
440,4,1
441,3,2
442,1,0
443,1,0
446,2,0
448,2,0
449,1,0
450,3,0
453,1,0
454,2,1
455,2,0
456,3,0
457,2,0
458,1,0
