Base index,704_1#TOP,704_1#BOT
-49.5,6.153656810559675e-05,6.333924499619965e-05
-48.5,0.0001230731362111935,4.2226163330799764e-05
-47.5,0.00015384142026399187,0
-46.5,0.00015384142026399187,0
-45.5,6.153656810559675e-05,0
-44.5,3.0768284052798373e-05,2.1113081665399882e-05
-43.5,0.00021537798836958864,2.1113081665399882e-05
-42.5,0.00015384142026399187,0
-41.5,3.0768284052798373e-05,0
-40.5,0.00018460970431679024,0
-39.5,0.00021537798836958864,0
-38.5,0.000246146272422387,0
-37.5,9.230485215839512e-05,2.1113081665399882e-05
-36.5,0.00018460970431679024,2.1113081665399882e-05
-35.5,0.00033845112458078213,4.2226163330799764e-05
-34.5,0.00021537798836958864,6.333924499619965e-05
-33.5,0.00021537798836958864,2.1113081665399882e-05
-32.5,0.000246146272422387,4.2226163330799764e-05
-31.5,0.0002769145564751854,2.1113081665399882e-05
-30.5,0.00030768284052798373,0
-29.5,0.0004307559767391773,8.445232666159953e-05
-28.5,0.00018460970431679024,0
-27.5,9.230485215839512e-05,2.1113081665399882e-05
-26.5,0.0002769145564751854,0
-25.5,0.0006769022491615643,0
-24.5,0.00021537798836958864,2.1113081665399882e-05
-23.5,0.0003999876926863789,0
-22.5,0.000246146272422387,0
-21.5,0.000246146272422387,8.445232666159953e-05
-20.5,0.0012614996461647334,2.1113081665399882e-05
-19.5,0.0008307436694255561,0
-18.5,0.0018460970431679025,2.1113081665399882e-05
-17.5,0.003261438109596628,2.1113081665399882e-05
-16.5,0.004399864619550168,4.2226163330799764e-05
-15.5,0.008553582966677948,6.333924499619965e-05
-14.5,0.005907510538137288,8.445232666159953e-05
-13.5,0.009784314328789883,6.333924499619965e-05
-12.5,0.008276668410202763,0
-11.5,0.010861204270637826,0.00014779157165779918
-10.5,0.018091751023045444,4.2226163330799764e-05
-9.5,0.026614565705670595,0.0001266784899923993
-8.5,0.029045260145841665,4.2226163330799764e-05
-7.5,0.04276791483338974,4.2226163330799764e-05
-6.5,0.02821451647641611,0.00014779157165779918
-5.5,0.01836866557952063,4.2226163330799764e-05
-4.5,0.042275622288544965,0.0001266784899923993
-3.5,0.04233715885665056,0.0002111308166539988
-2.5,0.05476754561398111,6.333924499619965e-05
-1.5,0.037752684532783604,0.00014779157165779918
-0.5,0.04978308359742777,0.0001266784899923993
0.5,0.07135165071843944,0.9887889536356727
1.5,0.04489092643303283,0.0029136052698251836
2.5,0.06762868834805083,0.00019001773498859893
3.5,0.06495184763545737,0.0005700532049657968
4.5,0.04012184240484908,0.00014779157165779918
5.5,0.06455185994277099,0.00016890465332319906
6.5,0.024306944401710717,0.0001266784899923993
7.5,0.046183194363250364,0.0001266784899923993
8.5,0.030429832928217593,0.00048560087830419726
9.5,0.02061475031537491,0.0001055654083269994
10.5,0.009784314328789883,0.00016890465332319906
11.5,0.011076582259007416,0.00014779157165779918
12.5,0.014891849481554413,0.0002111308166539988
13.5,0.009630472908525891,4.2226163330799764e-05
14.5,0.005969047106242885,0.00029558314331559835
15.5,0.0024922310082766685,8.445232666159953e-05
16.5,0.002553767576382265,0.00014779157165779918
17.5,0.002184548167748685,0.00019001773498859893
18.5,0.0020922433155902897,0.0002111308166539988
19.5,0.0012922679302175318,0.00016890465332319906
20.5,0.0008307436694255561,0.0001055654083269994
21.5,0.0011999630780591367,0.00019001773498859893
22.5,0.00046152426079197563,0.0001266784899923993
23.5,0.0011384265099535398,4.2226163330799764e-05
24.5,0.0008922802375311529,2.1113081665399882e-05
25.5,0.0007076705332143626,4.2226163330799764e-05
26.5,0.0006461339651087659,0.0001055654083269994
27.5,0.00046152426079197563,8.445232666159953e-05
28.5,0.0001230731362111935,8.445232666159953e-05
29.5,0.0004307559767391773,8.445232666159953e-05
30.5,0.00030768284052798373,0.0001266784899923993
31.5,0.00033845112458078213,4.2226163330799764e-05
32.5,0.00033845112458078213,0.0002111308166539988
33.5,0.0004307559767391773,0.0001055654083269994
34.5,0.000492292544844774,0.00014779157165779918
35.5,0.00021537798836958864,6.333924499619965e-05
36.5,0.0007076705332143626,4.2226163330799764e-05
37.5,0.0004307559767391773,0.0001055654083269994
38.5,0.00033845112458078213,6.333924499619965e-05
39.5,0.0002769145564751854,4.2226163330799764e-05
40.5,0.00021537798836958864,0.0001055654083269994
41.5,0.000246146272422387,0.0001266784899923993
42.5,6.153656810559675e-05,4.2226163330799764e-05
43.5,6.153656810559675e-05,0.0001055654083269994
44.5,0,4.2226163330799764e-05
45.5,6.153656810559675e-05,0
46.5,6.153656810559675e-05,4.2226163330799764e-05
47.5,9.230485215839512e-05,0
48.5,0.0001230731362111935,0.0001055654083269994
49.5,3.0768284052798373e-05,0.0001266784899923993
