Distance from 5'-end,ATMi3_3
0,31.311758604656706
1,31.884980149977945
2,32.00658686918061
3,32.12520118265597
4,32.20325707268804
5,34.47606075418162
6,35.26963840770634
7,34.85696062184814
8,33.65796862146664
9,33.99040284218935
10,35.17470999892703
11,33.1655181869121
12,36.52527450255725
13,36.40573623910633
14,36.53493127004376
15,36.50673291288642
16,36.453367350588344
17,36.644699507624075
18,36.61067728513692
19,36.582928981032204
20,36.47636774401221
21,36.58809117896017
22,36.6975166609044
23,36.58556372870444
24,36.72115189737598
25,37.043911467709435
26,36.93590767653406
27,37.41946434745288
28,37.37653643939484
29,37.41595333754575
30,37.22549446226112
31,37.282701868167244
32,37.05516875499231
33,36.95706315049059
34,36.695606170793646
35,36.82006223250158
36,37.03202231786263
37,37.05824461426579
38,36.81650055436999
39,36.69848233765305
40,37.098355965140264
41,37.44688479834047
42,37.222886538943
43,36.954708568294805
44,36.22133072640351
45,36.35124703441863
46,36.95897364060134
47,36.94518592257895
48,37.00322488346308
49,36.78088377305404
50,37.15804313356144
51,36.856331739768
52,36.90477056235768
53,36.7804068956473
54,36.83774246235649
55,36.763895015438905
56,36.78361091572384
57,36.6435937481372
58,36.852659783736094
59,36.51896183788553
60,36.4259707435711
61,36.73631063794275
62,36.57672659426078
63,37.06784177207644
64,37.22593557386235
65,37.04066274037602
66,37.22147975059312
67,36.85660296379308
68,36.96287807436903
69,37.041434685678176
70,37.154693069779086
71,36.96509555431037
72,37.10021280654276
73,37.174996125371074
74,37.4990909524434
75,36.981079888887564
