Base index shifted,ATMi2_1#TOP,ATMi2_1#BOT
-351.5,165444,17027
-350.5,1624,225
-349.5,384,24
-348.5,163,9
-347.5,311,8
-346.5,95,3
-345.5,80,9
-344.5,45,4
-343.5,58,3
-342.5,58,0
-341.5,13,3
-340.5,14,0
-339.5,97,3
-338.5,29,1
-337.5,15,1
-336.5,30,4
-335.5,12,1
-334.5,26,2
-333.5,8,0
-332.5,50,0
-331.5,24,0
-330.5,24,0
-329.5,22,2
-328.5,18,0
-327.5,40,1
-326.5,16,0
-325.5,8,0
-324.5,9,0
-323.5,7,1
-322.5,102,2
-321.5,13,0
-320.5,25,0
-319.5,19,2
-318.5,1,1
-317.5,10,5
-316.5,2,2
-315.5,25,6
-314.5,17,1
-313.5,11,2
-312.5,14,0
-311.5,2,0
-310.5,10,1
-309.5,2,0
-308.5,6,1
-307.5,10,0
-306.5,18,0
-305.5,2,0
-304.5,5,0
-303.5,2,0
-302.5,5,0
-301.5,6,0
-300.5,8,0
-299.5,12,3
-298.5,4,0
-297.5,3,0
-296.5,4,3
-295.5,6,0
-294.5,45,0
-293.5,6,0
-292.5,9,1
-291.5,9,1
-290.5,13,0
-289.5,10,0
-288.5,50,0
-287.5,19,0
-286.5,17,1
-285.5,6,0
-284.5,8,1
-283.5,12,1
-282.5,5,1
-281.5,22,0
-280.5,10,0
-279.5,7,0
-278.5,14,0
-277.5,10,1
-276.5,21,1
-275.5,11,0
-274.5,6,0
-273.5,22,0
-272.5,20,1
-271.5,6,1
-270.5,13,1
-269.5,7,0
-268.5,19,0
-267.5,8,1
-266.5,19,2
-265.5,25,0
-264.5,8,1
-263.5,9,1
-262.5,45,0
-261.5,22,1
-260.5,27,1
-259.5,22,3
-258.5,23,1
-257.5,15,0
-256.5,24,0
-255.5,22,2
-254.5,21,4
-253.5,19,0
-252.5,17,1
-251.5,34,0
-250.5,19,3
-249.5,9,1
-248.5,15,0
-247.5,19,2
-246.5,23,1
-245.5,25,0
-244.5,23,1
-243.5,25,1
-242.5,28,1
-241.5,35,1
-240.5,21,1
-239.5,28,2
-238.5,33,1
-237.5,39,5
-236.5,40,2
-235.5,21,1
-234.5,27,2
-233.5,17,0
-232.5,23,2
-231.5,28,0
-230.5,11,0
-229.5,26,1
-228.5,8,0
-227.5,22,2
-226.5,28,1
-225.5,15,4
-224.5,25,3
-223.5,36,0
-222.5,27,2
-221.5,41,7
-220.5,19,0
-219.5,32,0
