Distance from 5'-end,400_2
0,33.020876605163814
1,33.067162934550254
2,33.30197546960991
3,33.215777983292654
4,33.408951015024485
5,35.45164420321715
6,36.25897148228445
7,35.30850983186525
8,34.411642080686484
9,33.87347443108598
10,35.19249837019967
11,34.190679058202825
12,37.3941539441168
13,37.45203080701648
14,37.53820555193378
15,37.06243272335845
16,36.986453706090145
17,37.334867114419566
18,37.48459649176003
19,37.17287254203369
20,37.26801497900211
21,37.2733667884595
22,37.64043572522324
23,37.38950711805819
24,37.48798496035416
25,37.528692066283604
26,37.781917554844675
27,37.85373489592019
28,37.71939386588638
29,37.60752891948028
30,37.61428311526858
31,37.61695143953062
32,37.647333949877954
33,37.59213299170697
34,37.923846631998664
35,38.203300535180944
36,38.10857502387847
37,37.67312269743326
38,37.741119483315394
39,38.094581482436055
40,38.04925787231462
41,37.51306114404403
42,37.5879030913143
43,37.955540563077065
44,37.507982231386165
45,37.56610924968541
46,37.690140845070424
47,37.73758698585485
48,37.64558286208099
49,37.588107763913946
50,37.935755545111356
51,37.7873300080353
52,37.74396973877712
53,37.6547324853318
54,37.65445200806562
55,37.74067981624949
56,37.83529162055216
57,37.80909352779757
58,37.43834048424021
59,37.67653390742734
60,37.3743840870844
61,37.35023272032626
62,37.87682499734684
63,37.97789535923832
64,37.740823845115905
65,37.64180778968753
66,37.72981700753498
67,37.90588092602981
68,37.7116921117664
69,37.88392789460119
70,38.15746903379372
71,37.86769053502934
72,37.86942646189299
73,38.22601161327491
74,38.00518503919101
