Base index,ATMi3_1#TOP,ATMi3_1#BOT
1,111707,18689
2,1012,239
3,238,50
4,95,18
5,204,22
6,44,16
7,42,12
8,24,8
9,44,4
10,28,1
11,12,1
12,10,4
13,79,1
14,15,0
15,15,3
16,24,7
17,7,0
18,12,1
19,7,0
20,31,0
21,25,1
22,13,1
23,16,13
24,14,1
25,19,1
26,12,2
27,7,5
28,12,0
29,7,2
30,137,3
31,9,0
32,34,0
33,11,1
34,2,0
35,0,4
36,5,5
37,32,4
38,13,1
39,12,0
40,14,0
41,4,0
42,3,0
43,4,1
44,9,2
45,29,1
46,11,0
47,5,0
48,9,1
49,6,0
50,16,1
51,6,2
52,7,0
53,7,1
54,13,0
55,1,0
56,6,0
57,6,0
58,41,1
59,4,0
60,4,2
61,13,0
62,7,0
63,5,0
64,46,0
65,11,1
66,8,3
67,5,0
68,12,0
69,7,2
70,6,3
71,16,1
72,3,0
73,5,1
74,18,0
75,16,3
76,14,1
77,16,1
78,5,0
79,20,0
80,6,0
81,5,0
82,8,0
83,5,1
84,18,2
85,6,1
86,15,0
87,18,1
88,12,2
89,7,0
90,41,1
91,8,0
92,22,1
93,17,0
94,13,2
95,21,2
96,18,2
97,21,0
98,13,4
99,9,1
100,7,0
101,30,2
102,15,3
103,9,1
104,9,0
105,10,1
106,20,0
107,19,1
108,22,3
109,15,5
110,8,2
111,30,1
112,16,0
113,16,0
114,18,0
115,19,6
116,23,3
117,5,0
118,19,1
119,20,3
120,17,1
121,25,1
122,11,2
123,17,0
124,9,2
125,15,6
126,20,2
127,12,5
128,18,4
129,20,3
130,16,1
131,29,4
132,12,1
133,21,3
134,22,2
135,22,0
136,16,4
137,18,6
138,19,4
139,14,1
140,17,0
141,21,6
142,11,2
143,22,4
144,18,4
145,19,1
146,11,3
147,21,2
148,24,3
149,13,4
150,28,2
151,37,3
152,32,6
153,14,6
154,22,2
155,19,6
156,8,5
157,22,7
158,11,3
159,26,2
160,36,9
161,19,10
162,28,8
163,10,7
164,16,1
165,17,11
166,18,5
167,19,3
168,17,7
169,22,3
170,22,3
171,12,3
172,34,5
173,14,3
174,15,3
175,13,5
176,14,5
177,3,4
178,19,4
179,8,4
180,10,2
181,8,7
182,11,7
183,4,5
184,5,14
185,3,6
186,5,1
187,9,4
188,3,1
189,5,5
190,3,5
191,6,2
192,5,2
193,3,1
194,2,0
195,1,1
196,1,4
197,2,2
198,5,2
199,2,5
200,3,9
201,3,4
202,4,11
203,2,6
204,5,3
205,5,6
206,2,4
207,2,2
208,2,3
209,0,2
210,4,4
211,5,3
212,3,1
213,1,1
214,2,3
215,1,4
216,2,4
217,5,4
218,4,5
219,3,4
220,1,4
221,1,2
222,2,5
223,0,3
224,1,3
225,3,1
227,1,3
228,2,7
229,4,7
230,0,1
231,1,2
232,1,3
233,2,2
234,0,3
235,4,1
236,1,0
237,2,1
238,1,4
239,4,2
240,2,1
241,3,2
242,2,4
243,3,0
244,2,4
245,3,0
246,4,0
247,5,2
248,1,0
250,2,3
251,1,1
252,0,1
253,1,2
254,1,4
255,0,1
257,0,1
258,0,1
260,1,0
261,3,0
262,0,2
263,1,0
264,1,1
265,1,1
266,1,0
267,1,0
269,0,1
272,1,1
275,2,0
276,1,0
278,1,0
279,2,0
282,1,1
286,0,1
291,1,0
293,0,1
298,0,1
299,1,1
300,1,0
301,0,1
302,3,1
303,1,0
304,1,0
305,3,1
306,0,1
307,0,1
308,1,1
309,1,1
310,1,0
312,3,0
313,2,1
314,2,2
315,0,6
316,1,1
317,2,0
318,3,1
319,5,0
320,6,0
321,5,1
322,5,1
323,6,1
324,6,2
325,11,1
326,7,2
327,16,3
328,13,3
329,2,11
330,17,3
331,10,2
332,2,2
333,14,0
334,12,7
335,19,3
336,13,4
337,18,3
338,13,3
339,18,6
340,41,5
341,82,6
342,106,4
343,160,6
344,486,6
345,473,49
346,557,21
347,999,15
348,553,29
349,1453,13
350,818,14
351,1017,15
352,783,36
353,1181,96037
354,844,1204
355,675,106
356,1359,100
357,746,78
358,812,48
359,825,21
360,299,113
361,618,41
362,353,56
363,190,69
364,99,52
365,94,45
366,62,25
367,44,25
368,45,44
369,49,67
370,35,22
371,12,42
372,60,24
373,36,26
374,38,32
375,26,14
376,17,50
377,17,10
378,14,14
379,17,77
380,13,23
381,3,10
382,22,22
383,10,62
384,6,13
385,8,15
386,9,14
387,15,18
388,4,15
389,5,12
390,17,14
391,5,18
392,8,6
393,6,20
394,2,8
395,1,122
396,0,33
397,4,9
398,2,8
399,3,12
400,0,12
401,0,8
402,1,10
403,1,13
404,0,8
405,0,12
406,2,7
407,0,8
408,0,12
409,1,14
410,0,10
411,2,5
412,1,20
413,0,9
414,1,12
415,0,3
416,0,16
417,1,10
418,1,7
419,2,8
420,2,18
421,0,11
422,2,15
423,0,9
424,1,2
425,1,13
426,1,13
427,2,7
428,0,14
429,2,5
430,0,5
431,0,6
432,1,12
433,0,1
434,0,7
435,0,5
436,0,5
437,0,16
438,1,12
439,1,51
440,1,11
441,2,6
442,3,5
443,0,12
444,3,12
445,3,20
446,2,9
447,1,14
448,0,11
449,1,19
450,0,10
451,2,21
452,4,10
453,0,12
454,0,10
455,1,11
