Base index shifted,ATMi4_3#TOP,ATMi4_3#BOT
-351.5,99661,41593
-350.5,926,702
-349.5,209,133
-348.5,102,41
-347.5,155,48
-346.5,48,54
-345.5,31,31
-344.5,25,24
-343.5,38,13
-342.5,22,2
-341.5,14,13
-340.5,16,5
-339.5,103,8
-338.5,15,6
-337.5,19,7
-336.5,22,7
-335.5,5,1
-334.5,6,3
-333.5,9,2
-332.5,36,5
-331.5,29,2
-330.5,16,2
-329.5,27,18
-328.5,9,3
-327.5,18,1
-326.5,7,1
-325.5,5,8
-324.5,4,2
-323.5,4,2
-322.5,37,7
-321.5,10,2
-320.5,15,1
-319.5,4,0
-318.5,1,2
-317.5,7,5
-316.5,5,9
-315.5,28,8
-314.5,15,3
-313.5,8,2
-312.5,5,3
-311.5,7,3
-310.5,6,0
-309.5,3,0
-308.5,3,2
-307.5,12,0
-306.5,5,2
-305.5,2,1
-304.5,5,0
-303.5,5,0
-302.5,5,0
-301.5,3,1
-300.5,4,0
-299.5,7,2
-298.5,7,1
-297.5,3,0
-296.5,3,0
-295.5,0,2
-294.5,24,1
-293.5,4,0
-292.5,4,5
-291.5,7,1
-290.5,2,1
-289.5,2,4
-288.5,20,0
-287.5,6,1
-286.5,4,1
-285.5,4,1
-284.5,13,2
-283.5,6,3
-282.5,5,4
-281.5,14,3
-280.5,10,4
-279.5,7,3
-278.5,2,1
-277.5,3,3
-276.5,8,2
-275.5,5,1
-274.5,4,0
-273.5,7,1
-272.5,6,2
-271.5,3,4
-270.5,10,1
-269.5,5,4
-268.5,7,0
-267.5,2,1
-266.5,12,2
-265.5,19,2
-264.5,12,1
-263.5,7,1
-262.5,32,2
-261.5,8,2
-260.5,9,1
-259.5,8,3
-258.5,8,0
-257.5,12,1
-256.5,13,1
-255.5,14,1
-254.5,5,9
-253.5,8,2
-252.5,6,2
-251.5,18,2
-250.5,8,13
-249.5,5,3
-248.5,18,5
-247.5,13,2
-246.5,16,1
-245.5,14,1
-244.5,18,1
-243.5,11,0
-242.5,10,7
-241.5,13,3
-240.5,22,4
-239.5,12,4
-238.5,9,6
-237.5,11,4
-236.5,12,3
-235.5,11,6
-234.5,10,4
-233.5,10,3
-232.5,11,3
-231.5,14,5
-230.5,7,6
-229.5,12,3
-228.5,6,8
-227.5,7,1
-226.5,9,4
-225.5,7,6
-224.5,10,4
-223.5,10,6
-222.5,13,3
-221.5,19,2
-220.5,13,3
-219.5,10,3
-218.5,6,6
-217.5,20,6
-216.5,9,5
-215.5,11,2
-214.5,9,6
-213.5,12,9
-212.5,14,8
-211.5,15,8
-210.5,3,4
-209.5,7,10
-208.5,17,6
-207.5,8,5
-206.5,7,5
-205.5,14,1
-204.5,13,5
-203.5,7,10
-202.5,29,0
-201.5,17,3
-200.5,8,7
-199.5,8,3
-198.5,15,9
-197.5,19,9
-196.5,6,2
-195.5,10,9
-194.5,3,14
-193.5,11,10
-192.5,26,13
-191.5,11,7
-190.5,15,6
-189.5,8,4
-188.5,13,7
-187.5,11,10
-186.5,11,3
-185.5,8,12
-184.5,11,6
-183.5,8,11
-182.5,8,9
-181.5,7,12
-180.5,12,15
-179.5,4,10
-178.5,9,4
-177.5,9,4
-176.5,8,11
-175.5,4,8
-174.5,6,9
-173.5,11,7
-172.5,9,11
-171.5,7,7
-170.5,7,6
-169.5,3,12
-168.5,3,8
-167.5,6,6
-166.5,7,4
-165.5,4,3
-164.5,2,3
-163.5,1,11
-162.5,4,9
-161.5,5,5
-160.5,1,3
-159.5,3,6
-158.5,1,5
-157.5,4,13
-156.5,2,4
-155.5,2,3
-154.5,0,7
-153.5,5,9
-152.5,5,9
-151.5,3,9
-150.5,2,6
-149.5,3,10
-148.5,7,1
-147.5,2,9
-146.5,4,6
-145.5,1,6
-144.5,2,6
-143.5,2,5
-142.5,2,9
-141.5,3,3
-140.5,0,6
-139.5,3,2
-138.5,0,4
-137.5,3,2
-136.5,2,6
-135.5,3,5
-134.5,2,7
-133.5,5,3
-132.5,2,4
-131.5,2,1
-130.5,2,7
-129.5,5,1
-128.5,8,1
-127.5,7,3
-126.5,1,1
-125.5,2,6
-123.5,1,4
-122.5,2,7
-121.5,0,8
-120.5,0,2
-119.5,0,5
-118.5,4,3
-117.5,3,1
-116.5,2,1
-115.5,3,0
-114.5,2,3
-113.5,3,3
-112.5,2,0
-111.5,4,2
-110.5,3,2
-108.5,0,1
-107.5,5,1
-106.5,2,1
-105.5,0,1
-104.5,2,1
-103.5,1,0
-102.5,1,0
-101.5,5,2
-100.5,2,2
-99.5,0,1
-98.5,0,2
-97.5,0,2
-94.5,1,1
-92.5,1,0
-91.5,3,1
-90.5,0,2
-89.5,0,1
-88.5,1,0
-87.5,1,1
-86.5,2,0
-85.5,1,1
-83.5,1,0
-81.5,0,1
-78.5,1,0
-76.5,2,0
-75.5,2,1
-74.5,1,1
-73.5,0,1
-70.5,1,0
-65.5,0,3
-62.5,1,0
-61.5,1,1
-60.5,1,0
-57.5,1,0
-55.5,1,0
-52.5,1,0
-50.5,4,0
-48.5,0,1
-46.5,1,0
-44.5,2,0
-43.5,0,1
-42.5,1,1
-40.5,6,0
-38.5,1,1
-37.5,1,1
-36.5,1,0
-35.5,1,1
-34.5,3,1
-33.5,2,2
-32.5,3,1
-31.5,3,1
-30.5,2,0
-29.5,4,0
-28.5,2,1
-27.5,5,0
-26.5,2,1
-25.5,9,2
-24.5,8,2
-23.5,5,1
-22.5,26,2
-21.5,7,0
-20.5,12,2
-19.5,31,3
-18.5,28,5
-17.5,43,0
-16.5,29,1
-15.5,34,1
-14.5,20,4
-13.5,29,1
-12.5,48,4
-11.5,94,3
-10.5,170,4
-9.5,267,8
