Base index,400_1#TOP,400_1#BOT
-49.5,0.00030745150651238193,0
-48.5,0.00019565095868969757,0
-47.5,0.00019565095868969757,2.154800896397173e-05
-46.5,0.00025155123260103975,2.154800896397173e-05
-45.5,8.385041086701326e-05,2.154800896397173e-05
-44.5,0.000335401643468053,0
-43.5,0.0001677008217340265,4.309601792794346e-05
-42.5,0.00027950136955671084,2.154800896397173e-05
-41.5,0.00030745150651238193,0
-40.5,0.00022360109564536866,0.00012928805378383036
-39.5,0.00041925205433506624,0
-38.5,0.0004751523282464084,0
-37.5,0.00019565095868969757,0
-36.5,0.00030745150651238193,2.154800896397173e-05
-35.5,0.00039130191737939515,4.309601792794346e-05
-34.5,0.00022360109564536866,6.464402689191518e-05
-33.5,0.001006204930404159,0
-32.5,0.0004472021912907373,4.309601792794346e-05
-31.5,0.0004751523282464084,2.154800896397173e-05
-30.5,0.0005590027391134217,4.309601792794346e-05
-29.5,0.000698753423891777,6.464402689191518e-05
-28.5,0.000670803286936106,2.154800896397173e-05
-27.5,0.00039130191737939515,8.619203585588692e-05
-26.5,0.000335401643468053,0
-25.5,0.001397506847783554,0.00010774004481985865
-24.5,0.0006149030130247639,0
-23.5,0.0005310526021577506,2.154800896397173e-05
-22.5,0.00025155123260103975,4.309601792794346e-05
-21.5,0.00013975068477835542,0
-20.5,0.0015372575325619095,4.309601792794346e-05
-19.5,0.001677008217340265,8.619203585588692e-05
-18.5,0.002655263010788753,0
-17.5,0.004332271228129018,4.309601792794346e-05
-16.5,0.004835373693331097,6.464402689191518e-05
-15.5,0.010481301358376657,2.154800896397173e-05
-14.5,0.005226675610710493,4.309601792794346e-05
-13.5,0.011850858069204539,6.464402689191518e-05
-12.5,0.007686287662809548,4.309601792794346e-05
-11.5,0.011235955056179775,0.0001508360627478021
-10.5,0.017357035049471742,2.154800896397173e-05
-9.5,0.02372966627536475,6.464402689191518e-05
-8.5,0.02588182682095142,8.619203585588692e-05
-7.5,0.047319581865951144,6.464402689191518e-05
-6.5,0.033148862429425906,0.0002154800896397173
-5.5,0.017999888199452176,8.619203585588692e-05
-4.5,0.04547487282687685,0.00012928805378383036
-3.5,0.04234445748784169,6.464402689191518e-05
-2.5,0.05397171446140086,4.309601792794346e-05
-1.5,0.036586729274973445,0.0002585761075676607
-0.5,0.052294706244060594,0.00012928805378383036
0.5,0.08390631114092459,0.9867264264781934
1.5,0.04469226899211806,0.0036847095328391656
2.5,0.07362066074123763,0.00017238407171177384
3.5,0.06327911006763934,0.0009050163764868127
4.5,0.03722958242495388,0.0003016721254956042
5.5,0.055844373637430826,0.000237028098603689
6.5,0.02325451394711834,0.00012928805378383036
7.5,0.04899659008329141,0.0001508360627478021
8.5,0.030801050925149533,0.00036631615238751937
9.5,0.015400525462574767,0.0002154800896397173
10.5,0.0059533791715579406,0.000237028098603689
11.5,0.007574487114986863,0.0003878641613514911
12.5,0.009167644921460116,0.00019393208067574556
13.5,0.0057018279389569005,8.619203585588692e-05
14.5,0.003689418078148583,0.0003447681434235477
15.5,0.0014534071216948962,0.0002154800896397173
16.5,0.0021801106825423446,4.309601792794346e-05
17.5,0.0024037117781877133,0.00012928805378383036
18.5,0.0018447090390742915,4.309601792794346e-05
19.5,0.0007826038347587903,0.00010774004481985865
20.5,0.0005590027391134217,0.00012928805378383036
21.5,0.001397506847783554,0.0002585761075676607
22.5,0.0005869528760690928,0.00019393208067574556
23.5,0.0008944043825814746,2.154800896397173e-05
24.5,0.0009223545195371457,6.464402689191518e-05
25.5,0.0007267035608474481,2.154800896397173e-05
26.5,0.00039130191737939515,0
27.5,0.00022360109564536866,4.309601792794346e-05
28.5,0.0004472021912907373,8.619203585588692e-05
29.5,0.0005590027391134217,0.000237028098603689
30.5,0.0004751523282464084,0.00012928805378383036
31.5,0.00022360109564536866,6.464402689191518e-05
32.5,0.0004472021912907373,8.619203585588692e-05
33.5,0.0004472021912907373,4.309601792794346e-05
34.5,0.0004472021912907373,0.00010774004481985865
35.5,0.00030745150651238193,0.00012928805378383036
36.5,0.00103415506735983,8.619203585588692e-05
37.5,0.00039130191737939515,0.0002585761075676607
38.5,0.0005590027391134217,0.00017238407171177384
39.5,0.00022360109564536866,0.00010774004481985865
40.5,0.00013975068477835542,8.619203585588692e-05
41.5,0.00025155123260103975,6.464402689191518e-05
42.5,0.00011180054782268433,4.309601792794346e-05
43.5,0.0001677008217340265,2.154800896397173e-05
44.5,0.00019565095868969757,0
45.5,0.00011180054782268433,4.309601792794346e-05
46.5,0.00013975068477835542,2.154800896397173e-05
47.5,8.385041086701326e-05,8.619203585588692e-05
48.5,0.0001677008217340265,0.00010774004481985865
49.5,8.385041086701326e-05,4.309601792794346e-05
