Base index,ATMi2_3#TOP,ATMi2_3#BOT
1,70667,42340
2,729,567
3,149,128
4,61,47
5,139,62
6,33,67
7,32,32
8,12,22
9,36,19
10,21,5
11,8,6
12,6,4
13,24,4
14,8,2
15,16,8
16,20,17
17,2,7
18,5,1
19,6,3
20,16,4
21,16,0
22,4,2
23,9,14
24,6,2
25,14,1
26,7,0
27,3,20
28,7,0
29,2,2
30,43,8
31,10,0
32,10,0
33,9,1
34,3,0
35,3,5
36,5,9
37,11,5
38,5,4
39,5,1
40,3,2
41,4,2
42,3,2
43,3,0
44,4,0
45,5,0
46,5,1
47,3,3
48,2,1
49,1,0
50,2,1
51,2,0
52,7,0
53,2,4
54,8,2
55,3,0
56,0,5
57,1,1
58,13,0
59,5,1
60,2,5
61,3,2
62,1,1
63,0,3
64,5,1
65,6,1
66,1,1
67,3,6
68,4,1
69,2,2
70,1,1
71,7,7
72,2,1
73,1,3
74,3,1
75,0,6
76,3,2
77,5,3
78,2,1
79,5,1
80,2,2
81,2,2
82,4,1
83,2,2
84,2,4
85,0,3
86,0,1
87,7,0
88,8,0
89,3,2
90,11,3
91,2,1
92,4,1
93,4,0
94,5,1
95,2,6
96,9,3
97,7,3
98,4,6
99,2,3
100,1,1
101,4,0
102,5,6
103,1,2
104,1,3
105,2,1
106,4,0
107,5,3
108,11,1
109,4,3
110,6,6
111,5,4
112,9,0
113,11,5
114,1,3
115,2,3
116,9,7
117,1,3
118,8,3
119,1,3
120,5,5
121,9,4
122,3,3
123,7,3
124,3,2
125,7,7
126,4,6
127,4,5
128,4,5
129,7,6
130,5,4
131,7,2
132,2,3
133,4,2
134,14,6
135,6,2
136,5,9
137,7,7
138,6,6
139,2,6
140,7,4
141,5,13
142,0,5
143,7,11
144,5,3
145,5,7
146,6,6
147,7,1
148,5,3
149,6,4
150,8,3
151,12,4
152,10,7
153,9,2
154,4,6
155,13,4
156,2,7
157,13,11
158,4,5
159,7,6
160,8,16
161,16,10
162,9,6
163,4,6
164,5,4
165,7,7
166,5,5
167,4,9
168,6,4
169,9,1
170,13,3
171,5,8
172,22,2
173,4,4
174,8,2
175,7,3
176,8,3
177,0,7
178,7,9
179,5,5
180,8,7
181,4,8
182,9,8
183,2,12
184,4,10
185,9,9
186,11,2
187,4,7
188,2,0
189,4,9
190,2,3
191,6,5
192,2,2
193,2,4
194,1,12
195,1,3
196,0,4
197,3,5
198,4,7
199,7,13
200,2,7
201,5,3
202,3,8
203,4,6
204,2,1
205,5,7
206,4,2
207,1,3
208,1,6
209,2,1
210,3,4
211,5,4
212,6,5
213,5,4
214,2,4
215,6,9
216,3,2
217,4,7
218,5,6
219,7,5
220,4,10
221,1,2
222,2,3
223,0,6
224,6,2
225,0,4
226,3,1
227,5,2
228,3,4
229,3,9
230,0,3
231,2,7
232,0,3
233,2,3
234,1,1
235,3,1
236,2,2
237,2,1
238,0,2
239,3,1
240,1,1
241,0,7
242,1,3
243,7,1
244,1,2
245,2,0
246,2,3
247,0,2
248,2,0
249,0,3
251,3,2
252,3,0
253,1,0
254,2,2
255,1,3
257,1,2
258,1,1
259,1,0
260,2,0
261,2,0
262,0,1
263,1,0
264,1,1
266,1,0
267,1,1
268,0,1
269,0,1
270,0,1
271,1,0
272,1,2
273,0,1
275,1,0
277,1,1
284,0,1
285,0,2
289,1,0
291,1,1
293,1,0
295,1,0
296,0,1
299,0,1
300,2,2
301,0,1
302,7,0
303,1,0
304,0,1
305,4,0
306,2,1
307,1,1
309,3,1
310,2,1
311,0,1
312,3,3
313,6,0
314,4,1
315,2,2
316,3,0
317,4,0
318,6,0
319,2,0
320,3,3
321,14,1
322,9,3
323,23,4
324,9,5
325,25,2
326,17,3
327,27,3
328,25,0
329,9,10
330,30,1
331,15,3
332,9,6
333,35,0
334,21,3
335,42,4
336,36,4
337,57,2
338,41,3
339,55,5
340,68,5
341,132,1
342,218,5
343,294,8
344,1081,1
345,1044,30
346,1566,15
347,1759,13
348,591,17
349,3443,14
350,2171,21
351,2634,20
352,2900,32
353,3263,60718
354,1928,1101
355,961,115
356,3914,91
357,1907,80
358,1484,36
359,1599,13
360,566,73
361,1101,28
362,530,50
363,347,55
364,211,36
365,166,29
366,107,19
367,55,14
368,93,36
369,54,37
370,65,23
371,28,23
372,113,25
373,51,14
374,61,16
375,35,18
376,52,26
377,39,11
378,32,11
379,29,42
380,21,18
381,12,16
382,20,7
383,11,32
384,8,13
385,14,17
386,19,7
387,8,14
388,10,17
389,9,3
390,19,15
391,13,10
392,5,6
393,4,16
394,2,10
395,1,71
396,1,14
397,5,9
398,4,7
399,1,5
400,2,6
401,2,8
402,1,4
403,1,9
404,0,10
405,2,3
406,3,7
407,0,9
408,0,11
409,0,5
410,1,10
411,1,4
412,0,13
413,0,9
414,2,11
415,3,11
416,1,5
417,3,4
418,0,1
419,0,7
420,1,10
421,1,3
422,0,7
423,0,13
424,2,7
425,0,6
426,0,5
427,1,4
428,0,6
429,1,3
430,0,5
431,1,3
432,1,5
433,1,1
434,3,5
435,1,6
436,1,9
437,1,6
438,1,8
439,1,21
440,0,9
441,9,6
442,1,1
443,3,2
444,2,5
445,4,3
446,1,6
447,1,8
448,0,3
449,0,5
450,0,3
451,1,12
452,0,4
453,3,3
454,0,7
455,2,3
456,1,5
457,2,7
458,2,6
459,1,10
460,1,6
461,4,23
462,1,7
463,1,7
464,0,12
465,1,19
466,1,15
467,1,14
468,2,13
469,1,9
470,0,6
471,0,12
472,2,10
473,1,13
474,0,3
475,0,9
476,1,11
477,2,5
478,0,12
479,4,16
480,2,24
481,2,10
482,3,12
483,4,19
484,2,14
485,0,15
486,4,1
487,5,19
488,2,27
489,1,15
490,2,15
491,0,24
492,0,5
493,2,8
494,2,12
495,2,12
496,2,6
497,2,12
498,0,13
499,2,10
500,0,4
501,2,6
502,1,9
503,2,3
504,2,0
505,2,9
506,1,4
507,1,2
508,1,3
509,2,5
510,3,15
511,1,6
512,1,5
513,3,8
514,1,10
515,2,4
516,2,1
517,0,2
518,2,7
519,2,7
520,5,7
521,1,10
522,0,8
523,1,5
524,0,1
525,1,5
526,3,13
527,0,9
528,1,12
529,1,1
530,0,8
531,4,13
532,1,5
533,3,5
534,0,1
535,4,13
536,3,11
537,4,7
538,2,7
539,3,8
540,2,19
541,1,6
542,3,17
543,1,8
544,2,1
545,0,5
546,5,9
547,1,24
548,3,6
549,0,9
550,3,4
551,3,6
552,2,7
553,4,9
554,3,5
555,2,3
556,0,6
557,0,2
558,1,3
559,2,7
560,1,4
561,3,7
562,1,2
563,0,14
564,0,6
565,1,9
566,1,3
567,0,4
568,4,6
569,1,5
570,0,5
571,0,4
572,0,3
573,2,4
574,4,4
575,6,3
576,0,3
578,1,9
579,0,3
580,3,2
581,0,7
582,3,8
583,1,4
584,0,2
585,2,1
586,2,4
587,2,4
588,1,0
589,0,1
590,0,1
591,1,1
592,1,2
593,2,0
595,1,3
596,1,0
597,2,3
598,1,3
599,2,2
601,1,1
602,1,2
603,0,2
604,0,2
605,0,2
606,0,1
607,0,1
608,2,1
611,1,0
612,0,1
613,0,2
614,1,2
615,1,1
617,0,1
622,1,0
623,1,0
624,1,0
625,0,1
627,0,1
