Base index,400_2#TOP,400_2#BOT
-49.5,0.0006581611988659376,3.2418063344895776e-05
-48.5,0.0004050222762251924,9.725419003468733e-05
-47.5,0.0005569056298096396,0
-46.5,0.00025313892264074525,3.2418063344895776e-05
-45.5,0.00015188335358444713,3.2418063344895776e-05
-44.5,0.00035439449169704333,6.483612668979155e-05
-43.5,0.00106318347509113,0
-42.5,0.00030376670716889426,6.483612668979155e-05
-41.5,5.062778452814905e-05,0
-40.5,0.0004050222762251924,3.2418063344895776e-05
-39.5,0.001012555690562981,0
-38.5,0.0007594167679222357,0
-37.5,0.00035439449169704333,6.483612668979155e-05
-36.5,0.0006581611988659376,0
-35.5,0.0006075334143377885,0
-34.5,0.00035439449169704333,3.2418063344895776e-05
-33.5,0.0006075334143377885,9.725419003468733e-05
-32.5,0.0005062778452814905,9.725419003468733e-05
-31.5,0.0008606723369785338,0
-30.5,0.0004050222762251924,0
-29.5,0.0009113001215066828,3.2418063344895776e-05
-28.5,0.0008100445524503848,6.483612668979155e-05
-27.5,0.00025313892264074525,3.2418063344895776e-05
-26.5,0.0002025111381125962,0
-25.5,0.0012656946132037262,0
-24.5,0.0005569056298096396,0
-23.5,0.0005569056298096396,0
-22.5,0.0004050222762251924,9.725419003468733e-05
-21.5,0.0004556500607533414,0.0001296722533795831
-20.5,0.0014175779667881733,3.2418063344895776e-05
-19.5,0.0017213446739570675,6.483612668979155e-05
-18.5,0.0027339003645200487,6.483612668979155e-05
-17.5,0.004202106115836371,9.725419003468733e-05
-16.5,0.006075334143377886,9.725419003468733e-05
-15.5,0.012859457270149859,0
-14.5,0.00637910085054678,0
-13.5,0.01432766302146618,3.2418063344895776e-05
-12.5,0.007897934386391251,3.2418063344895776e-05
-11.5,0.010581206966383152,0.0001296722533795831
-10.5,0.018327257999189956,6.483612668979155e-05
-9.5,0.02566828675577157,9.725419003468733e-05
-8.5,0.026225192385581207,6.483612668979155e-05
-7.5,0.051893479141352776,9.725419003468733e-05
-6.5,0.03240178209801539,0.00032418063344895776
-5.5,0.01807411907654921,3.2418063344895776e-05
-4.5,0.043641150263264476,9.725419003468733e-05
-3.5,0.04353989469420818,0.000291762570104062
-2.5,0.05407047387606318,0.00016209031672447888
-1.5,0.03295868772782503,0.00016209031672447888
-0.5,0.05199473471040907,0.00035659869679385354
0.5,0.0795868772782503,0.9866761759652478
1.5,0.042679222357229644,0.0024637728142120788
2.5,0.06844876468205752,0.00045385288682854086
3.5,0.060753341433778855,0.0008104515836223943
4.5,0.03619886593762657,0.00022692644341427043
5.5,0.05275415147833131,0.0001296722533795831
6.5,0.019339813689752936,3.2418063344895776e-05
7.5,0.043641150263264476,0.00016209031672447888
8.5,0.029718509518023493,0.00045385288682854086
9.5,0.01432766302146618,0.0005186890135183324
10.5,0.006429728635074929,0.0001296722533795831
11.5,0.009315512353179425,0.000291762570104062
12.5,0.011391251518833537,0.0002593445067591662
13.5,0.005822195220737141,0.00019450838006937466
14.5,0.004404617253948967,0.00035659869679385354
15.5,0.002328878088294856,0.0001296722533795831
16.5,0.00318955042527339,0.00016209031672447888
17.5,0.002885783718104496,0.00019450838006937466
18.5,0.0019238558120696638,3.2418063344895776e-05
19.5,0.0008606723369785338,0.00016209031672447888
20.5,0.0011138112596192791,3.2418063344895776e-05
21.5,0.001974483596597813,0.0001296722533795831
22.5,0.0007087889833940867,9.725419003468733e-05
23.5,0.0018732280275415149,3.2418063344895776e-05
24.5,0.001164439044147428,9.725419003468733e-05
25.5,0.001215066828675577,0.0002593445067591662
26.5,0.001012555690562981,6.483612668979155e-05
27.5,0.00025313892264074525,0.0001296722533795831
28.5,0.0004050222762251924,0.00016209031672447888
29.5,0.0005569056298096396,0.00019450838006937466
30.5,0.0005062778452814905,0.0001296722533795831
31.5,0.0004556500607533414,3.2418063344895776e-05
32.5,0.0007087889833940867,6.483612668979155e-05
33.5,0.0009619279060348319,6.483612668979155e-05
34.5,0.0005569056298096396,0.0002593445067591662
35.5,0.00106318347509113,9.725419003468733e-05
36.5,0.0016200891049007696,3.2418063344895776e-05
37.5,0.0006581611988659376,0.000291762570104062
38.5,0.0006075334143377885,3.2418063344895776e-05
39.5,0.0004556500607533414,6.483612668979155e-05
40.5,0.00025313892264074525,6.483612668979155e-05
41.5,0.00030376670716889426,6.483612668979155e-05
42.5,0.0006581611988659376,9.725419003468733e-05
43.5,0.00030376670716889426,0
44.5,0.00030376670716889426,9.725419003468733e-05
45.5,0.0006075334143377885,3.2418063344895776e-05
46.5,0.0002025111381125962,6.483612668979155e-05
47.5,0.0002025111381125962,0
48.5,0.0002025111381125962,9.725419003468733e-05
49.5,0.00035439449169704333,6.483612668979155e-05
