Base index,ATMi1_2#TOP,ATMi1_2#BOT
1,100336,63814
2,956,908
3,246,175
4,112,71
5,216,102
6,62,84
7,46,46
8,26,37
9,51,28
10,28,8
11,9,23
12,15,13
13,76,6
14,12,9
15,10,16
16,37,27
17,10,10
18,7,11
19,5,3
20,18,6
21,18,3
22,8,4
23,12,31
24,5,5
25,14,3
26,10,4
27,4,14
28,5,3
29,5,3
30,51,13
31,15,0
32,18,2
33,11,0
34,5,0
35,3,7
36,6,30
37,19,20
38,9,3
39,5,3
40,9,1
41,1,4
42,3,0
43,3,2
44,0,2
45,11,2
46,3,2
47,2,0
48,3,0
49,2,1
50,5,0
51,1,2
52,6,1
53,6,5
54,9,0
55,3,1
56,4,2
57,0,1
58,14,3
59,2,1
60,0,8
61,2,0
62,5,1
63,2,4
64,23,0
65,5,3
66,3,0
67,0,2
68,4,0
69,1,2
70,5,2
71,9,6
72,3,2
73,6,0
74,3,1
75,2,15
76,5,3
77,3,4
78,1,3
79,4,0
80,5,0
81,0,3
82,3,5
83,5,5
84,5,0
85,4,2
86,9,4
87,15,1
88,5,3
89,6,4
90,23,4
91,9,1
92,9,4
93,6,3
94,4,2
95,11,1
96,9,3
97,5,1
98,5,24
99,6,2
100,5,3
101,8,2
102,2,30
103,6,0
104,5,6
105,5,5
106,6,1
107,10,1
108,8,5
109,8,4
110,8,12
111,6,5
112,4,4
113,4,5
114,4,6
115,6,21
116,15,3
117,6,1
118,4,1
119,2,2
120,4,8
121,0,2
122,2,5
123,9,4
124,4,6
125,1,5
126,6,5
127,1,11
128,4,1
129,2,7
130,3,3
131,4,9
132,2,3
133,8,7
134,6,3
135,2,6
136,1,7
137,5,7
138,6,10
139,5,10
140,7,8
141,1,8
142,0,10
143,5,7
144,1,15
145,2,6
146,2,3
147,6,10
148,2,7
149,6,7
150,23,13
151,5,8
152,6,11
153,3,12
154,14,2
155,20,7
156,4,7
157,10,13
158,4,10
159,7,7
160,13,12
161,5,11
162,13,17
163,8,8
164,2,5
165,7,18
166,6,7
167,6,5
168,7,7
169,5,3
170,3,4
171,4,9
172,12,7
173,3,16
174,6,4
175,3,7
176,3,18
177,4,6
178,3,10
179,7,8
180,6,3
181,4,5
182,4,6
183,2,13
184,2,16
185,5,2
186,5,4
187,3,3
188,2,2
189,2,13
190,1,2
191,4,2
192,1,5
193,1,4
194,1,10
195,4,5
196,2,13
197,1,4
198,6,5
199,4,9
200,2,2
201,3,2
202,4,8
203,6,6
204,1,8
205,0,13
206,2,3
207,1,5
208,5,1
209,2,2
210,7,2
211,3,3
212,1,5
213,3,8
214,3,5
215,1,5
216,1,11
217,1,4
218,3,4
219,3,4
220,3,5
221,0,2
222,3,3
223,2,4
224,8,0
225,6,1
226,0,1
227,1,2
228,4,3
229,2,6
230,3,5
231,4,4
232,3,0
233,1,3
234,0,3
235,3,2
236,4,4
237,1,3
238,0,1
239,5,3
240,3,0
241,1,0
242,2,3
243,4,0
244,5,0
245,5,1
246,2,1
247,3,2
248,1,2
249,8,2
250,2,2
251,6,4
252,0,1
253,2,1
254,0,3
255,2,0
256,2,0
257,5,1
258,2,2
259,0,1
260,4,1
262,1,0
263,0,3
264,3,2
265,3,1
266,3,1
267,3,0
268,0,3
269,1,1
270,1,1
271,1,1
272,2,0
273,0,3
274,1,0
275,2,0
276,2,0
277,0,1
278,1,0
280,1,0
281,1,0
282,3,0
284,1,0
287,1,0
288,2,0
290,1,0
292,1,0
293,1,0
294,1,1
296,1,0
297,1,0
298,0,1
299,0,1
300,1,0
301,4,0
302,5,0
303,1,2
304,1,0
305,2,2
306,4,0
307,5,2
308,6,0
309,2,3
310,2,1
311,8,0
312,8,0
313,7,0
314,4,4
315,5,3
316,7,4
317,2,2
318,10,5
319,25,3
320,10,1
321,10,6
322,9,3
323,20,2
324,20,5
325,26,0
326,24,5
327,30,6
328,50,7
329,27,12
330,32,6
331,26,4
332,26,4
333,60,1
334,37,6
335,104,3
336,56,8
337,80,6
338,68,13
339,92,8
340,155,11
341,299,9
342,461,13
343,471,11
344,1536,6
345,1565,83
346,1797,25
347,1872,21
348,542,26
349,4359,8
350,2375,48
351,6111,27
352,5722,30
353,3613,84792
354,5692,1699
355,1944,190
356,5923,73
357,2659,124
358,1413,48
359,2057,35
360,788,133
361,1295,57
362,653,93
363,875,98
364,450,104
365,251,118
366,177,46
367,91,47
368,128,73
369,84,87
370,80,30
371,24,46
372,143,36
373,101,33
374,124,31
375,65,20
376,74,61
377,43,24
378,39,15
379,36,80
380,33,22
381,16,7
382,30,9
383,18,34
384,13,12
385,24,10
386,29,6
387,18,19
388,16,12
389,31,9
390,34,11
391,28,13
392,17,10
393,10,16
394,9,5
395,3,50
396,5,26
397,8,2
398,12,6
399,6,6
400,2,5
401,4,15
402,4,9
403,4,8
404,6,5
405,1,8
406,9,2
407,0,10
408,4,4
409,1,11
410,5,3
411,4,3
412,8,8
413,1,5
414,5,7
415,7,4
416,6,7
417,6,3
418,2,1
419,9,10
420,2,5
421,8,8
422,2,6
423,2,5
424,2,2
425,2,5
426,5,8
427,1,13
428,1,3
429,1,7
430,3,5
431,14,5
432,5,6
433,3,1
434,6,1
435,3,0
436,3,3
437,0,2
438,8,5
439,6,11
440,3,2
441,19,3
442,6,4
443,4,2
444,4,4
445,2,3
446,5,3
447,2,5
448,8,2
449,2,3
450,6,5
451,2,5
452,1,2
453,7,1
454,3,2
455,9,4
456,10,2
457,10,2
458,10,3
459,9,3
460,8,1
461,3,18
462,3,5
463,2,4
464,2,6
465,1,9
466,4,7
467,1,5
468,0,3
469,1,2
470,2,4
471,3,5
472,6,9
473,2,6
474,8,3
475,1,3
476,3,7
477,8,5
478,7,8
479,3,5
480,2,7
481,4,5
482,4,8
483,2,12
484,6,5
485,2,7
486,5,5
487,3,7
488,10,5
489,4,4
490,1,8
491,1,5
492,4,4
493,1,1
494,2,3
495,3,7
496,4,7
497,0,3
498,1,5
499,8,2
500,5,1
501,7,1
502,3,1
503,3,4
504,6,4
505,6,4
506,0,3
507,6,0
508,1,4
509,6,2
510,7,2
511,5,2
512,6,3
513,3,2
514,3,2
515,5,1
516,1,1
517,3,0
518,2,2
519,2,0
520,8,4
