Base index,AT_3#TOP,AT_3#BOT
-49.5,8.545109633756601e-05,0
-48.5,1.70902192675132e-05,1.5793796196853876e-05
-47.5,6.83608770700528e-05,1.5793796196853876e-05
-46.5,0.00018799241194264522,0
-45.5,6.83608770700528e-05,3.158759239370775e-05
-44.5,0.00010254131560507921,1.5793796196853876e-05
-43.5,1.70902192675132e-05,0
-42.5,0.00015381197340761881,0
-41.5,0.00011963153487259242,0
-40.5,0.00018799241194264522,3.158759239370775e-05
-39.5,0.000256353289012698,0
-38.5,0.000256353289012698,1.5793796196853876e-05
-37.5,0.0001367217541401056,0
-36.5,0.00041016526242031685,1.5793796196853876e-05
-35.5,0.00037598482388529045,3.158759239370775e-05
-34.5,0.00023926306974518484,3.158759239370775e-05
-33.5,0.0007348794285030677,1.5793796196853876e-05
-32.5,0.0006152478936304753,1.5793796196853876e-05
-31.5,0.0007519696477705809,3.158759239370775e-05
-30.5,0.0010766838138533317,3.158759239370775e-05
-29.5,0.0009570522789807393,3.158759239370775e-05
-28.5,0.001521029514808675,1.5793796196853876e-05
-27.5,0.0008886914019106865,4.738138859056163e-05
-26.5,0.001264676225795977,0
-25.5,0.0012304957872609505,6.31751847874155e-05
-24.5,0.0018799241194264523,1.5793796196853876e-05
-23.5,0.0017090219267513202,0
-22.5,0.0015723001726112146,4.738138859056163e-05
-21.5,0.0022559089433117426,4.738138859056163e-05
-20.5,0.0033496829764325877,4.738138859056163e-05
-19.5,0.0029224274947447578,4.738138859056163e-05
-18.5,0.00309332968741989,1.5793796196853876e-05
-17.5,0.0032471416608275084,3.158759239370775e-05
-16.5,0.0038794797737254968,6.31751847874155e-05
-15.5,0.006067027839967187,7.896898098426938e-05
-14.5,0.008340027002546442,6.31751847874155e-05
-13.5,0.010527575068788132,7.896898098426938e-05
-12.5,0.018542887905251826,4.738138859056163e-05
-11.5,0.014919761420539026,4.738138859056163e-05
-10.5,0.019277767333754893,6.31751847874155e-05
-9.5,0.03383863414967614,6.31751847874155e-05
-8.5,0.02496881034983679,6.31751847874155e-05
-7.5,0.029036282535504932,0.00011055657337797713
-6.5,0.0340437167808863,0.00018952555436224652
-5.5,0.05118520670620204,4.738138859056163e-05
-4.5,0.041973578521012425,0.00023690694295280815
-3.5,0.04079435339155402,0.00031587592393707753
-2.5,0.041922307863209884,0.00022111314675595425
-1.5,0.041939398082477396,0.0002684945353465159
-0.5,0.04636576487276332,0.00030008212774022364
0.5,0.04470801360381454,0.9711605281445448
1.5,0.04099943602276417,0.004911870617221556
2.5,0.07928152718199374,0.0009634215680080864
3.5,0.06299454822005367,0.0007265146250552783
4.5,0.03785483567754174,0.0006791332364647167
5.5,0.061541879582315044,0.0007107208288584244
6.5,0.025703689778339856,0.00031587592393707753
7.5,0.030437680515441014,0.00036325731252763915
8.5,0.024644096183754037,0.0004422262935119085
9.5,0.015124844051749183,0.0004106387011182008
10.5,0.012886025327704954,0.0004422262935119085
11.5,0.015039392955411618,0.00033166972013393137
12.5,0.008357117221813955,0.00031587592393707753
13.5,0.008545109633756601,0.00033166972013393137
14.5,0.004665629860031105,0.0003948449049213469
15.5,0.0034180438535026405,0.00033166972013393137
16.5,0.0029907883718148106,0.0003948449049213469
17.5,0.002529352451591954,0.0008686587908269632
18.5,0.002102096969904124,0.00030008212774022364
19.5,0.0017944730230888863,0.00031587592393707753
20.5,0.0012304957872609505,0.00037905110872449305
21.5,0.0008545109633756601,0.00033166972013393137
22.5,0.0009741424982482526,0.0006001642554804473
23.5,0.0008545109633756601,0.001152947122370333
24.5,0.001025413156050792,0.0006001642554804473
25.5,0.0007006989899680413,0.0007738960136458399
26.5,0.0012304957872609505,0.00042643249731505467
27.5,0.00032471416608275083,0.0008054836060395477
28.5,0.0009741424982482526,0.0005211952744961779
29.5,0.00044434570095534326,0.0003948449049213469
30.5,0.0005297967972929092,0.0005369890706930318
31.5,0.00034180438535026404,0.0004580200897087624
32.5,0.0002905337275477244,0.0005685766630867395
33.5,0.00041016526242031685,0.00017373175816539263
34.5,0.0004785261394903697,0.00042643249731505467
35.5,0.00046143592022285647,0.00033166972013393137
36.5,0.0005297967972929092,0.00028428833154336974
37.5,0.00030762394681523763,0.00017373175816539263
38.5,0.00041016526242031685,0.00034746351633078526
39.5,0.0005297967972929092,0.00028428833154336974
40.5,0.00017090219267513202,0.0004106387011182008
41.5,0.00023926306974518484,0.00023690694295280815
42.5,0.00018799241194264522,0.00031587592393707753
43.5,0.00015381197340761881,0.00033166972013393137
44.5,0.00017090219267513202,0.00018952555436224652
45.5,0.00018799241194264522,0.000126350369574831
46.5,6.83608770700528e-05,0.00015793796196853876
47.5,0.0005639772358279356,0.00023690694295280815
48.5,0.00011963153487259242,0.00042643249731505467
49.5,0.00023926306974518484,0.00031587592393707753
