Base index,704_2#TOP,704_2#BOT
1,41354,47350
2,336,496
3,40,151
4,20,37
5,58,53
6,18,48
7,15,21
8,3,7
9,13,15
10,1,5
11,2,5
12,4,5
13,10,5
14,2,4
15,3,8
16,2,8
17,1,6
18,5,3
19,1,2
20,8,2
21,2,0
22,2,0
23,2,7
24,0,3
25,1,6
26,3,1
27,0,6
28,0,2
29,1,1
30,5,0
31,3,0
32,4,0
35,2,0
37,7,1
38,2,0
39,2,1
41,1,0
42,3,2
43,2,0
44,2,2
45,1,0
46,4,1
47,5,1
48,3,0
50,3,0
51,4,2
52,4,1
53,0,6
54,6,1
55,1,2
56,0,2
57,1,1
58,1,0
59,3,2
60,1,3
61,0,2
62,1,1
63,1,3
64,6,1
65,3,1
66,1,0
67,1,2
68,1,1
69,3,2
70,3,1
71,2,3
72,2,2
73,2,1
74,0,1
75,2,2
76,1,1
77,1,1
78,0,1
79,1,0
80,0,1
81,0,1
83,2,2
84,5,4
85,3,2
86,2,1
87,1,1
88,3,2
89,5,2
90,3,0
91,1,2
92,1,1
93,4,1
94,1,3
95,2,1
96,1,2
97,5,1
98,4,1
99,2,2
100,3,2
101,1,0
102,1,0
104,2,2
105,4,3
106,4,0
107,3,2
108,3,1
109,2,4
110,2,2
111,5,0
112,4,1
114,2,1
115,3,2
116,4,4
118,0,4
119,2,2
120,2,2
121,2,0
123,0,1
124,2,2
125,4,1
126,2,1
127,1,2
128,2,1
129,2,1
130,3,1
131,1,1
132,1,0
133,3,2
134,1,1
135,1,0
136,1,3
137,2,2
138,1,1
139,0,1
140,2,1
141,1,3
142,0,4
143,1,0
144,0,1
145,1,1
146,1,3
147,4,2
148,1,1
149,3,0
150,6,2
151,2,1
152,1,3
153,1,5
154,0,1
155,0,6
157,0,1
158,2,2
159,2,4
160,4,7
161,2,0
162,2,6
163,0,2
164,0,3
165,0,5
166,0,2
167,0,2
168,3,1
169,0,2
170,0,7
171,1,0
172,1,2
174,1,1
175,1,3
176,1,0
177,0,4
178,0,5
179,0,2
180,3,0
181,1,5
182,1,1
183,0,3
184,1,4
185,2,0
186,3,1
187,2,2
188,0,4
189,1,3
190,0,6
191,1,3
193,0,3
194,1,8
195,2,2
196,2,1
197,2,6
198,1,2
199,3,2
201,1,0
202,2,7
203,1,4
204,3,2
205,1,0
206,1,3
207,2,1
208,2,0
209,0,1
210,0,2
211,3,0
212,1,1
214,1,1
215,0,2
217,0,2
218,2,2
219,2,1
220,1,1
221,0,1
222,1,3
223,1,1
224,0,1
225,1,0
226,1,3
227,0,1
228,0,2
229,3,1
230,1,2
231,0,1
232,1,1
233,3,1
234,3,0
235,1,0
236,0,1
237,0,3
239,2,1
240,1,1
241,0,2
242,2,1
243,3,0
244,2,0
245,5,0
246,1,2
247,2,1
248,0,1
249,2,2
250,1,1
251,3,0
253,0,2
254,2,1
255,1,0
256,1,1
258,1,2
259,1,1
261,2,0
262,1,0
263,0,1
264,1,0
265,0,2
266,1,0
267,2,0
269,0,2
270,1,1
272,1,0
274,4,1
275,1,0
276,3,0
277,2,1
278,5,1
279,1,0
281,6,1
282,0,1
283,1,0
284,3,0
285,2,0
286,2,0
287,2,0
288,3,0
289,1,1
290,1,0
291,1,2
292,1,0
293,0,2
294,3,0
295,4,1
296,2,2
297,3,2
298,2,0
299,2,1
300,5,0
301,5,0
302,12,1
303,6,2
304,1,1
305,5,0
306,12,2
307,4,1
308,4,0
309,7,1
310,4,0
311,4,0
312,5,2
313,7,0
314,8,1
315,7,2
316,11,1
317,3,2
318,6,0
319,20,1
320,8,0
321,7,0
322,9,1
323,18,0
324,8,4
325,7,1
326,11,0
327,31,2
328,15,1
329,24,1
330,6,5
331,3,1
332,68,1
333,54,0
334,72,1
335,120,1
336,174,1
337,301,1
338,212,1
339,353,2
340,299,1
341,414,2
342,716,3
343,965,3
344,1125,2
345,1553,6
346,1101,2
