Base index,ATMi3_2#TOP,ATMi3_2#BOT
1,141759,12071
2,1274,170
3,288,25
4,148,6
5,251,10
6,78,11
7,50,5
8,41,5
9,53,5
10,55,1
11,8,2
12,12,0
13,116,1
14,15,2
15,23,3
16,19,1
17,17,1
18,13,1
19,6,0
20,50,1
21,38,0
22,20,1
23,30,7
24,17,1
25,26,1
26,11,1
27,13,6
28,10,0
29,4,0
30,161,3
31,7,0
32,32,0
33,14,0
34,4,1
35,5,2
36,7,7
37,43,5
38,21,1
39,14,1
40,20,0
41,2,1
42,7,0
43,9,0
44,4,0
45,25,1
46,10,0
47,8,0
48,10,1
49,5,0
50,10,0
51,2,0
52,6,0
53,11,0
54,9,0
55,5,0
56,2,0
57,6,0
58,48,1
59,6,0
60,8,5
61,11,0
62,2,0
63,6,0
64,47,0
65,9,0
66,12,0
67,2,0
68,10,0
69,8,0
70,3,0
71,23,1
72,6,0
73,7,0
74,17,0
75,11,5
76,17,1
77,13,0
78,3,0
79,20,0
80,11,0
81,16,1
82,12,0
83,12,3
84,15,1
85,5,0
86,22,0
87,22,0
88,10,1
89,10,1
90,60,2
91,22,2
92,17,0
93,12,0
94,19,0
95,33,2
96,20,0
97,32,1
98,13,8
99,9,1
100,13,0
101,40,1
102,14,3
103,11,0
104,19,0
105,12,1
106,22,0
107,19,0
108,17,2
109,10,1
110,8,0
111,21,0
112,21,1
113,16,2
114,15,1
115,20,2
116,35,1
117,11,0
118,15,1
119,17,0
120,15,1
121,17,1
122,9,1
123,18,0
124,6,1
125,10,0
126,22,0
127,14,1
128,24,0
129,13,3
130,18,0
131,16,1
132,7,1
133,11,0
134,21,1
135,13,0
136,25,0
137,22,0
138,16,0
139,7,0
140,23,0
141,18,0
142,14,0
143,21,0
144,14,1
145,16,0
146,13,0
147,19,0
148,20,0
149,23,1
150,40,1
151,31,1
152,24,2
153,12,1
154,13,1
155,26,4
156,10,1
157,19,0
158,7,0
159,32,0
160,38,1
161,21,0
162,21,0
163,16,2
164,15,3
165,8,4
166,15,2
167,20,1
168,16,0
169,12,0
170,32,1
171,23,2
172,31,0
173,11,2
174,14,0
175,9,0
176,11,1
177,7,1
178,8,0
179,11,1
180,7,0
181,5,0
182,9,0
183,4,1
184,1,2
185,3,0
186,3,1
187,7,0
188,5,1
189,3,1
190,2,0
191,2,0
192,0,1
193,1,1
194,1,2
195,1,1
196,4,0
197,1,1
198,2,0
199,3,2
200,0,1
201,1,0
202,4,1
203,4,0
204,0,2
205,3,1
206,1,0
207,3,0
211,2,0
212,2,0
213,0,1
214,1,2
215,0,1
216,0,1
217,1,0
218,0,1
219,2,2
220,1,0
221,3,0
222,2,2
224,1,1
225,2,2
226,1,1
