Base index,GC_2#TOP,GC_2#BOT
303,6.144896663321112e-05,0
304,2.048298887773704e-05,7.152819999284718e-05
305,2.048298887773704e-05,5.3646149994635386e-05
306,2.048298887773704e-05,3.576409999642359e-05
307,2.048298887773704e-05,5.3646149994635386e-05
308,6.144896663321112e-05,5.3646149994635386e-05
309,4.096597775547408e-05,3.576409999642359e-05
310,0.00012289793326642224,0.00012517434998748258
311,0.00018434689989963335,1.7882049998211794e-05
312,0.00014338092214415926,1.7882049998211794e-05
313,0.00014338092214415926,1.7882049998211794e-05
314,6.144896663321112e-05,5.3646149994635386e-05
315,8.193195551094815e-05,0.00010729229998927077
316,0.00018434689989963335,5.3646149994635386e-05
317,0.00012289793326642224,8.941024999105898e-05
318,0.00012289793326642224,0
319,0.0005940066774543742,1.7882049998211794e-05
320,0.0002457958665328445,5.3646149994635386e-05
321,0.0002048298887773704,7.152819999284718e-05
322,0.0004506257553102149,1.7882049998211794e-05
323,0.000532557710821163,0.00012517434998748258
324,0.0009422174883759038,8.941024999105898e-05
325,0.0008602855328649556,3.576409999642359e-05
326,0.0011675303660310112,0.00012517434998748258
327,0.0013518772659306445,0.00012517434998748258
328,0.0011675303660310112,0.00019670254998032974
329,0.0009012515106204298,0
330,0.0012084963437864853,0.00012517434998748258
331,0.0006144896663321112,8.941024999105898e-05
332,0.0033592101759488745,0.00014305639998569435
333,0.001536224165830278,0.00010729229998927077
334,0.001495258188074804,0.00010729229998927077
335,0.0018434689989963336,0.00014305639998569435
336,0.0007373875995985334,0.00023246664997675335
337,0.0032772782204379264,0.00017882049998211796
338,0.002580856598594867,0.00019670254998032974
339,0.0029495503983941337,0.00014305639998569435
340,0.005468958030355789,0.00014305639998569435
341,0.002806169476249974,0.00017882049998211796
342,0.008111263595583867,0.00026823074997317693
343,0.019807050244771716,0.00030399484996960054
344,0.0038508019090145633,0.00014305639998569435
345,0.002457958665328445,0.00021458459997854154
346,0.0195202884004834,0.0003755230499624477
347,0.034554802236742385,0.00025034869997496515
348,0.03469818315888654,0.00019670254998032974
349,0.05391122672620389,0.0003576409999642359
350,0.05378832879293746,0.0003576409999642359
351,0.0464554187747076,0.0004112871499588713
352,0.05514020605886811,0.0005543435499445657
353,0.062104422277298704,0.9748220736025178
354,0.04745908522971672,0.0011623332498837667
355,0.10028471354540054,0.001037158899896284
356,0.08402122037647733,0.0012875075998712493
357,0.0444071198869339,0.0005364614999463539
358,0.07844984740173286,0.0003934050999606595
359,0.034513836258986914,0.00016093844998390616
360,0.037606767579525205,0.0006258717499374128
361,0.028205075684643904,0.000876220449912378
362,0.017656336412609327,0.0009298665999070134
363,0.017062329735154955,0.0006616358499338365
364,0.02089264865529178,0.00069739994993026
365,0.010610188238667786,0.0006437537999356246
366,0.009524589828147724,0.0004649332999535067
367,0.006923250240675119,0.0006437537999356246
368,0.0034411421314598225,0.00023246664997675335
369,0.0037074209868704043,0.0007510460999248954
370,0.002642305565228078,0.0005722255999427774
371,0.002048298887773704,0.00025034869997496515
372,0.0021711968210401263,0.00012517434998748258
373,0.0013518772659306445,0.0004291691999570831
374,0.0009422174883759038,0.00030399484996960054
375,0.0012289793326642224,0.0003218768999678123
376,0.0012084963437864853,0.0005543435499445657
377,0.0008193195551094816,0.00019670254998032974
378,0.0009217344994981668,0.0005543435499445657
379,0.0012904282992974336,0.00026823074997317693
380,0.0003277278220437926,0.0003397589499660241
381,0.0009217344994981668,0.00025034869997496515
382,0.000491591733065689,0.00019670254998032974
383,0.0004711087441879519,0.00021458459997854154
384,0.0002867618442883185,0.00014305639998569435
385,0.0003686937997992667,0.00017882049998211796
386,0.0003277278220437926,0.00012517434998748258
387,0.0006554556440875852,0.00021458459997854154
388,0.0003277278220437926,0.00014305639998569435
389,0.0003277278220437926,0.00012517434998748258
390,0.0004711087441879519,7.152819999284718e-05
391,0.0004506257553102149,5.3646149994635386e-05
392,0.0006144896663321112,0.00021458459997854154
393,0.00022531287765510744,0.00012517434998748258
394,0.0002457958665328445,8.941024999105898e-05
395,0.0003482108109215297,0.00012517434998748258
396,0.00018434689989963335,7.152819999284718e-05
397,8.193195551094815e-05,0.00014305639998569435
398,0.0002662788554105815,0.00010729229998927077
399,0.00014338092214415926,8.941024999105898e-05
400,0.000573523688576637,0.00010729229998927077
401,0.0001638639110218963,0.0003755230499624477
402,0.00022531287765510744,0.00012517434998748258
