Base index,1500_3#TOP,1500_3#BOT
1,17395,8937
2,114,123
3,12,28
4,4,6
5,5,28
6,6,15
7,4,8
8,1,5
9,4,7
10,0,1
11,1,0
12,1,3
13,4,0
15,0,3
16,1,1
17,1,2
18,2,1
20,3,0
21,1,0
22,3,0
23,1,0
24,0,1
25,1,0
26,1,1
28,0,1
29,2,0
32,0,1
35,1,0
37,1,0
38,1,0
39,2,0
40,1,1
42,1,0
44,2,0
45,0,1
46,1,0
47,1,0
49,2,0
50,1,1
51,1,1
54,1,0
55,1,0
56,2,0
57,2,0
58,1,0
64,1,0
67,3,0
68,6,0
69,2,0
70,1,0
71,2,0
72,1,1
73,1,0
74,0,1
75,0,1
78,2,0
80,1,1
81,0,1
83,2,0
84,2,0
85,0,1
86,1,0
87,3,0
89,0,1
90,2,0
91,2,0
92,2,0
93,3,0
94,2,0
98,2,1
99,0,1
100,3,0
102,3,0
103,1,1
104,2,0
105,1,0
106,1,1
107,3,0
108,2,0
109,1,1
110,1,0
111,2,0
112,1,0
114,1,0
115,1,0
117,2,0
118,2,1
119,1,0
120,2,0
121,2,0
122,2,0
124,1,0
125,1,0
126,3,0
127,2,0
129,6,0
130,2,1
131,1,0
132,2,0
133,3,0
134,1,0
135,3,0
136,3,0
137,1,0
138,2,0
139,2,0
140,1,0
141,3,0
142,1,0
143,3,0
146,0,1
147,0,1
148,2,0
149,1,0
150,1,0
151,2,1
152,2,0
153,1,0
155,1,0
159,1,0
160,1,0
161,0,1
162,1,0
163,1,0
168,1,0
169,1,0
170,0,3
172,2,0
173,0,1
175,1,0
176,1,0
177,3,0
179,2,0
180,3,2
181,0,1
182,3,0
183,2,1
184,1,0
185,1,1
186,1,0
188,2,0
190,2,0
191,1,0
194,1,0
195,0,1
196,1,0
197,1,0
198,2,2
199,1,0
200,1,0
201,1,1
202,1,0
204,2,1
205,1,0
206,1,0
208,3,0
209,1,2
210,1,1
211,1,0
212,1,0
213,1,0
214,0,2
215,1,1
216,1,0
219,0,1
222,0,1
226,0,1
228,1,0
229,1,1
230,0,1
232,1,0
235,0,1
236,1,0
237,2,0
238,1,0
240,1,0
241,1,0
242,1,0
243,1,0
244,2,0
246,3,1
248,1,0
249,1,1
250,1,0
252,1,0
253,0,1
255,1,0
256,2,1
257,1,1
263,1,0
264,1,0
266,1,0
267,2,0
268,3,0
269,2,1
270,2,1
271,0,1
272,3,0
274,1,0
276,1,0
277,2,0
278,0,1
279,1,0
280,1,1
281,5,0
283,1,1
284,1,0
286,3,1
287,2,0
290,4,0
291,6,0
292,3,0
294,1,0
295,1,1
296,1,0
297,2,2
298,1,1
299,1,0
300,1,0
301,1,1
302,1,0
304,2,0
305,3,0
306,1,0
308,1,1
309,0,3
310,2,2
312,1,1
313,6,1
315,4,0
316,1,0
317,1,0
318,1,1
319,1,1
320,2,0
321,2,0
322,2,3
323,3,1
324,2,0
325,2,0
326,4,1
327,2,0
328,2,1
329,2,0
330,7,1
331,3,0
333,2,0
334,2,0
335,2,0
336,2,0
337,0,1
338,2,0
339,0,3
340,5,0
341,1,1
342,2,1
343,0,1
344,2,0
345,1,0
346,3,2
348,2,0
349,3,2
350,4,0
351,3,1
353,1,0
355,1,0
356,0,1
357,1,1
359,2,2
360,5,1
361,1,1
362,1,0
363,3,0
364,1,1
365,5,1
366,1,1
367,2,1
368,3,0
369,2,1
370,3,0
371,3,0
372,3,0
373,2,0
374,0,1
375,1,0
376,6,0
377,1,4
378,2,0
379,1,0
380,4,1
381,3,1
382,1,1
383,2,2
384,2,0
385,1,0
386,2,0
388,5,1
389,1,0
390,3,1
391,2,1
392,4,1
393,2,2
394,5,0
395,3,0
396,4,2
397,1,0
398,2,2
399,4,2
400,4,0
401,3,1
402,5,0
403,5,1
404,1,0
405,3,2
406,2,1
407,5,0
408,1,5
409,4,1
410,3,0
411,1,1
412,1,1
413,1,1
414,3,0
415,0,2
416,2,1
417,5,0
418,3,0
419,3,0
420,3,0
421,2,0
423,5,1
424,3,2
425,1,1
426,2,1
427,3,0
428,1,0
429,1,1
430,3,1
431,2,0
432,1,1
433,1,2
434,3,0
435,1,0
436,3,2
437,5,1
438,0,2
439,2,0
441,3,3
442,2,1
443,1,0
444,2,1
445,5,0
446,4,0
447,0,1
448,2,0
450,2,1
451,0,1
452,2,1
453,0,1
454,2,1
455,2,0
456,3,1
458,2,2
459,3,1
460,1,1
461,3,1
462,1,0
463,2,0
464,1,1
465,3,0
