Distance from 5'-end,1500_3
0,31.114247311827956
1,31.446810731809165
2,31.609823572397953
3,31.52899571980374
4,31.567204301075268
5,33.889354316734526
6,34.852476772105646
7,34.0963305146675
8,32.86687023697672
9,32.43558826599854
10,33.87954118383965
11,32.84742666249087
12,35.92949420607579
13,35.94939450882138
14,36.201012631798726
15,35.338396492326964
16,35.55326756446393
17,36.1325033928385
18,36.12074590249504
19,35.91953753001357
20,35.78576834742666
21,35.93489664891951
22,36.53583359432091
23,36.680003131850924
24,36.67850245328322
25,36.64981991857188
26,36.965197306608204
27,36.78856091450047
28,35.596239169015554
29,36.551362355151895
30,36.511405157114524
31,36.430903538991544
32,36.3748434074538
33,35.55928332811358
34,36.2154843929429
35,36.53502453283224
36,36.69326130076208
37,36.35038887148972
38,36.33470351811254
39,36.20253940912413
40,36.62716619688903
41,36.148267042488776
42,36.76751226641612
43,36.79851759056269
44,36.03862616139472
45,36.21128249295334
46,36.64358231548178
47,36.543885061071094
48,36.31920085603925
49,36.16858492535755
50,36.40385217663639
51,36.518334377283644
52,36.570701534606954
53,36.1612772732018
54,35.17953335421234
55,35.94119949890385
56,36.09413821902078
57,36.32748721160873
58,36.38168128197098
59,36.541131642133834
60,35.17574903434596
61,35.77005689529178
62,35.87941069005115
63,36.48304885687441
64,36.27006994467063
65,36.3268477920451
66,36.11767929846539
67,36.20436632216307
68,36.52915231234993
69,36.61275968263911
70,36.829470717193864
71,35.97702004384591
72,36.19066447437102
73,36.86872324877336
74,36.92627100949995
