Base index,ATMi4_3#TOP,ATMi4_3#BOT
1,99661,41593
2,926,702
3,209,133
4,102,41
5,155,48
6,48,54
7,31,31
8,25,24
9,38,13
10,22,2
11,14,13
12,16,5
13,103,8
14,15,6
15,19,7
16,22,7
17,5,1
18,6,3
19,9,2
20,36,5
21,29,2
22,16,2
23,27,18
24,9,3
25,18,1
26,7,1
27,5,8
28,4,2
29,4,2
30,37,7
31,10,2
32,15,1
33,4,0
34,1,2
35,7,5
36,5,9
37,28,8
38,15,3
39,8,2
40,5,3
41,7,3
42,6,0
43,3,0
44,3,2
45,12,0
46,5,2
47,2,1
48,5,0
49,5,0
50,5,0
51,3,1
52,4,0
53,7,2
54,7,1
55,3,0
56,3,0
57,0,2
58,24,1
59,4,0
60,4,5
61,7,1
62,2,1
63,2,4
64,20,0
65,6,1
66,4,1
67,4,1
68,13,2
69,6,3
70,5,4
71,14,3
72,10,4
73,7,3
74,2,1
75,3,3
76,8,2
77,5,1
78,4,0
79,7,1
80,6,2
81,3,4
82,10,1
83,5,4
84,7,0
85,2,1
86,12,2
87,19,2
88,12,1
89,7,1
90,32,2
91,8,2
92,9,1
93,8,3
94,8,0
95,12,1
96,13,1
97,14,1
98,5,9
99,8,2
100,6,2
101,18,2
102,8,13
103,5,3
104,18,5
105,13,2
106,16,1
107,14,1
108,18,1
109,11,0
110,10,7
111,13,3
112,22,4
113,12,4
114,9,6
115,11,4
116,12,3
117,11,6
118,10,4
119,10,3
120,11,3
121,14,5
122,7,6
123,12,3
124,6,8
125,7,1
126,9,4
127,7,6
128,10,4
129,10,6
130,13,3
131,19,2
132,13,3
133,10,3
134,6,6
135,20,6
136,9,5
137,11,2
138,9,6
139,12,9
140,14,8
141,15,8
142,3,4
143,7,10
144,17,6
145,8,5
146,7,5
147,14,1
148,13,5
149,7,10
150,29,0
151,17,3
152,8,7
153,8,3
154,15,9
155,19,9
156,6,2
157,10,9
158,3,14
159,11,10
160,26,13
161,11,7
162,15,6
163,8,4
164,13,7
165,11,10
166,11,3
167,8,12
168,11,6
169,8,11
170,8,9
171,7,12
172,12,15
173,4,10
174,9,4
175,9,4
176,8,11
177,4,8
178,6,9
179,11,7
180,9,11
181,7,7
182,7,6
183,3,12
184,3,8
185,6,6
