Base index,ATMi0_2#TOP,ATMi0_2#BOT
303,0,2.674297328376969e-05
304,0,1.3371486641884844e-05
305,9.907856930545922e-05,0
306,0.0003963142772218369,1.3371486641884844e-05
307,0,2.674297328376969e-05
309,0.00019815713861091845,4.011445992565454e-05
310,0.00029723570791637767,2.674297328376969e-05
311,9.907856930545922e-05,1.3371486641884844e-05
312,0.00019815713861091845,0
313,9.907856930545922e-05,0
314,0,1.3371486641884844e-05
315,9.907856930545922e-05,1.3371486641884844e-05
316,9.907856930545922e-05,2.674297328376969e-05
317,9.907856930545922e-05,1.3371486641884844e-05
318,0.00019815713861091845,1.3371486641884844e-05
319,0.0005944714158327553,0
320,0.00019815713861091845,1.3371486641884844e-05
321,0.00029723570791637767,2.674297328376969e-05
322,0.00019815713861091845,1.3371486641884844e-05
323,0.00029723570791637767,2.674297328376969e-05
324,0.0003963142772218369,1.3371486641884844e-05
325,0.0009907856930545923,1.3371486641884844e-05
326,0.00019815713861091845,1.3371486641884844e-05
327,0.0009907856930545923,1.3371486641884844e-05
328,0.0008917071237491331,2.674297328376969e-05
329,0.0006935499851382146,0.0001203433797769636
330,0.0019815713861091847,2.674297328376969e-05
331,0.0003963142772218369,1.3371486641884844e-05
332,0.0015852571088873476,1.3371486641884844e-05
333,0.002972357079163777,0
334,0.0024769642326364807,1.3371486641884844e-05
335,0.005251164173189339,2.674297328376969e-05
336,0.004062221341523829,2.674297328376969e-05
337,0.006539185574160309,1.3371486641884844e-05
338,0.005053007034578421,4.011445992565454e-05
339,0.0049539284652729615,6.685743320942423e-05
340,0.005548399881105717,5.348594656753938e-05
341,0.01040324977707322,8.022891985130907e-05
342,0.012979292579015159,2.674297328376969e-05
343,0.00644010700485485,4.011445992565454e-05
344,0.01783414247498266,8.022891985130907e-05
345,0.016248885366095315,0.00040114459925654535
346,0.022391756663033786,0.0002139437862701575
347,0.019914792430397305,9.360040649319391e-05
348,0.0036659070643019916,9.360040649319391e-05
349,0.05984345586049737,6.685743320942423e-05
350,0.033983949271772514,0.00028080121947958176
351,0.0896661052214406,6.685743320942423e-05
352,0.09442187654810265,0.00016045783970261815
353,0.08738729812741504,0.9816275773540503
354,0.09610621222629545,0.0016580643435937206
355,0.028732785098583177,0.0012168052844115209
356,0.09660160507282275,0.00029417270612146657
357,0.0359655206578817,0.0006418313588104726
358,0.044585356187456654,0.0003610301393308908
359,0.04498167046467849,0.00017382932634450298
360,0.01674427821262261,0.001203433797769636
361,0.01535717824234618,0.00045463054582408474
362,0.01941939958387001,0.0005482309523172787
363,0.01922124244525909,0.0005749739256010483
364,0.01674427821262261,0.00037440162597277563
365,0.008817992668185871,0.0005081164923916241
366,0.005944714158327554,0.0008424036584387452
367,0.002873278509858318,0.0004412590591821999
368,0.003071435648469236,0.0005883454122429331
369,0.001684335678192807,0.0008424036584387452
370,0.0017834142474982661,0.00025405824619581204
371,0.0009907856930545923,0.0006150883855267029
372,0.0022788070940255624,0.0008691466317225149
373,0.0015852571088873476,0.0001203433797769636
374,0.002873278509858318,0.00016045783970261815
375,0.0005944714158327553,9.360040649319391e-05
376,0.0013870999702764292,0.0003209156794052363
377,0.0009907856930545923,9.360040649319391e-05
378,0.0004953928465272962,8.022891985130907e-05
379,0.0008917071237491331,0.0003877731126146605
380,0.0008917071237491331,0.00020057229962827268
381,0.0003963142772218369,8.022891985130907e-05
382,0.0010898642623600515,2.674297328376969e-05
383,0.00029723570791637767,0.00018720081298638782
384,0,4.011445992565454e-05
385,0.00019815713861091845,0.00010697189313507876
386,0.0003963142772218369,4.011445992565454e-05
387,0.0003963142772218369,0.00013371486641884845
388,0.00029723570791637767,8.022891985130907e-05
389,0.0004953928465272962,5.348594656753938e-05
390,0.0005944714158327553,5.348594656753938e-05
391,0,5.348594656753938e-05
392,0.00029723570791637767,6.685743320942423e-05
393,0,0.0001203433797769636
394,0,8.022891985130907e-05
395,9.907856930545922e-05,0.00037440162597277563
396,9.907856930545922e-05,0.00016045783970261815
397,9.907856930545922e-05,6.685743320942423e-05
398,0,1.3371486641884844e-05
399,0,2.674297328376969e-05
400,0,6.685743320942423e-05
401,0,0.00013371486641884845
402,0,6.685743320942423e-05
