Base index shifted,ATMi3_1#TOP,ATMi3_1#BOT
-351.5,111707,18689
-350.5,1012,239
-349.5,238,50
-348.5,95,18
-347.5,204,22
-346.5,44,16
-345.5,42,12
-344.5,24,8
-343.5,44,4
-342.5,28,1
-341.5,12,1
-340.5,10,4
-339.5,79,1
-338.5,15,0
-337.5,15,3
-336.5,24,7
-335.5,7,0
-334.5,12,1
-333.5,7,0
-332.5,31,0
-331.5,25,1
-330.5,13,1
-329.5,16,13
-328.5,14,1
-327.5,19,1
-326.5,12,2
-325.5,7,5
-324.5,12,0
-323.5,7,2
-322.5,137,3
-321.5,9,0
-320.5,34,0
-319.5,11,1
-318.5,2,0
-317.5,0,4
-316.5,5,5
-315.5,32,4
-314.5,13,1
-313.5,12,0
-312.5,14,0
-311.5,4,0
-310.5,3,0
-309.5,4,1
-308.5,9,2
-307.5,29,1
-306.5,11,0
-305.5,5,0
-304.5,9,1
-303.5,6,0
-302.5,16,1
-301.5,6,2
-300.5,7,0
-299.5,7,1
-298.5,13,0
-297.5,1,0
-296.5,6,0
-295.5,6,0
-294.5,41,1
-293.5,4,0
-292.5,4,2
-291.5,13,0
-290.5,7,0
-289.5,5,0
-288.5,46,0
-287.5,11,1
-286.5,8,3
-285.5,5,0
-284.5,12,0
-283.5,7,2
-282.5,6,3
-281.5,16,1
-280.5,3,0
-279.5,5,1
-278.5,18,0
-277.5,16,3
-276.5,14,1
-275.5,16,1
-274.5,5,0
-273.5,20,0
-272.5,6,0
-271.5,5,0
-270.5,8,0
-269.5,5,1
-268.5,18,2
-267.5,6,1
-266.5,15,0
-265.5,18,1
-264.5,12,2
-263.5,7,0
-262.5,41,1
-261.5,8,0
-260.5,22,1
-259.5,17,0
-258.5,13,2
-257.5,21,2
-256.5,18,2
-255.5,21,0
-254.5,13,4
-253.5,9,1
-252.5,7,0
-251.5,30,2
-250.5,15,3
-249.5,9,1
-248.5,9,0
-247.5,10,1
-246.5,20,0
-245.5,19,1
-244.5,22,3
-243.5,15,5
-242.5,8,2
-241.5,30,1
-240.5,16,0
-239.5,16,0
-238.5,18,0
-237.5,19,6
-236.5,23,3
-235.5,5,0
-234.5,19,1
-233.5,20,3
-232.5,17,1
-231.5,25,1
-230.5,11,2
-229.5,17,0
-228.5,9,2
-227.5,15,6
-226.5,20,2
-225.5,12,5
-224.5,18,4
-223.5,20,3
-222.5,16,1
-221.5,29,4
-220.5,12,1
-219.5,21,3
-218.5,22,2
-217.5,22,0
-216.5,16,4
-215.5,18,6
-214.5,19,4
-213.5,14,1
-212.5,17,0
-211.5,21,6
-210.5,11,2
-209.5,22,4
-208.5,18,4
-207.5,19,1
-206.5,11,3
-205.5,21,2
-204.5,24,3
-203.5,13,4
-202.5,28,2
-201.5,37,3
-200.5,32,6
-199.5,14,6
-198.5,22,2
-197.5,19,6
-196.5,8,5
-195.5,22,7
-194.5,11,3
-193.5,26,2
-192.5,36,9
-191.5,19,10
-190.5,28,8
-189.5,10,7
-188.5,16,1
-187.5,17,11
-186.5,18,5
-185.5,19,3
-184.5,17,7
-183.5,22,3
-182.5,22,3
-181.5,12,3
-180.5,34,5
-179.5,14,3
-178.5,15,3
-177.5,13,5
-176.5,14,5
-175.5,3,4
-174.5,19,4
-173.5,8,4
-172.5,10,2
-171.5,8,7
-170.5,11,7
-169.5,4,5
-168.5,5,14
