Distance from 5'-end,ATMi0_2
0,29.943484100542484
1,30.699484554065133
2,31.616655619320063
3,31.575406862146558
4,32.21296813131225
5,32.741173751504476
6,34.01668876135987
7,33.531262537284796
8,33.712950688133404
9,33.56705594027456
10,35.35105269584329
11,32.22773378220447
12,36.06699924994331
13,36.29001029147552
14,36.33368365050847
15,36.324909731549475
16,36.113716443684694
17,36.336260880182806
18,36.23320657956706
19,36.15502625198416
20,36.05746655270457
21,36.1635864920023
22,35.95176961049382
23,36.21072668283068
24,36.42304069493625
25,36.73846133719409
26,36.84097926006035
27,37.469304366027664
28,37.40223098257427
29,37.22943013134714
30,37.314465628216084
31,37.035745434247936
32,36.95486141394408
33,36.85489455598388
34,36.80025379825219
35,36.500614872054285
36,36.82752620837621
37,36.858125904864906
38,36.703287167053325
39,36.451647508241905
40,36.89183484798269
41,37.42816898951665
42,37.024324512899234
43,36.8359120166059
44,35.89391058626524
45,36.15596382284708
46,36.84563222801724
47,37.01605644612674
48,36.61261316262276
49,36.538191840080934
50,36.908654433183905
51,36.43016187269968
52,36.610441486856566
53,36.32562490188212
54,36.717459749864815
55,36.53252716775105
56,36.10874949850861
57,36.08530150534634
58,36.5455179751958
59,36.1206326640967
60,36.39353991871479
61,36.44869088942769
62,36.169229360358635
63,36.48274433532767
64,36.87678574543425
65,36.92183711559595
66,36.8568830783722
67,36.642711367719656
68,36.66147150656736
69,36.683698477210484
70,36.83885119224127
71,36.61846534912522
72,36.88655828638211
73,36.79227790472536
74,37.14531912295697
75,36.65779535662579
