Base index,AT_1#TOP,AT_1#BOT
-49.5,2.9254307696808355e-05,1.5348016268897246e-05
-48.5,4.388146154521253e-05,4.6044048806691736e-05
-47.5,7.313576924202088e-05,3.069603253779449e-05
-46.5,7.313576924202088e-05,1.5348016268897246e-05
-45.5,0.00011701723078723342,1.5348016268897246e-05
-44.5,7.313576924202088e-05,3.069603253779449e-05
-43.5,0.0001316443846356376,3.069603253779449e-05
-42.5,0.00020478015387765847,4.6044048806691736e-05
-41.5,0.00014627153848404176,0
-40.5,0.0002779159231196794,1.5348016268897246e-05
-39.5,0.00024866161542287104,3.069603253779449e-05
-38.5,0.0002925430769680835,0
-37.5,0.00017552584618085013,0
-36.5,0.0002925430769680835,0
-35.5,0.00020478015387765847,1.5348016268897246e-05
-34.5,0.00023403446157446684,4.6044048806691736e-05
-33.5,0.0008191206155106339,4.6044048806691736e-05
-32.5,0.0006289676154813796,3.069603253779449e-05
-31.5,0.0008337477693590381,1.5348016268897246e-05
-30.5,0.0011262908463271217,6.139206507558899e-05
-29.5,0.0010531550770851007,0
-28.5,0.00133107100020478,4.6044048806691736e-05
-27.5,0.001170172307872334,9.208809761338347e-05
-26.5,0.0017698856156569056,3.069603253779449e-05
-25.5,0.001491969692537226,1.5348016268897246e-05
-24.5,0.0019307843079893515,4.6044048806691736e-05
-23.5,0.0015358511540824386,1.5348016268897246e-05
-22.5,0.0021209373080186057,4.6044048806691736e-05
-21.5,0.0026913963081063685,0.00012278413015117797
-20.5,0.0035836526928590233,4.6044048806691736e-05
-19.5,0.0032472281543457276,4.6044048806691736e-05
-18.5,0.0028522950004388147,3.069603253779449e-05
-17.5,0.003773805692888278,3.069603253779449e-05
-16.5,0.0044027733083696575,6.139206507558899e-05
-15.5,0.006201913231723371,0.00010743611388228071
-14.5,0.0074598484626861306,0.00015348016268897246
-13.5,0.009990346078460053,0.0001381321464200752
-12.5,0.018883655618289794,9.208809761338347e-05
-11.5,0.01603136061785098,0.0001381321464200752
-10.5,0.018049907848930756,4.6044048806691736e-05
-9.5,0.03367170815902642,7.674008134448623e-05
-8.5,0.024997805926922738,4.6044048806691736e-05
-7.5,0.03024895415849984,0.0001381321464200752
-6.5,0.0332621478512711,0.00023022024403345867
-5.5,0.04995173039230027,0.0001381321464200752
-4.5,0.04019541877541468,0.0001381321464200752
-3.5,0.040941403621683296,0.0004143964392602256
-2.5,0.041614252698709886,0.0001688281789578697
-1.5,0.04430564900681625,0.00035300437418463664
-0.5,0.04652897639177369,0.00038370040672243113
0.5,0.046821519468741774,0.9661269280945438
1.5,0.038279261621273736,0.005632721970685289
2.5,0.07826990024281075,0.0008594889110582457
3.5,0.0651200889330954,0.000752052797175965
4.5,0.038089108621244476,0.0008441408947893485
5.5,0.06175584354796244,0.0009362289924027319
6.5,0.02742591346575783,0.0004911365206047119
7.5,0.030907176081678027,0.00046044048806691734
8.5,0.025465874850071672,0.0005218325531425064
9.5,0.014334610771436093,0.0005218325531425064
10.5,0.012023520463388233,0.0005678766019491981
11.5,0.01386654184828716,0.0005064845368736091
12.5,0.007957171693531873,0.0004757885043358146
13.5,0.008249714770499956,0.00042974445552912286
14.5,0.005455928385454758,0.0005525285856803009
15.5,0.0026036333850159438,0.0006139206507558898
16.5,0.003042448000468069,0.00038370040672243113
17.5,0.0018430213848989263,0.000813444862251554
18.5,0.0016967498464148846,0.00039904842299132837
19.5,0.0014773425386888218,0.0004757885043358146
20.5,0.0008191206155106339,0.00039904842299132837
21.5,0.0006874762308749963,0.0005525285856803009
22.5,0.0011116636924787175,0.0004450924717980201
23.5,0.000906883538601059,0.0011817972527050878
24.5,0.0009507650001462716,0.0006753127158314788
25.5,0.0005997133077845712,0.0007367047809070678
26.5,0.0006874762308749963,0.00046044048806691734
27.5,0.0004973232308457421,0.0007674008134448623
28.5,0.000585086153936167,0.0005678766019491981
29.5,0.0004826960769973379,0.00024556826030235594
30.5,0.00042418746160372114,0.0007367047809070678
31.5,0.00040956030775531695,0.0005525285856803009
32.5,0.0003949331539069128,0.000690660732100376
33.5,0.00036567884621010446,0.0003376563579157394
34.5,0.0005558318462393588,0.0005832246182180953
35.5,0.00036567884621010446,0.0002762642928401504
36.5,0.0003949331539069128,0.0003069603253779449
37.5,0.00040956030775531695,0.00023022024403345867
38.5,0.0004534417693005295,0.0003376563579157394
39.5,0.00043881461545212534,0.0003683523904535339
40.5,0.0002779159231196794,0.0005371805694114036
41.5,0.0003071702308164877,0.00023022024403345867
42.5,0.0003071702308164877,0.00035300437418463664
43.5,0.00021940730772606267,0.0004757885043358146
44.5,0.00011701723078723342,0.00024556826030235594
45.5,0.00011701723078723342,0.00012278413015117797
46.5,0.00020478015387765847,0.00021487222776456143
47.5,0.0004973232308457421,0.00029161230910904767
48.5,0.00016089869233244596,0.0005832246182180953
49.5,0.00024866161542287104,0.00024556826030235594
