Distance from 5'-end,ATMi4_1
0,31.441750231267346
1,32.04703052728955
2,32.162394079555966
3,32.11169657724329
4,32.302012950971324
5,34.58763737280296
6,35.53947086031452
7,35.1432710453284
8,33.97098982423682
9,34.18014061054579
10,35.41872340425532
11,33.25908603145236
12,36.62769657724329
13,36.40760777058279
14,36.550686401480114
15,36.59398704902868
16,36.48875855689177
17,36.68701202590194
18,36.64548751156337
19,36.58992414431082
20,36.48240518038853
21,36.59213691026827
22,36.67760222016651
23,36.55561517113784
24,36.75200370027752
25,37.112932469935245
26,37.03032377428307
27,37.53258464384829
28,37.47843848288622
29,37.51123404255319
30,37.32193154486586
31,37.28677890841813
32,37.1219019426457
33,37.02460314523589
34,36.79985938945421
35,36.88600185013876
36,37.10995374653099
37,37.13327289546716
38,36.868780758556895
39,36.70727844588344
40,37.12851433857539
41,37.507644773358
42,37.30304902867715
43,37.09333209990749
44,36.25713228492137
45,36.37711008325624
46,37.002801110083254
47,36.94252358926919
48,37.034057354301574
49,36.80977613320999
50,37.2017946345976
51,36.86685661424607
52,36.914442183163736
53,36.77906753006476
54,36.86302682701203
55,36.75282886216466
56,36.79495652173913
57,36.651570767807584
58,36.9435559666975
59,36.607696577243296
60,36.55457909343201
61,36.78468085106383
62,36.59506012950971
63,37.06445143385754
64,37.30107678075856
65,37.155067530064755
66,37.28336355226642
67,36.9339019426457
68,37.012244218316376
69,37.11144495837188
70,37.235759481961146
71,37.07281406105458
72,37.18753006475486
73,37.25459019426457
74,37.587800185013876
75,37.09034227567067
