Base index shifted,ATMi1_2#TOP,ATMi1_2#BOT
-351.5,100336,63814
-350.5,956,908
-349.5,246,175
-348.5,112,71
-347.5,216,102
-346.5,62,84
-345.5,46,46
-344.5,26,37
-343.5,51,28
-342.5,28,8
-341.5,9,23
-340.5,15,13
-339.5,76,6
-338.5,12,9
-337.5,10,16
-336.5,37,27
-335.5,10,10
-334.5,7,11
-333.5,5,3
-332.5,18,6
-331.5,18,3
-330.5,8,4
-329.5,12,31
-328.5,5,5
-327.5,14,3
-326.5,10,4
-325.5,4,14
-324.5,5,3
-323.5,5,3
-322.5,51,13
-321.5,15,0
-320.5,18,2
-319.5,11,0
-318.5,5,0
-317.5,3,7
-316.5,6,30
-315.5,19,20
-314.5,9,3
-313.5,5,3
-312.5,9,1
-311.5,1,4
-310.5,3,0
-309.5,3,2
-308.5,0,2
-307.5,11,2
-306.5,3,2
-305.5,2,0
-304.5,3,0
-303.5,2,1
-302.5,5,0
-301.5,1,2
-300.5,6,1
-299.5,6,5
-298.5,9,0
-297.5,3,1
-296.5,4,2
-295.5,0,1
-294.5,14,3
-293.5,2,1
-292.5,0,8
-291.5,2,0
-290.5,5,1
-289.5,2,4
-288.5,23,0
-287.5,5,3
-286.5,3,0
-285.5,0,2
-284.5,4,0
-283.5,1,2
-282.5,5,2
-281.5,9,6
-280.5,3,2
-279.5,6,0
-278.5,3,1
-277.5,2,15
-276.5,5,3
-275.5,3,4
-274.5,1,3
-273.5,4,0
-272.5,5,0
-271.5,0,3
-270.5,3,5
-269.5,5,5
-268.5,5,0
-267.5,4,2
-266.5,9,4
-265.5,15,1
-264.5,5,3
-263.5,6,4
-262.5,23,4
-261.5,9,1
-260.5,9,4
-259.5,6,3
-258.5,4,2
-257.5,11,1
-256.5,9,3
-255.5,5,1
-254.5,5,24
-253.5,6,2
-252.5,5,3
-251.5,8,2
-250.5,2,30
-249.5,6,0
-248.5,5,6
-247.5,5,5
-246.5,6,1
-245.5,10,1
-244.5,8,5
-243.5,8,4
-242.5,8,12
-241.5,6,5
-240.5,4,4
-239.5,4,5
-238.5,4,6
-237.5,6,21
-236.5,15,3
-235.5,6,1
-234.5,4,1
-233.5,2,2
-232.5,4,8
-231.5,0,2
-230.5,2,5
-229.5,9,4
-228.5,4,6
-227.5,1,5
-226.5,6,5
-225.5,1,11
-224.5,4,1
-223.5,2,7
-222.5,3,3
-221.5,4,9
-220.5,2,3
-219.5,8,7
-218.5,6,3
-217.5,2,6
-216.5,1,7
-215.5,5,7
-214.5,6,10
-213.5,5,10
-212.5,7,8
-211.5,1,8
-210.5,0,10
-209.5,5,7
-208.5,1,15
-207.5,2,6
-206.5,2,3
-205.5,6,10
-204.5,2,7
-203.5,6,7
-202.5,23,13
-201.5,5,8
-200.5,6,11
-199.5,3,12
-198.5,14,2
-197.5,20,7
-196.5,4,7
-195.5,10,13
-194.5,4,10
-193.5,7,7
-192.5,13,12
-191.5,5,11
-190.5,13,17
-189.5,8,8
-188.5,2,5
-187.5,7,18
-186.5,6,7
-185.5,6,5
-184.5,7,7
-183.5,5,3
-182.5,3,4
-181.5,4,9
-180.5,12,7
-179.5,3,16
-178.5,6,4
-177.5,3,7
-176.5,3,18
-175.5,4,6
-174.5,3,10
-173.5,7,8
-172.5,6,3
-171.5,4,5
-170.5,4,6
-169.5,2,13
-168.5,2,16
-167.5,5,2
-166.5,5,4
-165.5,3,3
-164.5,2,2
-163.5,2,13
-162.5,1,2
-161.5,4,2
-160.5,1,5
-159.5,1,4
-158.5,1,10
-157.5,4,5
-156.5,2,13
-155.5,1,4
-154.5,6,5
-153.5,4,9
-152.5,2,2
-151.5,3,2
-150.5,4,8
-149.5,6,6
-148.5,1,8
-147.5,0,13
-146.5,2,3
-145.5,1,5
-144.5,5,1
-143.5,2,2
-142.5,7,2
-141.5,3,3
-140.5,1,5
-139.5,3,8
-138.5,3,5
-137.5,1,5
-136.5,1,11
-135.5,1,4
-134.5,3,4
-133.5,3,4
-132.5,3,5
-131.5,0,2
-130.5,3,3
-129.5,2,4
-128.5,8,0
-127.5,6,1
-126.5,0,1
-125.5,1,2
-124.5,4,3
-123.5,2,6
-122.5,3,5
-121.5,4,4
-120.5,3,0
-119.5,1,3
-118.5,0,3
-117.5,3,2
-116.5,4,4
-115.5,1,3
-114.5,0,1
-113.5,5,3
-112.5,3,0
-111.5,1,0
-110.5,2,3
-109.5,4,0
-108.5,5,0
-107.5,5,1
-106.5,2,1
-105.5,3,2
-104.5,1,2
-103.5,8,2
-102.5,2,2
-101.5,6,4
-100.5,0,1
-99.5,2,1
-98.5,0,3
-97.5,2,0
-96.5,2,0
-95.5,5,1
-94.5,2,2
-93.5,0,1
-92.5,4,1
-90.5,1,0
-89.5,0,3
-88.5,3,2
-87.5,3,1
-86.5,3,1
-85.5,3,0
-84.5,0,3
-83.5,1,1
-82.5,1,1
-81.5,1,1
-80.5,2,0
-79.5,0,3
-78.5,1,0
-77.5,2,0
-76.5,2,0
-75.5,0,1
-74.5,1,0
-72.5,1,0
-71.5,1,0
-70.5,3,0
-68.5,1,0
-65.5,1,0
-64.5,2,0
-62.5,1,0
-60.5,1,0
-59.5,1,0
-58.5,1,1
-56.5,1,0
-55.5,1,0
-54.5,0,1
-53.5,0,1
-52.5,1,0
-51.5,4,0
-50.5,5,0
-49.5,1,2
-48.5,1,0
-47.5,2,2
-46.5,4,0
-45.5,5,2
