Base index,dsDNA_3#TOP,dsDNA_3#BOT
-49.5,0.00012242899118511264,0
-48.5,0.0002448579823702253,3.017137340091721e-05
-47.5,0.0003672869735553379,3.017137340091721e-05
-46.5,0.00012242899118511264,0
-45.5,0.0003672869735553379,0
-44.5,0,3.017137340091721e-05
-43.5,0.0003672869735553379,0
-42.5,0.00012242899118511264,0
-40.5,0.0014691478942213516,9.051412020275162e-05
-39.5,0.0002448579823702253,3.017137340091721e-05
-36.5,0.0015915768854064642,6.034274680183442e-05
-35.5,0,3.017137340091721e-05
-34.5,0.00012242899118511264,0
-33.5,0.0006121449559255632,0
-32.5,0.0002448579823702253,6.034274680183442e-05
-31.5,0.0006121449559255632,0
-30.5,0.0008570029382957884,0.00015085686700458604
-29.5,0.0011018609206660138,6.034274680183442e-05
-28.5,0.0007345739471106758,0
-27.5,0.0003672869735553379,0
-26.5,0.0002448579823702253,3.017137340091721e-05
-25.5,0.0006121449559255632,3.017137340091721e-05
-24.5,0.0008570029382957884,6.034274680183442e-05
-23.5,0.0012242899118511264,9.051412020275162e-05
-22.5,0.00012242899118511264,3.017137340091721e-05
-21.5,0.0002448579823702253,3.017137340091721e-05
-20.5,0.0013467189030362389,9.051412020275162e-05
-19.5,0.0011018609206660138,6.034274680183442e-05
-18.5,0.0015915768854064642,6.034274680183442e-05
-17.5,0.002938295788442703,0
-16.5,0.003672869735553379,9.051412020275162e-05
-15.5,0.004774730656219393,0.00021119961380642048
-14.5,0.005509304603330069,0.00021119961380642048
-13.5,0.009427032321253673,9.051412020275162e-05
-12.5,0.010161606268364348,6.034274680183442e-05
-11.5,0.014324191968658178,0.00012068549360366884
-10.5,0.01762977473065622,0.00015085686700458604
-9.5,0.026811949069539667,0.00021119961380642048
-8.5,0.028648383937316356,0.00012068549360366884
-7.5,0.0435847208619001,0.00012068549360366884
-6.5,0.034524975514201764,0.0006034274680183442
-5.5,0.02558765915768854,0.0003017137340091721
-4.5,0.04676787463271303,0.0004827419744146754
-3.5,0.036973555337904015,0.0007844557084238475
-2.5,0.04542115572967679,0.00021119961380642048
-1.5,0.04603330068560235,0.000573256094617427
-0.5,0.046645445641527915,0.0012068549360366883
0.5,0.05252203721841332,0.956613565049481
1.5,0.05105288932419197,0.0026852522326816317
2.5,0.07321253672869736,0.000724112961622013
3.5,0.06819294809010774,0.0005430847212165098
4.5,0.03905484818805093,0.0006637702148201786
5.5,0.06427522037218414,0.0005129133478155926
6.5,0.032198824681684626,0.0004827419744146754
7.5,0.03636141038197845,0.0003922278542119237
8.5,0.031586679725759056,0.01080135167752836
9.5,0.01665034280117532,0.0006637702148201786
10.5,0.01114103819784525,0.0003922278542119237
11.5,0.011018609206660137,0.00045257060101375814
12.5,0.013344760039177277,0.0003922278542119237
13.5,0.008202742409402547,0.000724112961622013
14.5,0.0034280117531831538,0.002293024378469708
15.5,0.0014691478942213516,0.0003017137340091721
16.5,0.0014691478942213516,0.00015085686700458604
17.5,0.0013467189030362389,0.0011766835626357713
18.5,0.0017140058765915769,0.0010861694424330196
19.5,0.0012242899118511264,0.00042239922761284096
20.5,0.0009794319294809011,0.00012068549360366884
21.5,0.0006121449559255632,0.0003017137340091721
22.5,0.0004897159647404506,0.0003620564808110065
23.5,0.0015915768854064642,6.034274680183442e-05
24.5,0.0012242899118511264,9.051412020275162e-05
25.5,0.0003672869735553379,0.0003017137340091721
26.5,0.0008570029382957884,0.0004827419744146754
27.5,0.0004897159647404506,0.00015085686700458604
28.5,0.0004897159647404506,0.0007844557084238475
29.5,0.0007345739471106758,0.0007844557084238475
30.5,0.0002448579823702253,0.00021119961380642048
31.5,0.0002448579823702253,0.00045257060101375814
32.5,0.0003672869735553379,0.0006335988414192614
33.5,0.0007345739471106758,0.00015085686700458604
34.5,0.00012242899118511264,0.0004827419744146754
35.5,0.0007345739471106758,9.051412020275162e-05
36.5,0.0006121449559255632,9.051412020275162e-05
37.5,0.00012242899118511264,0.0003017137340091721
38.5,0.0004897159647404506,9.051412020275162e-05
39.5,0.00012242899118511264,0.00012068549360366884
40.5,0.0003672869735553379,0.000724112961622013
41.5,0.0004897159647404506,6.034274680183442e-05
42.5,0.0004897159647404506,0.00021119961380642048
43.5,0.0002448579823702253,0.002564566739077963
44.5,0,0.0003620564808110065
45.5,0,6.034274680183442e-05
46.5,0,9.051412020275162e-05
47.5,0.0003672869735553379,0.00015085686700458604
48.5,0.0004897159647404506,0.0012370263094376055
49.5,0,0.0003922278542119237
