Base index,dsDNA_2#TOP,dsDNA_2#BOT
-299.5,2.8326739497861332e-05,0.0004297070830050849
-298.5,9.44224649928711e-06,0.0002506624650862995
-297.5,2.8326739497861332e-05,0.00017904461791878537
-296.5,9.44224649928711e-06,0.00021485354150254244
-295.5,4.7211232496435555e-05,0.0011100766310964693
-294.5,9.44224649928711e-06,0.0003938981594213278
-293.5,5.6653478995722665e-05,0.00021485354150254244
-292.5,7.553797199429688e-05,0.000501324930172599
-291.5,3.776898599714844e-05,0.00021485354150254244
-290.5,3.776898599714844e-05,0.00035808923583757074
-289.5,1.888449299857422e-05,0.0012891212490152547
-288.5,6.609572549500977e-05,0.00032228031225381366
-287.5,3.776898599714844e-05,0.00035808923583757074
-286.5,3.776898599714844e-05,0.0002864713886700566
-285.5,2.8326739497861332e-05,0.0002506624650862995
-284.5,7.553797199429688e-05,0.0002506624650862995
-283.5,5.6653478995722665e-05,0.0003938981594213278
-282.5,4.7211232496435555e-05,0.00046551600658884196
-281.5,7.553797199429688e-05,0.000501324930172599
-280.5,3.776898599714844e-05,0.0005729427773401132
-279.5,2.8326739497861332e-05,0.00046551600658884196
-278.5,4.7211232496435555e-05,0.0002864713886700566
-277.5,6.609572549500977e-05,0.0008594141660101698
-276.5,6.609572549500977e-05,0.00035808923583757074
-275.5,3.776898599714844e-05,0.0001432356943350283
-274.5,9.44224649928711e-06,0.0005729427773401132
-273.5,1.888449299857422e-05,0.0009668409367614409
-272.5,8.498021849358399e-05,0.0002506624650862995
-271.5,4.7211232496435555e-05,0.0006803695480913843
-270.5,1.888449299857422e-05,0.000537133853756356
-269.5,3.776898599714844e-05,0.000537133853756356
-268.5,4.7211232496435555e-05,0.000537133853756356
-267.5,0.00011330695799144533,0.0008594141660101698
-266.5,1.888449299857422e-05,0.0008952230895939268
-265.5,3.776898599714844e-05,0.0007161784716751415
-264.5,2.8326739497861332e-05,0.0006087517009238702
-263.5,7.553797199429688e-05,0.0008952230895939268
-262.5,3.776898599714844e-05,0.0007161784716751415
-261.5,2.8326739497861332e-05,0.0009668409367614409
-260.5,0.00010386471149215822,0.0007519873952588985
-259.5,0.00010386471149215822,0.0007519873952588985
-258.5,2.8326739497861332e-05,0.00046551600658884196
-257.5,3.776898599714844e-05,0.0006445606245076273
-256.5,4.7211232496435555e-05,0.0011100766310964693
-255.5,0.00015107594398859375,0.0013965480197665257
-254.5,7.553797199429688e-05,0.0008952230895939268
-253.5,6.609572549500977e-05,0.0009668409367614409
-252.5,1.888449299857422e-05,0.0009668409367614409
-251.5,0.00011330695799144533,0.0012891212490152547
-250.5,2.8326739497861332e-05,0.0009668409367614409
