Base index shifted,HP0.6.0_3#TOP,HP0.6.0_3#BOT
-372.5,42467,0
-371.5,870,0
-370.5,155,0
-369.5,182,0
-368.5,31,0
-367.5,72,0
-366.5,159,18449
-365.5,134,282
-364.5,27,72
-363.5,96,91
-362.5,106,21
-361.5,37,8
-360.5,45,41
-359.5,28,19
-358.5,54,8
-357.5,22,9
-356.5,28,61
-355.5,29,17
-354.5,52,15
-353.5,35,3
-352.5,95,6
-351.5,74,5
-350.5,38,9
-349.5,24,11
-348.5,30,42
-347.5,11,28
-346.5,47,13
-345.5,15,8
-344.5,5,6
-343.5,25,11
-342.5,17,9
-341.5,20,9
-340.5,20,6
-339.5,10,11
-338.5,18,4
-337.5,17,8
-336.5,56,20
-335.5,24,18
-334.5,57,3
-333.5,80,1
-332.5,34,45
-331.5,51,19
-330.5,60,9
-329.5,21,2
-328.5,42,29
-327.5,38,5
-326.5,33,10
-325.5,25,8
-324.5,59,17
-323.5,46,11
-322.5,29,11
-321.5,21,6
-320.5,42,11
-319.5,27,5
-318.5,15,13
-317.5,42,7
-316.5,26,4
-315.5,42,18
-314.5,29,9
-313.5,29,7
-312.5,57,8
-311.5,31,7
-310.5,47,10
-309.5,37,7
-308.5,19,13
-307.5,16,25
-306.5,35,12
-305.5,33,2
-304.5,48,5
-303.5,27,32
-302.5,36,20
-301.5,27,3
-300.5,93,1
-299.5,36,10
-298.5,28,5
-297.5,26,5
-296.5,45,3
-295.5,198,13
-294.5,75,3
-293.5,35,3
-292.5,46,8
-291.5,55,10
-290.5,50,15
-289.5,42,2
-288.5,73,11
-287.5,39,13
-286.5,36,25
-285.5,41,5
-284.5,64,7
-283.5,37,12
-282.5,33,14
-281.5,45,24
-280.5,244,9
-279.5,61,18
-278.5,51,6
-277.5,66,8
-276.5,78,20
-275.5,64,7
-274.5,64,19
-273.5,173,14
-272.5,64,18
-271.5,75,6
-270.5,74,11
-269.5,152,61
-268.5,55,10
-267.5,38,3
-266.5,32,27
-265.5,80,13
-264.5,60,13
-263.5,46,12
-262.5,46,13
-261.5,43,12
-260.5,55,8
-259.5,71,10
-258.5,88,16
-257.5,44,5
-256.5,50,12
-255.5,54,10
-254.5,91,6
-253.5,32,22
-252.5,56,11
-251.5,55,13
-250.5,35,9
-249.5,34,5
-248.5,62,20
-247.5,32,11
-246.5,33,8
-245.5,42,3
-244.5,45,4
-243.5,53,5
-242.5,51,16
-241.5,23,6
-240.5,30,7
-239.5,37,12
-238.5,44,5
-237.5,41,11
-236.5,60,27
-235.5,135,7
-234.5,44,5
-233.5,45,7
-232.5,52,7
-231.5,43,11
-230.5,44,17
-229.5,51,10
-228.5,32,6
-227.5,32,16
-226.5,46,7
-225.5,42,8
-224.5,56,4
-223.5,45,8
-222.5,41,15
-221.5,27,6
-220.5,36,7
-219.5,46,8
-218.5,70,8
-217.5,52,11
-216.5,41,20
-215.5,57,9
-214.5,42,13
-213.5,51,20
-212.5,79,13
-211.5,49,22
-210.5,51,11
-209.5,44,8
-208.5,55,11
-207.5,68,14
-206.5,39,12
-205.5,61,11
-204.5,49,12
-203.5,40,31
-202.5,50,14
-201.5,36,14
-200.5,36,15
-199.5,44,21
-198.5,32,12
-197.5,54,19
-196.5,48,15
-195.5,32,14
-194.5,37,28
-193.5,55,18
-192.5,47,10
-191.5,34,13
-190.5,30,16
-189.5,71,17
-188.5,38,23
-187.5,56,15
-186.5,60,6
-185.5,23,29
-184.5,54,17
-183.5,55,19
-182.5,42,9
-181.5,38,9
-180.5,36,5
-179.5,42,17
-178.5,40,10
-177.5,74,14
-176.5,44,11
-175.5,50,14
-174.5,33,13
-173.5,36,19
-172.5,55,14
-171.5,37,14
-170.5,36,8
-169.5,25,12
-168.5,14,7
-167.5,38,8
-166.5,39,7
-165.5,22,16
-164.5,35,7
-163.5,45,6
-162.5,41,20
-161.5,38,6
-160.5,71,15
-159.5,52,10
-158.5,37,16
-157.5,47,17
-156.5,34,4
-155.5,39,9
-154.5,29,15
-153.5,34,12
-152.5,45,12
-151.5,32,10
-150.5,22,11
-149.5,29,17
-148.5,29,14
-147.5,26,7
-146.5,69,19
-145.5,30,28
-144.5,35,15
-143.5,13,7
-142.5,41,21
-141.5,18,15
-140.5,25,15
-139.5,31,15
-138.5,28,12
-137.5,21,11
-136.5,40,4
-135.5,29,15
-134.5,25,21
-133.5,12,13
-132.5,14,19
-131.5,26,5
-130.5,25,10
-129.5,21,7
-128.5,10,13
-127.5,15,9
-126.5,19,15
-125.5,20,11
-124.5,24,6
-123.5,20,15
-122.5,21,12
-121.5,20,12
-120.5,20,42
-119.5,25,12
-118.5,15,5
-117.5,22,18
-116.5,23,6
-115.5,15,16
-114.5,9,13
-113.5,17,11
-112.5,17,8
-111.5,14,16
-110.5,25,22
-109.5,15,16
-108.5,16,7
-107.5,6,14
-106.5,27,10
-105.5,9,17
-104.5,9,10
-103.5,13,12
-102.5,21,18
-101.5,10,22
-100.5,12,11
-99.5,14,24
-98.5,14,19
-97.5,15,27
-96.5,9,17
-95.5,12,9
-94.5,8,25
-93.5,18,12
-92.5,12,21
-91.5,21,8
-90.5,8,19
-89.5,6,14
-88.5,13,22
-87.5,14,13
-86.5,10,14
-85.5,9,19
-84.5,12,14
-83.5,7,20
-82.5,12,22
-81.5,7,12
-80.5,3,25
-79.5,7,31
-78.5,2,12
-77.5,0,17
-76.5,7,12
-75.5,0,21
-74.5,1,3
-73.5,6,18
-72.5,3,11
-71.5,6,6
-70.5,1,16
-69.5,5,10
-68.5,4,7
-67.5,9,8
-66.5,4,18
-65.5,2,12
-64.5,4,11
-63.5,2,9
-62.5,1,8
-61.5,1,21
-60.5,4,11
-59.5,2,14
-58.5,5,11
-57.5,7,14
-56.5,3,25
-55.5,4,10
-54.5,11,10
-53.5,4,12
-52.5,3,32
-51.5,4,27
-50.5,6,18
-49.5,1,20
-48.5,9,32
-47.5,2,13
-46.5,2,14
-45.5,7,8
-44.5,4,23
-43.5,8,17
-42.5,4,24
-41.5,7,24
-40.5,9,36
-39.5,6,19
-38.5,6,24
-37.5,4,21
-36.5,5,51
-35.5,5,25
-34.5,6,40
-33.5,2,23
-32.5,791,33
-31.5,43,49
-30.5,24,1110
-29.5,32,143
-28.5,25,66
-27.5,7,92
-26.5,32,67
-25.5,19,99
-24.5,46,72
-23.5,37,75
-22.5,38,109
-21.5,47,96
-20.5,38,140
-19.5,20,161
-18.5,25,103
-17.5,32,66
-16.5,88,82
-15.5,60,205
-14.5,112,137
-13.5,99,154
-12.5,114,125
-11.5,132,226
-10.5,198,138
-9.5,148,249
-8.5,322,248
-7.5,173,244
-6.5,235,878
-5.5,267,607
-4.5,194,1080
-3.5,372,1447
-2.5,281,1832
-1.5,427,4373
-0.5,309,4515
0.5,511,3653
1.5,408,3592
2.5,740,2002
3.5,422,1540
4.5,845,871
5.5,704,540
6.5,788,309
