Base index shifted,HP0.6.8_1#TOP,HP0.6.8_1#BOT
-376.5,49347,0
-375.5,1036,0
-374.5,196,0
-373.5,156,0
-372.5,22,0
-371.5,67,0
-370.5,112,0
-369.5,130,0
-368.5,26,0
-367.5,74,0
-366.5,88,31035
-365.5,42,533
-364.5,38,106
-363.5,19,127
-362.5,68,42
-361.5,23,18
-360.5,26,48
-359.5,26,17
-358.5,44,12
-357.5,28,7
-356.5,70,63
-355.5,48,16
-354.5,31,14
-353.5,15,5
-352.5,21,3
-351.5,12,18
-350.5,42,5
-349.5,7,6
-348.5,13,56
-347.5,14,21
-346.5,14,19
-345.5,11,8
-344.5,21,10
-343.5,2,14
-342.5,18,6
-341.5,28,13
-340.5,27,15
-339.5,14,10
-338.5,36,9
-337.5,47,11
-336.5,20,19
-335.5,44,18
-334.5,38,3
-333.5,18,4
-332.5,33,46
-331.5,17,11
-330.5,12,10
-329.5,11,2
-328.5,45,21
-327.5,37,5
-326.5,20,0
-325.5,16,7
-324.5,39,6
-323.5,18,16
-322.5,11,10
-321.5,27,2
-320.5,18,17
-319.5,37,7
-318.5,24,15
-317.5,26,8
-316.5,34,3
-315.5,23,21
-314.5,46,3
-313.5,22,9
-312.5,18,4
-311.5,18,8
-310.5,34,15
-309.5,29,8
-308.5,37,11
-307.5,25,15
-306.5,16,22
-305.5,33,4
-304.5,37,4
-303.5,43,32
-302.5,26,18
-301.5,35,8
-300.5,25,6
-299.5,148,10
-298.5,53,8
-297.5,26,9
-296.5,23,3
-295.5,45,16
-294.5,30,6
-293.5,33,6
-292.5,51,10
-291.5,32,13
-290.5,31,10
-289.5,32,9
-288.5,37,7
-287.5,43,13
-286.5,38,20
-285.5,23,6
-284.5,127,8
-283.5,51,10
-282.5,31,20
-281.5,37,17
-280.5,41,10
-279.5,35,12
-278.5,23,10
-277.5,89,8
-276.5,31,15
-275.5,38,13
-274.5,33,22
-273.5,75,14
-272.5,33,16
-271.5,26,10
-270.5,19,5
-269.5,31,50
-268.5,37,10
-267.5,29,13
-266.5,26,16
-265.5,23,14
-264.5,32,12
-263.5,33,8
-262.5,38,13
-261.5,32,18
-260.5,27,10
-259.5,29,8
-258.5,34,13
-257.5,24,4
-256.5,24,13
-255.5,24,6
-254.5,13,6
-253.5,14,18
-252.5,22,10
-251.5,25,7
-250.5,14,9
-249.5,28,7
-248.5,18,15
-247.5,30,9
-246.5,30,10
-245.5,15,7
-244.5,18,7
-243.5,28,5
-242.5,35,16
-241.5,22,5
-240.5,22,7
-239.5,72,8
-238.5,29,8
-237.5,24,13
-236.5,33,12
-235.5,28,12
-234.5,26,4
-233.5,26,7
-232.5,27,8
-231.5,26,5
-230.5,20,21
-229.5,30,14
-228.5,25,11
-227.5,19,13
-226.5,29,9
-225.5,24,7
-224.5,24,10
-223.5,41,7
-222.5,40,14
-221.5,27,9
-220.5,43,11
-219.5,41,11
-218.5,30,9
-217.5,53,7
-216.5,68,16
-215.5,42,12
-214.5,35,5
-213.5,33,20
-212.5,35,12
-211.5,47,23
-210.5,25,6
-209.5,29,11
-208.5,28,19
-207.5,31,13
-206.5,41,11
-205.5,37,15
-204.5,34,16
-203.5,27,26
-202.5,34,19
-201.5,43,19
-200.5,32,18
