Base index shifted,HP0.10.4_3#TOP,HP0.10.4_3#BOT
-378.5,29277,0
-377.5,680,0
-376.5,86,0
-375.5,139,0
-374.5,32,0
-373.5,45,0
-372.5,96,0
-371.5,87,0
-370.5,20,0
-369.5,58,0
-368.5,76,0
-367.5,19,0
-366.5,25,49799
-365.5,24,876
-364.5,50,194
-363.5,11,517
-362.5,33,127
-361.5,32,26
-360.5,52,136
-359.5,16,76
-358.5,78,29
-357.5,56,21
-356.5,21,360
-355.5,14,84
-354.5,18,47
-353.5,9,16
-352.5,31,22
-351.5,5,49
-350.5,8,38
-349.5,16,35
-348.5,14,282
-347.5,14,102
-346.5,19,68
-345.5,11,40
-344.5,17,40
-343.5,17,35
-342.5,33,22
-341.5,15,53
-340.5,63,53
-339.5,45,30
-338.5,17,21
-337.5,45,53
-336.5,43,113
-335.5,14,58
-334.5,27,21
-333.5,27,6
-332.5,9,284
-331.5,17,66
-330.5,49,22
-329.5,41,8
-328.5,20,121
-327.5,13,31
-326.5,50,16
-325.5,18,15
-324.5,9,58
-323.5,37,53
-322.5,17,21
-321.5,36,15
-320.5,24,45
-319.5,23,18
-318.5,40,28
-317.5,19,22
-316.5,34,17
-315.5,19,38
-314.5,16,33
-313.5,14,23
-312.5,27,20
-311.5,26,25
-310.5,39,51
-309.5,21,23
-308.5,23,49
-307.5,32,44
-306.5,53,29
-305.5,19,6
-304.5,22,27
-303.5,14,113
-302.5,13,55
-301.5,152,20
-300.5,43,18
-299.5,24,29
-298.5,26,23
-297.5,29,26
-296.5,19,14
-295.5,16,49
-294.5,42,15
-293.5,16,23
-292.5,23,18
-291.5,21,26
-290.5,19,28
-289.5,25,20
-288.5,12,24
-287.5,16,45
-286.5,175,40
-285.5,42,18
-284.5,23,12
-283.5,36,22
-282.5,30,44
-281.5,24,82
-280.5,25,20
-279.5,101,39
-278.5,21,35
-277.5,35,25
-276.5,33,52
-275.5,123,23
-274.5,30,53
-273.5,22,50
-272.5,23,38
-271.5,48,21
-270.5,31,31
-269.5,25,162
-268.5,23,29
-267.5,21,22
-266.5,32,57
-265.5,24,27
-264.5,47,45
-263.5,24,35
-262.5,30,47
-261.5,34,50
-260.5,36,19
-259.5,24,28
-258.5,45,37
-257.5,30,24
-256.5,22,34
-255.5,16,42
-254.5,27,28
-253.5,14,41
-252.5,20,46
-251.5,31,32
-250.5,7,16
-249.5,26,20
-248.5,18,103
-247.5,18,28
-246.5,22,27
-245.5,28,15
-244.5,36,24
-243.5,22,22
-242.5,34,35
-241.5,133,12
-240.5,32,23
-239.5,21,26
-238.5,43,21
-237.5,27,40
-236.5,25,88
-235.5,30,50
-234.5,29,13
-233.5,28,31
-232.5,42,28
-231.5,40,33
-230.5,24,70
-229.5,25,26
-228.5,32,18
-227.5,22,46
-226.5,16,18
-225.5,36,20
-224.5,50,23
-223.5,40,21
-222.5,35,68
-221.5,36,34
-220.5,35,39
-219.5,33,43
-218.5,40,32
-217.5,37,35
-216.5,36,51
-215.5,36,60
-214.5,42,30
-213.5,44,81
-212.5,23,37
-211.5,30,57
-210.5,36,43
-209.5,26,20
-208.5,35,46
-207.5,29,41
-206.5,51,41
-205.5,31,38
-204.5,33,33
-203.5,29,121
