Base index,HP0.6.4_2#TOP,HP0.6.4_2#BOT
1,50876,7022
2,1295,133
3,162,24
4,254,38
5,33,22
6,45,0
7,116,24
8,233,13
9,48,9
10,140,0
11,167,37
12,59,14
13,74,8
14,25,1
15,135,2
16,23,6
17,38,3
18,32,8
19,101,21
20,20,17
21,121,8
22,106,7
23,56,7
24,26,10
25,29,5
26,14,11
27,82,7
28,12,9
29,16,2
30,21,12
31,27,12
32,21,7
33,36,0
34,17,5
35,30,31
36,39,9
37,77,4
38,21,3
39,105,13
40,104,14
41,36,3
42,68,1
43,81,6
44,15,10
45,71,10
46,36,3
47,27,8
48,22,3
49,80,9
50,74,7
51,39,0
52,17,11
53,58,3
54,17,5
55,16,1
56,63,8
57,30,12
58,69,2
59,16,9
60,36,15
61,57,15
62,18,2
63,60,4
64,42,22
65,41,13
66,17,6
67,63,5
68,35,6
69,58,4
70,28,4
71,33,3
72,33,10
73,60,1
74,54,3
75,34,6
76,35,3
77,37,7
78,193,6
79,64,7
80,39,4
81,38,13
82,54,4
83,45,2
84,33,7
85,92,8
86,42,15
87,33,3
88,29,1
89,51,3
90,35,2
91,31,6
92,37,4
93,217,2
94,63,3
95,24,9
96,59,7
97,52,4
98,39,25
99,29,6
100,126,3
101,39,15
102,50,3
103,46,8
104,139,1
105,59,10
106,29,13
107,23,5
108,48,3
109,41,9
110,24,5
111,25,8
112,23,4
113,51,2
114,33,7
115,75,7
116,37,8
117,33,7
118,33,1
119,58,10
120,31,2
121,44,4
122,29,2
123,29,3
124,19,3
125,39,8
126,27,3
127,26,3
128,38,9
129,21,11
130,43,4
131,39,8
132,21,12
133,31,1
134,47,5
135,45,6
136,35,2
137,53,15
138,112,3
139,56,7
140,44,7
141,46,2
142,51,9
143,44,7
144,50,1
145,44,7
146,32,3
147,38,6
148,57,3
149,55,4
150,37,5
151,46,6
152,37,6
153,42,6
154,54,15
155,78,9
156,34,10
157,48,4
158,56,4
159,48,10
160,64,11
161,88,6
162,82,12
163,55,10
164,45,20
165,64,4
166,74,3
167,35,8
168,47,4
169,45,4
170,57,17
171,56,10
172,47,15
173,33,13
174,55,14
175,61,10
176,62,8
177,53,9
178,47,11
179,33,7
180,67,13
181,59,2
182,40,17
183,39,15
184,52,8
185,71,6
186,56,5
187,70,14
188,43,13
189,35,11
190,51,15
191,40,7
192,45,9
193,51,6
194,35,14
195,35,9
196,95,12
197,34,6
198,55,3
199,45,15
200,24,8
201,55,6
202,40,8
203,35,7
204,20,9
205,17,11
206,33,7
207,43,3
208,26,8
209,34,6
210,50,12
211,22,7
212,36,6
213,32,12
214,40,9
215,31,15
216,33,10
217,34,8
218,28,5
219,20,4
220,19,15
221,24,11
222,18,15
223,10,12
224,26,8
225,10,20
226,5,12
227,30,9
228,15,4
229,15,10
230,12,12
231,23,2
232,6,13
233,7,6
234,11,11
235,7,12
236,7,7
237,11,12
238,8,8
239,16,14
240,4,11
241,10,11
242,15,12
243,7,8
244,10,6
245,3,10
246,5,9
247,8,24
248,7,14
249,7,4
250,10,9
251,4,9
252,9,4
253,6,12
254,3,11
255,7,5
256,3,9
257,6,14
258,6,6
259,5,7
260,7,20
261,4,10
262,5,14
263,5,8
264,9,7
265,6,15
266,4,8
267,7,9
268,5,4
269,3,12
270,5,28
271,4,22
272,4,9
273,7,13
274,7,11
275,4,9
276,5,12
277,4,9
278,2,36
279,2,28
280,7,21
281,10,10
282,11,17
283,4,13
284,2,25
285,3,9
286,4,23
287,2,25
288,3,29
289,4,27
290,3,6
291,7,17
292,3,37
293,2,4
294,2,39
295,1,34
296,0,13
297,0,22
298,5,12
299,0,15
300,3,9
301,2,12
302,3,18
303,0,20
304,4,6
305,1,9
306,3,19
307,4,19
308,2,18
309,4,16
310,4,9
311,4,29
312,3,21
313,4,21
314,2,10
315,3,36
316,1,32
317,1,17
318,7,48
319,7,49
320,5,17
321,1,22
322,0,17
323,4,48
324,1,19
325,4,32
326,5,31
327,2,76
328,1,22
329,3,41
330,6,22
331,4,66
332,2,46
333,4,35
334,5,30
335,6,48
336,7,55
337,4,1439
338,5,176
339,1,61
340,0,119
341,122,75
342,12,103
343,3,63
344,9,126
345,7,171
346,1,87
347,14,191
348,6,209
349,23,143
350,11,66
351,9,83
352,11,285
353,23,208
354,6,176
355,19,183
356,9,370
357,20,186
358,18,331
359,29,281
360,43,332
361,43,991
362,41,818
363,67,1108
364,43,1495
365,86,2130
366,64,4356
367,98,5345
368,83,5392
369,102,4707
370,132,2675
371,80,2016
372,165,1108
373,147,733
374,144,473
375,122,433
376,146,690
377,145,442
378,208,236
379,154,486
380,321,209
381,156,317
382,342,439
383,268,326
384,348,149
385,259,422
386,267,303
387,220,387
388,177,183
389,216,284
390,111,220
391,162,182
392,120,145
393,107,219
394,75,283
395,60,137
396,78,186
397,69,191
398,62,228
399,55,870
400,27,140
401,62,93
402,53,217
403,42,189
404,27,101
405,22,215
406,21,180
407,38,92
408,21,228
409,16,98
410,32,168
411,145,208
412,23,109
413,18,165
414,22,109
415,12,165
416,12,178
417,19,75
418,9,103
419,15,128
420,18,223
421,13,93
422,9,111
423,16,300
424,9,206
425,20,98
426,8,59
427,15,74
428,14,100
429,8,82
430,13,105
431,11,105
432,6,212
433,4,85
434,3,223
435,8,181
436,20,127
437,4,134
438,2,111
439,10,91
440,6,102
441,6,92
442,4,110
443,12,72
444,15,167
445,9,127
446,4,71
447,9,152
448,9,139
449,7,69
450,4,73
451,2,57
452,8,232
453,9,84
454,4,65
455,5,85
456,6,138
457,6,72
458,5,84
459,2,72
460,14,50
461,2,62
462,5,52
463,6,48
464,8,114
465,5,137
466,7,67
467,24,99
468,9,100
469,9,87
470,13,64
471,12,101
472,9,90
473,2,97
474,4,52
475,12,72
476,13,335
477,7,94
478,3,47
479,4,116
480,2,63
481,3,72
482,6,117
483,5,60
484,6,62
485,4,101
486,3,83
487,10,104
488,3,55
489,17,106
490,2,75
491,3,42
492,7,49
493,6,83
494,3,117
495,5,73
496,9,102
497,13,75
498,11,69
499,5,60
500,4,124
501,5,66
502,4,108
503,1,78
504,6,56
505,0,87
506,5,98
507,2,51
508,14,107
509,4,99
510,2,90
511,4,144
512,5,102
513,3,57
514,3,85
515,4,82
516,2,171
517,3,110
518,3,110
519,9,122
520,1,107
521,4,94
522,2,96
523,2,144
524,4,116
525,4,100
526,20,106
527,6,151
528,3,109
529,11,122
530,5,121
531,2,106
532,6,84
533,4,79
534,9,115
535,9,81
536,5,72
537,2,121
538,7,121
539,8,78
540,1,101
541,7,144
542,7,130
543,5,124
544,5,89
545,4,83
546,4,90
547,1,137
548,9,40
549,10,93
550,2,80
551,6,117
552,5,95
553,3,126
554,5,64
555,10,75
556,5,107
557,2,108
558,3,60
559,12,71
560,8,77
561,6,88
562,6,104
563,14,60
564,8,71
565,4,108
566,9,109
567,3,64
568,3,105
569,7,62
570,8,81
571,5,133
572,7,54
573,3,62
574,2,61
575,2,59
576,17,123
577,4,71
578,2,83
579,0,77
580,11,87
581,6,72
582,2,80
583,5,101
584,3,90
585,1,45
586,7,96
587,4,83
588,2,85
589,4,50
590,8,62
591,5,46
592,4,48
593,6,73
594,3,56
595,4,47
596,5,55
597,3,65
598,2,81
599,2,63
600,7,69
601,3,58
602,5,55
603,9,72
604,5,35
605,4,34
606,4,55
607,0,43
608,6,51
609,5,59
610,6,46
611,5,45
612,3,38
613,0,43
614,3,51
615,7,43
616,3,17
617,5,35
618,6,46
619,2,48
620,4,20
621,6,21
622,1,18
623,0,40
624,5,28
625,4,22
626,2,12
627,2,30
628,2,13
629,1,19
630,0,9
631,5,13
632,0,6
633,1,8
634,2,28
635,5,7
636,2,8
637,0,8
638,1,6
639,0,8
640,1,7
641,1,2
642,1,6
643,1,12
644,2,10
645,1,5
646,0,5
647,1,10
648,1,6
649,4,6
650,0,5
651,2,10
652,3,4
653,0,2
654,0,3
655,0,3
656,1,3
657,2,3
658,0,1
659,1,1
660,1,0
661,1,0
662,1,0
663,1,0
664,1,0
665,1,0
666,2,0
667,1,0
671,2,0
672,1,0
673,1,0
674,1,0
675,3,0
