Base index shifted,HP0.6.4_2#TOP,HP0.6.4_2#BOT
-374.5,50876,0
-373.5,1295,0
-372.5,162,0
-371.5,254,0
-370.5,33,0
-369.5,45,0
-368.5,116,0
-367.5,233,0
-366.5,48,7022
-365.5,140,133
-364.5,167,24
-363.5,59,38
-362.5,74,22
-361.5,25,0
-360.5,135,24
-359.5,23,13
-358.5,38,9
-357.5,32,0
-356.5,101,37
-355.5,20,14
-354.5,121,8
-353.5,106,1
-352.5,56,2
-351.5,26,6
-350.5,29,3
-349.5,14,8
-348.5,82,21
-347.5,12,17
-346.5,16,8
-345.5,21,7
-344.5,27,7
-343.5,21,10
-342.5,36,5
-341.5,17,11
-340.5,30,7
-339.5,39,9
-338.5,77,2
-337.5,21,12
-336.5,105,12
-335.5,104,7
-334.5,36,0
-333.5,68,5
-332.5,81,31
-331.5,15,9
-330.5,71,4
-329.5,36,3
-328.5,27,13
-327.5,22,14
-326.5,80,3
-325.5,74,1
-324.5,39,6
-323.5,17,10
-322.5,58,10
-321.5,17,3
-320.5,16,8
-319.5,63,3
-318.5,30,9
-317.5,69,7
-316.5,16,0
-315.5,36,11
-314.5,57,3
-313.5,18,5
-312.5,60,1
-311.5,42,8
-310.5,41,12
-309.5,17,2
-308.5,63,9
-307.5,35,15
-306.5,58,15
-305.5,28,2
-304.5,33,4
-303.5,33,22
-302.5,60,13
-301.5,54,6
-300.5,34,5
-299.5,35,6
-298.5,37,4
-297.5,193,4
-296.5,64,3
-295.5,39,10
-294.5,38,1
-293.5,54,3
-292.5,45,6
-291.5,33,3
-290.5,92,7
-289.5,42,6
-288.5,33,7
-287.5,29,4
-286.5,51,13
-285.5,35,4
-284.5,31,2
-283.5,37,7
-282.5,217,8
-281.5,63,15
-280.5,24,3
-279.5,59,1
-278.5,52,3
-277.5,39,2
-276.5,29,6
-275.5,126,4
-274.5,39,2
-273.5,50,3
-272.5,46,9
-271.5,139,7
-270.5,59,4
-269.5,29,25
-268.5,23,6
-267.5,48,3
-266.5,41,15
-265.5,24,3
-264.5,25,8
-263.5,23,1
-262.5,51,10
-261.5,33,13
-260.5,75,5
-259.5,37,3
-258.5,33,9
-257.5,33,5
-256.5,58,8
-255.5,31,4
-254.5,44,2
-253.5,29,7
-252.5,29,7
-251.5,19,8
-250.5,39,7
-249.5,27,1
-248.5,26,10
-247.5,38,2
-246.5,21,4
-245.5,43,2
-244.5,39,3
-243.5,21,3
-242.5,31,8
-241.5,47,3
-240.5,45,3
-239.5,35,9
-238.5,53,11
-237.5,112,4
-236.5,56,8
-235.5,44,12
-234.5,46,1
-233.5,51,5
-232.5,44,6
-231.5,50,2
-230.5,44,15
-229.5,32,3
-228.5,38,7
-227.5,57,7
-226.5,55,2
-225.5,37,9
-224.5,46,7
-223.5,37,1
-222.5,42,7
-221.5,54,3
-220.5,78,6
-219.5,34,3
-218.5,48,4
-217.5,56,5
-216.5,48,6
-215.5,64,6
-214.5,88,6
-213.5,82,15
-212.5,55,9
-211.5,45,10
