Base index,HP0.6.4.GC_1#TOP,HP0.6.4.GC_1#BOT
318,0,0.0017501431935340165
319,0,0.0017501431935340165
320,0,9.546235601094635e-05
321,0,0.0007955196334245529
322,0,0.0011773690574683384
323,0,0.0018137847642079807
324,0,0.0013682937694902311
325,0,0.0009228027747724814
326,0.0004836440379880408,0.0008909819894354992
327,0.0007474498768906085,0.0012410106281423026
328,0.0008793527963418924,0.0006364157067396424
329,0.0006375307773478719,0.00041367020938076754
330,0.001780689412592332,0.0005091325653917138
331,0.0006595145972564193,0.002163813402914784
332,0.0008134013366162504,0.0007636988480875708
333,0.0012310939148786493,0.0015273976961751416
334,0.0011211748153359127,0.0003818494240437854
335,0.001428948294055575,0.001081906701457392
336,0.0010772071755188182,0.0015273976961751416
337,0.001055223355610271,0.07812002800229109
338,0.0010332395357017235,0.005091325653917139
339,0.0006814984171649666,0.0018137847642079807
340,0.0006595145972564193,0.0014319353401641953
341,0.023720541681322548,0.0021001718322408197
342,0.0033855082659162857,0.0024183796856106408
343,0.0033635244460077382,0.002004709476229873
344,0.0017367217727752373,0.003500286387068033
345,0.0023302849103060148,0.002450200470947623
346,0.002989799507562434,0.0031820785336982116
347,0.0017367217727752373,0.0037230318844269075
348,0.0017587055926837848,0.0029593330363393367
349,0.0016927541329581428,0.0015273976961751416
350,0.0032975729862820963,0.0017183224081970343
351,0.0031436862469222653,0.0026093043976325335
352,0.00285789658811115,0.005059504868580157
353,0.0023083010903974673,0.0028638706803283905
354,0.004308828702075273,0.002450200470947623
355,0.003627330284910306,0.0026411251829695157
356,0.0024841716496658457,0.0046776554445363714
357,0.002110446711220542,0.003341182460383122
358,0.001494899753781217,0.004645834659199389
359,0.002967815687653887,0.005377712721949978
360,0.0040889905029898,0.0057913829313307455
361,0.004946359479423144,0.021574492458473874
362,0.009760816039395005,0.02026984025965761
363,0.006902919451283855,0.03175714376630815
364,0.00923320436158987,0.040635142875326165
365,0.011585473091804433,0.04906765098962643
366,0.008529722124516356,0.09059377585438809
367,0.010772071755188182,0.08340227836823012
368,0.0067490327119240235,0.0685101508305225
369,0.02108248329229687,0.08057022847323872
370,0.010090573338023216,0.044740024183796856
371,0.018532360182905383,0.03528925093871317
372,0.014157580021104467,0.03064341627951378
373,0.025962891311994373,0.008655253611659136
374,0.020466936334857546,0.01606949659517597
375,0.013607984523390784,0.010500859161204098
376,0.016949525149489976,0.008846178323681028
377,0.018576327822722477,0.006173232355374531
378,0.009189236721772775,0.00766880926621269
379,0.03143686246922265,0.004454909947177496
380,0.01422353148083011,0.0034048240310570865
381,0.03385508265916286,0.005218608795265067
382,0.023764509321139642,0.0040412397377967285
383,0.04658371438621175,0.0030547953923502832
384,0.03847168483995779,0.004073060523133711
385,0.028359127682026027,0.0025774836122955513
386,0.03831779810059796,0.0015592184815121238
387,0.03765828350334154,0.0015273976961751416
388,0.024226169539219133,0.0033730032457201043
389,0.030095849454801267,0.0023865589002736586
390,0.01681762223003869,0.0031502577483612294
391,0.022841188884980653,0.0030547953923502832
392,0.019785437917692578,0.006523260994081334
393,0.011959198030249736,0.004327626805829568
394,0.00866162504396764,0.0025456628269585695
395,0.00824393246570524,0.004104881308470693
396,0.012926486106225817,0.003563927957741997
397,0.011695392191347168,0.003468465601731051
398,0.013783855082659164,0.0040412397377967285
399,0.007364579669363348,0.0396805193152167
400,0.005649841716496658,0.0024183796856106408
401,0.00824393246570524,0.0025456628269585695
402,0.011145796693633485,0.0045185515178514605
403,0.004682553640520577,0.004391268376503532
404,0.004484699261343651,0.0032138993190351938
405,0.007056806190643686,0.003913956596448801
406,0.003935103763629968,0.004645834659199389
407,0.006441259233204362,0.0018774263348819448
408,0.004220893422441084,0.0042003436644816395
409,0.003055750967288076,0.0025456628269585695
410,0.004198909602532536,0.0029593330363393367
411,0.0457263454097784,0.0051549672245911025
412,0.0065731621526556455,0.0025138420416215873
413,0.005430003517411185,0.0033730032457201043
414,0.008309883925430884,0.003595748743078979
415,0.004067006683081252,0.0040412397377967285
416,0.004308828702075273,0.004263985235155604
417,0.013739887442842068,0.0024183796856106408
418,0.0047924727400633135,0
419,0.008397819205065072,0
420,0.007914175167077032,0
421,0.00400105522335561,0
422,0.004836440379880408,0
423,0.003033767147379529,0
424,0.0021544143510376364,0
425,0.005737776996130848,0
