Distance from 5'-end,HP5.6.4_3
0,32.439574484628764
1,32.91449357061631
2,33.04436420539038
3,33.14501346137024
4,33.18669511211329
5,35.52732123591902
6,34.361527695432855
7,34.380995655427796
8,34.177767842390196
9,34.225213097864646
10,34.029240817596005
11,35.448535772255
12,37.28397173598219
13,37.21994518257895
14,37.34621963902145
15,37.25197060853169
16,37.23033036243646
17,37.19085501569683
18,37.304455373370786
19,37.1792549107273
20,37.18220960859973
21,37.1177408224557
22,37.48471624209084
23,37.4061008679425
24,37.75791888188012
25,37.79909026407612
26,37.756096494212095
27,37.751630429500324
28,37.83779777814495
29,37.8975769533566
30,37.912384460621844
31,37.76738557835295
32,37.86732045836695
33,37.807123348916775
34,37.77537006618912
35,37.7175542099585
36,37.31532652327311
37,37.3345563579461
38,37.317090594535756
39,37.126799304090895
40,37.16314986344242
41,37.168825993565754
42,37.41187905177525
43,37.49478068171878
44,37.392206984361486
45,37.447223653134024
46,37.68960121298123
47,37.68125710731191
48,37.65670104094784
49,37.63108555988609
50,37.63999825050784
51,37.537118392022315
52,37.587863384101006
53,37.5
54,37.41223380990796
55,37.531923372243334
56,37.1810335610913
57,37.33878429733591
58,37.451383556717566
59,37.25544043465161
60,37.15431006832739
61,37.21660656837113
62,37.29820093889413
63,37.382336932751464
64,37.419071408438384
65,37.28021518753584
66,37.659616861216676
67,37.62270257661318
68,37.578931254677464
69,37.50974855909882
70,37.34569965107351
71,37.342239544354484
72,37.6291659782091
73,37.71099847405406
74,37.696152089185226
75,37.3282679055663
