Distance from 5'-end,HP0.6.8_2
0,32.42964243055732
1,32.75977788507967
2,32.88920514710242
3,33.00461680517082
4,32.96861843164164
5,35.332596338746434
6,34.18290596118495
7,34.15636992045541
8,33.90026430150703
9,33.94726253102578
10,33.8034045761434
11,35.39967131735665
12,37.29331960998585
13,37.20795954153854
14,37.32635306276314
15,37.2244317941159
16,37.19965352783213
17,37.179754673985784
18,37.278130744533954
19,37.13955034858997
20,37.153286402873434
21,37.124564791989634
22,37.428930849576865
23,37.34164358264081
24,37.67701424009081
25,37.80070226265809
26,37.75509331029166
27,37.764864841969725
28,37.8557862546274
29,37.89984497700068
30,37.89454200445585
31,37.74627055325421
32,37.834180453548164
33,37.79564495497556
34,37.74902369395241
35,37.62613619998814
36,37.24464408244174
37,37.27301413843639
38,37.24048048658585
39,37.050848390895155
40,37.110193397545046
41,37.1212271383432
42,37.41942616076648
43,37.487987835353714
44,37.43865155404203
45,37.570107668979304
46,37.780468796326886
47,37.721327098528555
48,37.64512863520462
49,37.54612569569748
50,37.55089498250697
51,37.449744593255225
52,37.53486323244132
53,37.45275187001788
54,37.401403678195976
55,37.54505408862572
56,37.14981320999263
57,37.392555507552075
58,37.51455352529077
59,37.26956212356095
60,37.179695375570745
61,37.22285615051632
62,37.278516184231705
63,37.33420586715461
64,37.36438876040899
65,37.20299965268071
66,37.637563851686195
67,37.574097605191156
68,37.55764653061916
69,37.54173761298466
70,37.36809491134887
71,37.335976348403605
72,37.62876650825519
73,37.693744864333695
74,37.66860233635755
75,37.26993485645548
