Base index,HP4.0.4_3#TOP,HP4.0.4_3#BOT
1,47424,17463
2,891,265
3,138,59
4,195,78
5,25,23
6,74,3
7,135,26
8,166,22
9,21,8
10,86,9
11,127,52
12,40,19
13,41,19
14,22,6
15,71,4
16,18,17
17,20,1
18,21,6
19,88,44
20,29,25
21,116,7
22,75,11
23,37,5
24,22,12
25,12,3
26,15,9
27,50,15
28,14,7
29,10,8
30,21,11
31,24,14
32,16,21
33,31,6
34,7,4
35,16,51
36,27,24
37,44,3
38,10,3
39,68,33
40,53,9
41,33,3
42,51,7
43,45,10
44,21,10
45,39,7
46,35,2
47,25,12
48,23,6
49,53,15
50,47,13
51,20,3
52,11,11
53,45,9
54,22,16
55,14,6
56,38,5
57,29,15
58,38,3
59,20,16
60,32,11
61,45,11
62,33,5
63,48,5
64,30,30
65,40,14
66,32,4
67,33,5
68,27,11
69,47,5
70,14,4
71,33,6
72,33,25
73,68,3
74,46,5
75,47,6
76,31,7
77,26,7
78,206,7
79,70,5
80,47,17
81,46,30
82,67,10
83,35,1
84,35,8
85,91,16
86,36,23
87,35,10
88,44,17
89,46,16
90,34,9
91,40,21
92,29,10
93,230,29
94,56,22
95,35,35
96,70,5
97,75,6
98,49,62
99,56,13
100,143,4
101,47,22
102,54,8
103,84,20
104,170,7
105,82,20
106,37,23
107,32,23
108,68,15
109,96,23
110,40,12
111,44,14
112,39,21
113,75,18
114,68,29
115,99,20
116,58,24
117,87,15
118,64,11
119,89,44
120,57,18
121,90,21
122,85,13
123,38,7
124,33,15
125,73,27
126,50,14
127,44,18
128,72,24
129,39,14
130,54,20
131,67,57
132,21,28
133,36,16
134,79,16
135,59,20
136,76,15
137,105,62
138,197,28
139,86,27
140,80,25
141,70,23
142,105,20
143,74,22
144,85,14
145,56,51
146,60,18
147,55,29
148,66,29
149,85,30
150,84,36
151,77,36
152,73,30
153,61,34
154,89,59
155,120,26
156,76,51
157,84,26
158,97,32
159,82,39
160,96,21
161,123,42
162,125,36
163,88,30
164,79,70
165,94,34
166,96,26
167,73,47
168,80,31
169,76,37
170,75,43
171,94,39
172,72,37
173,65,39
174,59,48
175,76,31
176,104,36
177,75,45
178,60,40
179,46,38
180,97,53
181,73,26
