Base index,HP0.0.4_1#TOP,HP0.0.4_1#BOT
-49.5,0.0007870734756238715,0.0013230937383150688
-48.5,0.0004398351775545164,0.001466908275088446
-47.5,0.0005092828371683875,0.0006327839618028591
-46.5,0.0011574609935645168,0.0008916501279949377
-45.5,0.0005555812769109681,0.0007190726838668853
-44.5,0.0008333719153664522,0.0020709293295366298
-43.5,0.0007870734756238715,0.0009491759427042886
-42.5,0.0005787304967822584,0.0007190726838668853
-41.5,0.0009259687948516135,0.0011505162941870164
-40.5,0.0008102226954951618,0.0012080421088963673
-39.5,0.001435251632020001,0.0006615468691575344
-38.5,0.0008102226954951618,0.0009491759427042886
-37.5,0.001018565674336775,0.0010929904794776655
-36.5,0.0010648641140793556,0.0017545373486352
-35.5,0.0011806102134358071,0.0012080421088963673
-34.5,0.0012500578730496783,0.0010354646647683149
-33.5,0.0013658039724061299,0.0009204130353496131
-32.5,0.0011574609935645168,0.0012368050162510427
-31.5,0.0016204453909903235,0.002185980958955331
-30.5,0.0012732070929209686,0.033767653234388934
-29.5,0.0013889531922774202,0.0034803117899157247
-28.5,0.02949210611602389,0.0017257744412805247
-27.5,0.004004815037733228,0.0022147438663100067
-26.5,0.002407518866614195,0.0019271147927632526
-25.5,0.0037964720588916155,0.003221445623723646
-24.5,0.00203713134867355,0.0017257744412805247
-23.5,0.00203713134867355,0.003307734345787672
-22.5,0.00483818695309968,0.0036528892340437773
-21.5,0.003541830640307422,0.0029625794575315672
-20.5,0.0056715588684661325,0.004170621566427934
-19.5,0.00483818695309968,0.004487013547329364
-18.5,0.005023380712070003,0.0034515488825610494
-17.5,0.005185425251169036,0.0015819599045071475
-16.5,0.006273438585119681,0.002013403514827279
-15.5,0.005694708088337423,0.0056375298415163805
-14.5,0.006528080003703875,0.0045157764546840395
-13.5,0.00750034723829807,0.003365260160497023
-12.5,0.009143941849159683,0.002933816550176892
-11.5,0.010856984119635168,0.006097736359191187
-10.5,0.019723135330339366,0.002790002013403515
-9.5,0.021621371359785174,0.005119797509132223
-8.5,0.022269549516181306,0.004975982972358846
-7.5,0.020325015046992915,0.003911755400235856
-6.5,0.02814945136348905,0.010527224091811201
-5.5,0.027130885689152274,0.007794747893117036
-4.5,0.03208481874160841,0.007679696263698335
-3.5,0.030348627251261633,0.011965369459544972
-2.5,0.03280244455761841,0.013173411568441339
-1.5,0.034469188388351314,0.022924037161676302
-0.5,0.03877494328441131,0.034918169528575946
0.5,0.039191629242094544,0.049644778094169756
1.5,0.04046483633501551,0.06342221071705928
2.5,0.04004815037733228,0.046682198636638195
3.5,0.03430714384925228,0.045474156527741824
4.5,0.03710819945367841,0.03175424971956165
5.5,0.02527894809944905,0.03301981764316737
6.5,0.01840362979767582,0.028935484798803462
7.5,0.018010093059863883,0.029597031667961
8.5,0.01303301078753646,0.03690281013604855
9.5,0.014861799157368396,0.026720740932493457
10.5,0.011296819297189684,0.02030661259240084
11.5,0.011412565396546136,0.030690022147438663
12.5,0.0066206768831890365,0.018465786521701614
13.5,0.006504930783832585,0.017833002559898753
14.5,0.01023195518311033,0.024736100325020854
15.5,0.008449465253020974,0.017459084764287973
16.5,0.011111625538219361,0.00914660453878678
17.5,0.009444881707486457,0.018523312336410965
18.5,0.005555812769109681,0.013058359939022636
19.5,0.008796703551090329,0.014180113325854978
20.5,0.011852400574100653,0.008341243132855869
21.5,0.008796703551090329,0.011994132366899645
22.5,0.005278022130654197,0.008341243132855869
23.5,0.006574378443446456,0.007765984985762361
24.5,0.005856752627436455,0.006730520320994046
25.5,0.009051344969674522,0.0070181493945408
26.5,0.005208574471040326,0.008168665688727816
27.5,0.004282605676188713,0.006529179969511318
28.5,0.006435483124218714,0.006097736359191187
29.5,0.017408213343210334,0.005349900767969627
30.5,0.0054632158896245194,0.006068973451836512
31.5,0.0062502893652483914,0.018897230132021745
32.5,0.007245705819713876,0.0045157764546840395
33.5,0.004861336172970971,0.0036241263266891016
34.5,0.004375202555673874,0.0062990767106739145
35.5,0.009792120005555812,0.005378663675324301
36.5,0.005208574471040326,0.0037967037708171543
37.5,0.007245705819713876,0.005292374953260275
38.5,0.005185425251169036,0.0048034055282307935
39.5,0.004051113477475809,0.0037967037708171543
40.5,0.004606694754386778,0.005091034601777547
41.5,0.004236307236446132,0.0030488681795955933
42.5,0.003240890781980647,0.004400724825265338
43.5,0.005347469790268068,0.005896396007708459
44.5,0.003078846242881615,0.0036528892340437773
45.5,0.006713273762674198,0.004314436103201312
46.5,0.005208574471040326,0.003278971438432997
47.5,0.002476966526228066,0.003940518307590532
48.5,0.003009398583267744,0.0036816521413984525
49.5,0.004004815037733228,0.00313515690165962
