Distance from 5'-end,HP0.6.0_1
0,32.6290794869688
1,32.84712521756019
2,33.09032576136729
3,33.13468563019623
4,33.05555721552838
5,34.82140269363791
6,34.87254521143489
7,34.918201104047924
8,34.88096749856205
9,34.932965317357755
10,34.333063172755864
11,35.65229960185552
12,37.44756892829665
13,37.43635290690291
14,37.43835483413137
15,37.39383436293148
16,37.396601952626035
17,37.3736843677869
18,37.38096749856205
19,37.323217873923404
20,37.37201858505576
21,37.364089309857995
22,37.84585533834811
23,37.78706740070665
24,37.93624832861486
25,38.05146372253886
26,37.97528964450852
27,37.97203277782343
28,38.00385445690254
29,38.017737224641635
30,38.06822986307714
31,37.98784277401379
32,38.04945806037155
33,38.02178589836485
34,37.957014588671186
35,37.93937073750103
36,37.754341866423644
37,37.82351666903213
38,37.78586475039403
39,37.71891223640669
40,37.770219091513475
41,37.74333500160602
42,37.82338594617206
43,37.917181465739404
44,37.886207617781295
45,37.93094845037387
46,38.03554167818273
47,38.030682522727105
48,37.99041988182653
49,37.94368459188323
50,37.884747256687405
51,37.89234038738786
52,37.873867379790994
53,37.84784232582113
54,37.84062642394544
55,37.91646062253961
56,37.780882341956065
57,37.817462333141606
58,37.86424617729008
59,37.86700256216806
60,37.74072054440469
61,37.79427583270462
62,37.78384414847129
63,37.87027810354744
64,37.85775485355305
65,37.79788378364246
66,37.984391690508026
67,38.013083490823256
68,37.90508399877494
69,37.922384235570064
70,37.85078545764206
71,37.863364731719344
72,37.98480253378252
73,37.99592518170478
74,37.99126771294754
75,37.67130670570923
