Base index,HP0.6.4_2#TOP,HP0.6.4_2#BOT
318,0,0.0009555661729574773
319,0,0.0009754738015607581
320,0,0.0003384296862557732
321,0,0.0004379678292721771
322,0,0.0003384296862557732
323,0,0.0009555661729574773
324,0,0.00037824494346233475
325,0,0.0006370441153049849
326,0.0007447125409591898,0.0006171364867017041
327,0.0002978850163836759,0.001512979773849339
328,0.00014894250819183795,0.0004379678292721771
329,0.00044682752457551384,0.0008162127727345119
330,0.0008936550491510277,0.0004379678292721771
331,0.0005957700327673518,0.0013139034878165313
332,0.0002978850163836759,0.0009157509157509158
333,0.0005957700327673518,0.0006967670011148272
334,0.0007447125409591898,0.0005972288580984234
335,0.0008936550491510277,0.0009555661729574773
336,0.0010425975573428656,0.0010949195731804427
337,0.0005957700327673518,0.02864707756012104
338,0.0007447125409591898,0.003503742634177417
339,0.00014894250819183795,0.0012143653448001275
340,0,0.0023690078037904125
341,0.01817098599940423,0.0014930721452460583
342,0.0017873100983020554,0.00205048574613792
343,0.00044682752457551384,0.001254180602006689
344,0.0013404825737265416,0.002508361204013378
345,0.0010425975573428656,0.003404204491161013
346,0.00014894250819183795,0.0017319636884854275
347,0.002085195114685731,0.0038023570632266285
348,0.0008936550491510277,0.004160694378085682
349,0.0034256776884122727,0.002846790890269151
350,0.0016383675901102174,0.0013139034878165313
351,0.0013404825737265416,0.0016523331740723045
352,0.0016383675901102174,0.005673674151935022
353,0.0034256776884122727,0.004140786749482402
354,0.0008936550491510277,0.003503742634177417
355,0.002829907655644921,0.003643096034400382
356,0.0013404825737265416,0.007365822583213888
357,0.002978850163836759,0.0037028189202102245
358,0.002680965147453083,0.006589425067685937
359,0.004319332737563301,0.005594043637521898
360,0.006404527852249032,0.006609332696289218
361,0.006404527852249032,0.019728459945851252
362,0.006106642835865356,0.016284440197483676
363,0.009979148048853142,0.0220576524924351
364,0.006404527852249032,0.02976190476190476
365,0.012809055704498064,0.042403248924988056
366,0.009532320524277629,0.08671763019589107
367,0.01459636580280012,0.10640627488453576
368,0.01236222817992255,0.10734193342888995
369,0.01519213583556747,0.09370520783564262
370,0.01966041108132261,0.05325290651377608
371,0.011915400655347037,0.04013377926421405
372,0.024575513851653262,0.0220576524924351
373,0.021894548704200177,0.01459229176620481
374,0.021447721179624665,0.009416308329351808
375,0.01817098599940423,0.008620003185220576
376,0.021745606196008342,0.013736263736263736
377,0.021596663687816504,0.008799171842650104
378,0.030980041703902294,0.004698200350374263
379,0.022937146261543043,0.009675107501194458
380,0.04781054512957998,0.004160694378085682
381,0.02323503127792672,0.006310718267240006
382,0.05093833780160858,0.008739448956840262
383,0.03991659219541257,0.006489886924669533
384,0.05183199285075961,0.002966236661888836
385,0.038576109621686026,0.008401019270584488
386,0.039767649687220734,0.006032011466794075
387,0.03276735180220435,0.007704252269469661
388,0.026362823949955316,0.003643096034400382
389,0.032171581769437,0.005653766523331741
390,0.01653261840929401,0.004379678292721771
391,0.024128686327077747,0.0036231884057971015
392,0.017873100983020553,0.0028866061474757125
393,0.01593684837652666,0.00435977066411849
394,0.011170688114387846,0.00563385889472846
395,0.008936550491510277,0.0027273451186494665
396,0.01161751563896336,0.0037028189202102245
397,0.010277033065236819,0.0038023570632266285
398,0.009234435507893953,0.004538939321548017
399,0.008191837950551088,0.017319636884854276
400,0.004021447721179625,0.002787068004459309
401,0.009234435507893953,0.0018514094601051123
402,0.007893952934167411,0.004319955406911929
403,0.006255585344057194,0.003762541806020067
404,0.004021447721179625,0.0020106704889313585
405,0.0032767351802204347,0.004280140149705367
406,0.003127792672028597,0.00358337314859054
407,0.005659815311289842,0.0018315018315018315
408,0.003127792672028597,0.004538939321548017
409,0.002383080131069407,0.0019509476031215162
410,0.004766160262138814,0.0033444816053511705
411,0.021596663687816504,0.004140786749482402
412,0.0034256776884122727,0.0021699315177576045
413,0.002680965147453083,0.003284758719541328
414,0.0032767351802204347,0.0021699315177576045
415,0.0017873100983020554,0.003284758719541328
416,0.0017873100983020554,0.0035435578913839785
417,0.002829907655644921,0.0014930721452460583
418,0.0013404825737265416,0
419,0.002234137622877569,0
420,0.002680965147453083,0
421,0.0019362526064938934,0
422,0.0013404825737265416,0
423,0.002383080131069407,0
424,0.0013404825737265416,0
425,0.002978850163836759,0
