Distance from 5'-end,HP0.0.4_1
0,32.666689950809186
1,32.9927279946471
2,33.149340813670484
3,33.16134807832295
4,33.033363725266724
5,34.798350747420976
6,35.00347791560356
7,34.88729494636069
8,34.92569539929853
9,35.03859530444629
10,34.39233535047536
11,35.699197064727464
12,37.42140866611275
13,37.401055874589154
14,37.40796758847362
15,37.351177564870845
16,37.36304880111176
17,37.3324424085117
18,37.339901912485935
19,37.28630671833295
20,37.351137123991734
21,37.33636517378549
22,37.851784178057514
23,37.7737773986956
24,37.93837912956523
25,38.03266887743472
26,37.93603723502033
27,37.94842317335902
28,37.9763714972684
29,37.97502959537062
30,38.009503606591124
31,37.93854456952523
32,38.027488768464934
33,37.99163241446754
34,37.910221248373176
35,37.8984051587856
36,37.73932912257998
37,37.822666745097465
38,37.79709340372497
39,37.76829582135426
40,37.80155292975787
41,37.80391320652054
42,37.83930632862994
43,37.9488716994728
44,37.892699318387365
45,37.89313681517048
46,37.99320225586577
47,37.984147175388415
48,37.95925029963015
49,37.929324049087874
50,37.86955978264866
51,37.91588664789229
52,37.89032801229403
53,37.849758457658396
54,37.84472172998728
55,37.92722479981765
56,37.80397570606098
57,37.804530849037874
58,37.84892022852773
59,37.864265703928645
60,37.69805001433813
61,37.751395210329335
62,37.72038073249461
63,37.834659303975705
64,37.85349372431085
65,37.78220013088139
66,37.965886280247936
67,38.01232343879824
68,37.923110859478975
69,37.91308519790296
70,37.8439423239535
71,37.843490121396165
72,37.96643407033772
73,37.988735376945755
74,37.95922824096882
75,37.62488878758244
