Distance from 5'-end,HP5.6.4_1
0,32.51327306396145
1,33.007844219776175
2,33.171618186628024
3,33.190952693143785
4,33.149730283059014
5,35.55840608214577
6,34.38957132834156
7,34.35331769090094
8,34.15881669599623
9,34.22307718850281
10,34.08617715054691
11,35.508039750181155
12,37.32300472723509
13,37.28179956983311
14,37.37365860391291
15,37.30070275927907
16,37.27423139298161
17,37.24458553305039
18,37.35604936567636
19,37.22860954878484
20,37.2469836559585
21,37.19374762775612
22,37.545909388909976
23,37.44768986577413
24,37.818473022555004
25,37.872577435791264
26,37.817920936705654
27,37.81878932173953
28,37.90314343880473
29,37.96214761395397
30,37.973068562161416
31,37.847382768020424
32,37.91923444095557
33,37.88878345582738
34,37.85286912114834
35,37.79348538697767
36,37.39974466029467
37,37.441507654440265
38,37.407692396167604
39,37.21570454205629
40,37.2450801099571
41,37.26592710166431
42,37.53099732008327
43,37.60215313481246
44,37.504186651024234
45,37.56965483132627
46,37.77554834776808
47,37.76992972407209
48,37.72844852374544
49,37.70764178829808
50,37.710954303394175
51,37.61624857665367
52,37.666804688129005
53,37.58567107185167
54,37.50319174631655
55,37.61101526287338
56,37.23415341085539
57,37.425577677328825
58,37.53696674832936
59,37.306677938419426
60,37.19592146578793
61,37.26224077844105
62,37.35376050975927
63,37.44043798810715
64,37.46581668449444
65,37.33302853593734
66,37.738305556514035
67,37.69033734745753
68,37.64803952014538
69,37.60710465477382
70,37.408997849165544
71,37.39032469549015
72,37.670968335576184
73,37.74803031871456
74,37.73422242158656
75,37.39205571466363
