Base index shifted,HP0.0.4_2#TOP,HP0.0.4_2#BOT
-368.5,48170,0
-367.5,1120,0
-366.5,171,4948
-365.5,208,91
-364.5,50,25
-363.5,65,44
-362.5,114,9
-361.5,177,1
-360.5,30,16
-359.5,110,10
-358.5,162,2
-357.5,51,3
-356.5,47,42
-355.5,25,8
-354.5,97,3
-353.5,23,0
-352.5,44,0
-351.5,36,5
-350.5,106,2
-349.5,31,2
-348.5,107,33
-347.5,58,27
-346.5,16,15
-345.5,11,5
-344.5,14,6
-343.5,14,6
-342.5,64,3
-341.5,20,15
-340.5,13,11
-339.5,22,7
-338.5,22,5
-337.5,18,6
-336.5,39,6
-335.5,14,5
-334.5,22,4
-333.5,23,3
-332.5,58,43
-331.5,23,12
-330.5,69,6
-329.5,75,3
-328.5,34,20
-327.5,65,3
-326.5,56,2
-325.5,17,0
-324.5,47,11
-323.5,43,3
-322.5,28,3
-321.5,18,4
-320.5,80,10
-319.5,61,5
-318.5,34,6
-317.5,14,7
-316.5,51,3
-315.5,13,8
-314.5,11,5
-313.5,48,9
-312.5,19,3
-311.5,52,2
-310.5,15,11
-309.5,23,1
-308.5,37,7
-307.5,14,6
-306.5,29,9
-305.5,25,4
-304.5,17,1
-303.5,10,17
-302.5,19,14
-301.5,17,0
-300.5,20,2
-299.5,12,3
-298.5,7,6
-297.5,15,7
-296.5,41,3
-295.5,17,7
-294.5,17,1
-293.5,14,2
-292.5,12,2
-291.5,147,2
-290.5,31,10
-289.5,15,1
-288.5,14,4
-287.5,29,4
-286.5,16,13
-285.5,13,5
-284.5,47,0
-283.5,19,1
-282.5,12,2
-281.5,34,16
-280.5,19,2
-279.5,19,5
-278.5,19,4
-277.5,18,5
-276.5,171,4
-275.5,30,5
-274.5,13,6
-273.5,17,6
-272.5,14,12
-271.5,14,0
-270.5,14,6
-269.5,71,24
-268.5,20,4
-267.5,14,2
-266.5,9,14
-265.5,48,3
-264.5,21,6
-263.5,15,4
-262.5,4,12
-261.5,15,8
-260.5,7,3
-259.5,2,2
-258.5,5,8
-257.5,5,7
-256.5,15,6
-255.5,11,6
-254.5,14,3
-253.5,13,11
-252.5,9,7
-251.5,9,4
-250.5,17,0
-249.5,11,2
-248.5,17,23
-247.5,5,6
-246.5,6,2
-245.5,4,3
-244.5,6,4
-243.5,1,5
-242.5,9,10
-241.5,9,1
-240.5,7,3
-239.5,5,7
-238.5,9,3
-237.5,4,6
-236.5,12,17
-235.5,9,5
-234.5,9,3
-233.5,6,4
-232.5,6,7
-231.5,35,4
-230.5,8,7
-229.5,7,3
-228.5,10,3
-227.5,10,11
-226.5,7,3
-225.5,5,5
-224.5,8,3
-223.5,6,5
-222.5,10,11
-221.5,13,3
-220.5,9,1
-219.5,3,2
-218.5,11,3
-217.5,4,2
-216.5,5,6
-215.5,13,7
-214.5,15,6
-213.5,10,5
-212.5,15,5
-211.5,7,11
-210.5,7,1
-209.5,6,7
-208.5,18,7
-207.5,17,1
-206.5,15,7
-205.5,11,6
-204.5,11,9
-203.5,13,15
-202.5,11,7
-201.5,9,6
-200.5,7,4
-199.5,3,2
-198.5,5,5
-197.5,7,5
-196.5,13,4
-195.5,11,13
-194.5,3,4
-193.5,6,15
-192.5,15,5
-191.5,11,3
-190.5,6,7
-189.5,18,14
-188.5,16,8
-187.5,8,5
-186.5,2,2
-185.5,11,13
-184.5,12,11
-183.5,11,8
