Base index shifted,HP0.10.4_1#TOP,HP0.10.4_1#BOT
-378.5,30928,0
-377.5,701,0
-376.5,118,0
-375.5,131,0
-374.5,30,0
-373.5,52,0
-372.5,115,0
-371.5,112,0
-370.5,28,0
-369.5,54,0
-368.5,75,0
-367.5,40,0
-366.5,38,56444
-365.5,25,998
-364.5,59,218
-363.5,21,558
-362.5,31,153
-361.5,34,16
-360.5,42,141
-359.5,29,76
-358.5,96,27
-357.5,54,11
-356.5,31,416
-355.5,16,112
-354.5,19,48
-353.5,14,20
-352.5,32,20
-351.5,16,74
-350.5,13,27
-349.5,11,25
-348.5,15,355
-347.5,16,136
-346.5,21,91
-345.5,7,50
-344.5,15,25
-343.5,16,55
-342.5,43,19
-341.5,20,52
-340.5,71,61
-339.5,52,30
-338.5,26,22
-337.5,58,60
-336.5,45,154
-335.5,9,76
-334.5,34,19
-333.5,29,14
-332.5,24,360
-331.5,24,91
-330.5,52,36
-329.5,38,10
-328.5,24,109
-327.5,18,32
-326.5,42,14
-325.5,24,26
-324.5,18,90
-323.5,39,73
-322.5,22,22
-321.5,39,19
-320.5,15,46
-319.5,26,20
-318.5,39,33
-317.5,33,35
-316.5,39,21
-315.5,15,46
-314.5,24,34
-313.5,22,45
-312.5,53,15
-311.5,25,32
-310.5,46,46
-309.5,17,36
-308.5,27,47
-307.5,34,62
-306.5,68,57
-305.5,37,19
-304.5,27,11
-303.5,22,156
-302.5,30,77
-301.5,230,14
-300.5,60,20
-299.5,27,46
-298.5,23,20
-297.5,54,27
-296.5,25,22
-295.5,24,44
-294.5,63,19
-293.5,27,15
-292.5,23,32
-291.5,21,40
-290.5,35,35
-289.5,28,23
-288.5,23,18
-287.5,28,55
-286.5,243,51
-285.5,36,19
-284.5,27,19
-283.5,48,28
-282.5,39,44
-281.5,27,87
-280.5,26,18
-279.5,145,44
-278.5,38,28
-277.5,36,29
-276.5,33,63
-275.5,126,25
-274.5,41,66
-273.5,21,50
-272.5,16,49
-271.5,62,31
-270.5,59,28
-269.5,34,241
-268.5,32,24
-267.5,25,19
-266.5,46,56
-265.5,37,43
-264.5,78,57
-263.5,28,30
-262.5,33,55
-261.5,26,80
-260.5,56,43
-259.5,49,37
-258.5,50,63
-257.5,38,23
-256.5,25,37
-255.5,25,40
-254.5,25,25
