Base index shifted,HP0.6.4#TOP#AVERAGE,HP0.6.4#TOP#STD,HP0.6.4#BOT#AVERAGE,HP0.6.4#BOT#STD
-49.5,0.0008292618217981882,8.022699411875532e-05,0.0007617019233011672,0.00018962912041481074
-48.5,0.00029937489330119596,0.00011926227907350997,0.0007181426659204616,0.00022322629888363044
-47.5,0.00044980727841055404,0.00035323789874334494,0.0003031602846479017,3.764303189641502e-05
-46.5,0.0004189182512075967,0.00022539874497074246,0.00028495279802919095,0.00015172922028048488
-45.5,0.0008693016468414073,0.00022903538071583109,0.00029021425657165873,4.480310899827836e-05
-44.5,0.00033838172127402674,0.0003060317504881338,0.001003174350367461,4.205628018737814e-05
-43.5,0.0005405276032547741,0.00032085837334270884,0.00041761679357527363,3.7033905064020775e-05
-42.5,0.0006398226087159994,0.00024545671534364024,0.0004213891878638826,0.00018846252257978516
-41.5,0.0007182931445087927,0.00034411585196857716,0.0005036541145797194,9.839788558260162e-05
-40.5,0.0006980447920636173,0.00029254885941991827,0.0010873968827921038,0.000369697458232664
-39.5,0.0007188692617320492,0.0004463513038632206,0.0003933388505072847,4.090160980696061e-05
-38.5,0.0003794545433876342,0.00032969113757098673,0.0006402229193080087,0.0001648525320237577
-37.5,0.0004387097238056404,0.00027569448210765804,0.00046942604024156984,3.089769089116745e-05
-36.5,0.00045941495609794756,0.0005103584145532944,0.001091380578392119,0.00020118715636054932
-35.5,0.00018086453246518358,0.00031326655951688864,0.0008199643625523106,0.00018891637096873446
-34.5,0.018055783804978364,0.0004651484717966834,0.0005364720110818187,0.0001395495035531089
-33.5,0.00150705826141663,0.000262835913995424,0.0005104939260292597,0.00013277584380904433
-32.5,0.0007998626715127509,0.00031411408190002354,0.0007371340160846585,0.00019088898412968904
-31.5,0.0022283311597604627,0.0010282742251877682,0.0009802099304193493,0.00010642067927322037
-30.5,0.0012806782145023871,0.0007977607619016172,0.024906965408860386,0.0034887409653036514
-29.5,4.964750273061265e-05,8.599199719833568e-05,0.0027925641562201306,0.0006590888002693691
-28.5,0.0023490267521133765,0.0006361994447376457,0.0010517943907953284,0.0001488040874610121
-27.5,0.0014407182772991386,0.0006576535482762137,0.0022462856775538327,0.00024833376867017286
-26.5,0.003989368037405354,0.0014220068665238555,0.0013989826978595779,0.00016829612247667826
-25.5,0.0019274663895417468,0.0005099297201547583,0.001837484293015965,0.00018534806886306805
-24.5,0.0015870186741269434,0.0008337644186687236,0.0014201396952908463,0.00015344132392897103
-23.5,0.0018287475013037781,0.00029650386966966966,0.002472657055092912,0.00012462796243632688
-22.5,0.0026944932770868887,0.0006336181516452952,0.003224881494888685,0.00032949153997015947
-21.5,0.001739517053377078,0.0008135037000491139,0.0017944514354565097,5.7346506271433646e-05
-20.5,0.0020738860237456765,0.0008953303190178667,0.003912078064696475,0.00015862149517621664
-19.5,0.00159926846317837,0.00034390335254431476,0.004097761432225582,0.0003799041170596969
-18.5,0.0033266549648801463,0.0003079593345945484,0.002610564517302403,0.00022080597412925594
-17.5,0.0023859675859454308,0.00026439463006797576,0.0015907651395331225,0.000284491630558313
-16.5,0.004125603876698634,0.0006943137492210697,0.0017173155523895428,5.628136844573498e-05
-15.5,0.00491938780316518,0.0012862804781804053,0.005320230913009851,0.00033138413485377707
-14.5,0.0065925648724247665,0.00024741569398789375,0.003954015842929724,0.00016565565653268758
-13.5,0.007163405385659241,0.0009559940214378281,0.0034443879266169,8.22313952081038e-05
-12.5,0.009016049409425507,0.0008469223681839804,0.0032300137982906956,0.00036333663671406376
-11.5,0.006471988517447977,5.867207745099205e-05,0.006725395230580105,0.0007003418247980443
-10.5,0.01234109526001201,0.000981125652475262,0.003351238598312759,0.00031505745809282955
-9.5,0.009966225228671492,0.0012002887798882316,0.005924747319541952,0.0005785821929121094
-8.5,0.014511323473800979,7.364969856407403e-05,0.005616594512448597,0.00018950018881421236
-7.5,0.012614169994238932,0.0003397941884846551,0.005767770243726439,0.0009943460284214827
-6.5,0.013665799112045936,0.0017497410289487232,0.018006649278388756,0.0017746006750602758
-5.5,0.021384842406470293,0.0020798797931607577,0.015075279149818417,0.0016137279414839539
-4.5,0.012995571294391219,0.0010670832062325759,0.020965852770054687,0.001861222236529271
-3.5,0.02607508881398107,0.003223897739193893,0.029610481893522833,0.0011918873055649548
-2.5,0.02135109286280842,0.0004809624432363996,0.04369036796498984,0.001504936023712821
-1.5,0.020815921711583363,0.002828719813308678,0.09120319517561898,0.004637703698841699
-0.5,0.019104221632615184,0.002182164904475765,0.1162860043594488,0.008574408054506532
0.5,0.023656046969315784,0.004827662231606169,0.11113202924853352,0.003352774623314553
1.5,0.022135944396529588,0.0036258771046784495,0.09776045219629864,0.004005586380443344
2.5,0.02966117114607821,0.003681497278945897,0.054348377440542134,0.001071068389796836
3.5,0.021452188449241065,0.003250224974770089,0.0376060025113498,0.0022325791673842624
4.5,0.04226284600775373,0.005942340855148852,0.020791259753163503,0.0012690180570623134
5.5,0.02330680616818909,0.0018208755120886467,0.01485404990270687,0.0006983112711143296
6.5,0.048320651317916026,0.002273191665190115,0.008590095728684534,0.0007296421731389545
7.5,0.03858309053539444,0.0022442352413793313,0.0075385588016134404,0.0009464023477354561
8.5,0.04777450184946218,0.003795210896451697,0.012747697330092348,0.0009677831940864729
9.5,0.03344267226858499,0.0044459898762256355,0.008369532838165388,0.0005885659895402776
10.5,0.041556498817002206,0.003236452382232171,0.00392945507819548,0.000695355493775414
11.5,0.032166947503099404,0.0005628353491630888,0.0097112701362389,7.949182456818526e-05
12.5,0.02791769521862992,0.001500103047547226,0.003910589000442616,0.00022437101297970418
13.5,0.02909470109587754,0.0026811438054389586,0.005749086226613838,0.00048648134948116
14.5,0.01622967841503862,0.0006196121709078692,0.008817902642001682,0.00033714812685511485
15.5,0.02149820785161173,0.0027390363662403703,0.006198432580451981,0.0004939372965901495
16.5,0.018238714331584322,0.0005011007088332101,0.002745952213804413,0.00024339374747263121
17.5,0.01546927945134583,0.0004277929869427947,0.008473602328235259,0.0007761185853950083
18.5,0.009254222365544046,0.00182016319502207,0.005802746022037362,0.0002301812205175346
19.5,0.008852023534140436,0.0016819765313264659,0.007295919998446787,0.0004326594000137813
20.5,0.012428862769438297,0.0012985563007962217,0.0036636904230966678,0.0003051609165242009
21.5,0.01258491701974673,0.0028249213890174417,0.005776524981805791,0.00015313550668004416
22.5,0.010253158866243488,0.0017715717006659333,0.00417313953852237,0.00018199297805335612
23.5,0.009944057057878774,0.001694985460347779,0.0034099698025995442,0.00037753722086298643
24.5,0.004711336290348569,0.0026093506865504995,0.002534405807213269,0.00030530928015643443
25.5,0.007878381133861988,0.0016224215007301984,0.004156868006584977,0.00044030390391236387
