Base index,HP4.6.4_2#TOP,HP4.6.4_2#BOT
1,55376,17675
2,1158,333
3,165,61
4,292,139
5,49,56
6,81,14
7,167,70
8,250,38
9,55,16
10,173,8
11,200,110
12,53,49
13,87,28
14,49,7
15,141,14
16,41,11
17,56,8
18,44,10
19,136,103
20,51,47
21,194,29
22,175,13
23,68,10
24,40,22
25,28,8
26,34,22
27,115,24
28,38,15
29,28,17
30,34,24
31,33,23
32,38,30
33,45,5
34,14,7
35,35,80
36,62,24
37,131,14
38,43,3
39,116,52
40,117,10
41,60,7
42,95,6
43,119,21
44,46,22
45,102,10
46,85,2
47,55,25
48,41,5
49,126,21
50,110,17
51,61,7
52,40,21
53,87,11
54,47,13
55,23,12
56,117,6
57,55,11
58,95,14
59,46,21
60,36,21
61,114,12
62,57,8
63,125,6
64,93,53
65,54,23
66,44,11
67,111,18
68,74,23
69,100,7
70,45,13
71,66,8
72,68,17
73,129,10
74,82,23
75,69,18
76,71,11
77,51,14
78,392,5
79,137,6
80,63,10
81,70,25
82,145,11
83,71,6
84,61,19
85,137,22
86,55,26
87,80,11
88,79,13
89,77,6
90,56,10
91,61,33
92,61,7
93,461,23
94,111,20
95,68,17
96,90,16
97,104,19
98,61,83
99,59,12
100,222,7
101,89,24
102,80,14
103,61,32
104,214,16
105,99,38
106,31,30
107,35,12
108,87,21
109,89,19
110,48,14
111,58,18
112,39,25
113,75,24
114,61,21
115,119,24
116,58,19
117,61,17
118,55,22
119,95,36
120,42,21
121,104,17
122,98,14
123,45,23
124,47,12
125,57,21
126,54,11
127,39,20
128,63,23
129,34,14
130,63,18
131,55,44
132,40,16
133,48,11
134,51,14
135,53,25
136,70,18
137,94,48
138,293,21
139,97,15
140,74,25
141,104,15
142,111,24
143,80,15
144,108,16
145,78,43
146,51,16
147,98,10
148,101,19
149,88,17
150,86,18
151,101,36
152,61,27
153,57,22
154,111,43
155,144,21
156,94,41
157,81,25
158,106,28
159,101,28
160,130,17
161,163,33
162,144,27
163,131,27
164,116,68
165,168,32
166,145,25
167,65,31
168,102,22
169,91,29
170,96,24
171,113,32
172,102,35
173,81,31
174,94,59
175,120,39
176,101,28
177,113,31
178,80,43
179,71,31
180,158,30
181,163,19
182,70,52
183,92,36
184,148,30
185,150,23
186,105,31
187,171,17
188,63,32
189,98,42
190,80,29
191,77,37
192,84,19
193,88,25
194,77,44
195,53,33
196,175,28
197,80,19
198,111,21
199,102,20
200,66,20
201,144,22
202,94,25
203,111,21
204,76,21
205,40,28
206,70,16
207,74,23
208,40,16
209,74,25
210,103,24
211,61,16
212,101,11
213,107,15
214,82,36
215,92,25
216,87,15
217,85,20
218,79,15
219,36,19
220,68,25
221,60,22
222,50,53
223,54,19
224,56,31
225,24,54
226,34,34
227,135,31
228,47,18
229,46,25
230,30,16
231,86,19
232,36,22
233,16,25
234,52,7
235,18,33
236,34,29
237,43,17
238,38,17
