Distance from 5'-end,HP0.4.4_1
0,32.55375801322498
1,32.83319872797941
2,32.94049265559538
3,33.10472969562365
4,33.08349401847458
5,35.446913330977736
6,34.13667659381152
7,34.252289132300234
8,34.00782898389784
9,34.0554489929837
10,33.96654383928121
11,35.44504568169199
12,37.32364343041745
13,37.24262278532129
14,37.340856090050984
15,37.24864469234264
16,37.22047852203321
17,37.20614809954066
18,37.301130684972996
19,37.18596234415224
20,37.19796072888799
21,37.17806269244359
22,37.50749078794609
23,37.383716117308566
24,37.77524102771188
25,37.88643178032406
26,37.80129725909848
27,37.83317348947554
28,37.91384079551764
29,37.942839836454496
30,37.96496390893948
31,37.80930796022412
32,37.909625965372776
33,37.88699207510979
34,37.81183685831104
35,37.7330170107516
36,37.29093937711372
37,37.364888193427895
38,37.336247539245875
39,37.12798445308162
40,37.14946241986775
41,37.18415021957498
42,37.530674877593256
43,37.58576548382212
44,37.51775276361617
45,37.642274493967996
46,37.835313714603
47,37.7799202463278
48,37.70450254908889
49,37.605002271465345
50,37.65313209832921
51,37.55822522840846
52,37.61498157589218
53,37.530780879309475
54,37.48633587400939
55,37.63877138963202
56,37.225864418757254
57,37.47913280500732
58,37.60603705012367
59,37.322214931098884
60,37.21970117611428
61,37.24407147544294
62,37.30651658169704
63,37.386699308465
64,37.41012064004846
65,37.236045631214985
66,37.70408863762556
67,37.65519660794508
68,37.62612185149664
69,37.60284690323557
70,37.39361970622382
71,37.33752460754126
72,37.64238554338499
73,37.70458836000202
74,37.69016707889556
75,37.31893392559689
