Distance from 5'-end,HP0.0.4_2
0,32.49812727506818
1,32.77392113487131
2,33.06399452227957
3,33.08420824701242
4,33.0783676861313
5,35.399733136697215
6,34.14506595503119
7,34.216925922024416
8,34.01544998068752
9,34.129182906703186
10,34.065106452707845
11,35.525492468134416
12,37.31357023303721
13,37.251688378571345
14,37.34688132776198
15,37.24541475004975
16,37.246444748762244
17,37.20512775495394
18,37.322418858340065
19,37.21283518850147
20,37.19912333064129
21,37.15551224879151
22,37.49572784624928
23,37.40852323934595
24,37.797786673221204
25,37.85883165373316
26,37.79812025234968
27,37.772961363343754
28,37.85621569109402
29,37.87351498765172
30,37.878109016000096
31,37.76795767641654
32,37.86722380233388
33,37.829336236056974
34,37.75853552910331
35,37.72992965576975
36,37.35826983625361
37,37.41111579292344
38,37.41704999005115
39,37.228846986668536
40,37.26231024029402
41,37.30708592296078
42,37.615465196577595
43,37.70062151058675
44,37.57971370717605
45,37.6439423200721
46,37.80946194271802
47,37.7575464962487
48,37.687009141238576
49,37.60418202886337
50,37.6648700211852
51,37.609214977117645
52,37.68197034071889
53,37.607588047333124
54,37.545477954516194
55,37.70795439914791
56,37.33191708510364
57,37.49365029202804
58,37.589170968081746
59,37.35959830050212
60,37.18211079508878
61,37.23551856923815
62,37.28006016128843
63,37.3715954445966
64,37.39248217985182
65,37.25525826047263
66,37.67562648501235
67,37.6697215492117
68,37.621709563772136
69,37.562162763205635
70,37.394308086660345
71,37.32673783021408
72,37.58209557919871
73,37.63967016632138
74,37.627561829184074
75,37.23579362571251
