Base index shifted,HP0.6.8_3#TOP,HP0.6.8_3#BOT
-376.5,44208,0
-375.5,943,0
-374.5,148,0
-373.5,144,0
-372.5,44,0
-371.5,63,0
-370.5,122,0
-369.5,128,0
-368.5,31,0
-367.5,63,0
-366.5,112,43701
-365.5,53,741
-364.5,54,150
-363.5,24,198
-362.5,66,68
-361.5,23,19
-360.5,27,60
-359.5,29,31
-358.5,58,15
-357.5,25,10
-356.5,91,119
-355.5,62,42
-354.5,35,23
-353.5,12,13
-352.5,21,11
-351.5,18,23
-350.5,35,14
-349.5,14,13
-348.5,7,97
-347.5,21,44
-346.5,31,21
-345.5,16,14
-344.5,23,15
-343.5,9,30
-342.5,22,9
-341.5,21,21
-340.5,51,35
-339.5,27,27
-338.5,72,11
-337.5,57,26
-336.5,32,41
-335.5,35,28
-334.5,47,5
-333.5,27,7
-332.5,36,93
-331.5,30,32
-330.5,27,17
-329.5,19,9
-328.5,53,37
-327.5,31,15
-326.5,34,5
-325.5,14,9
-324.5,37,20
-323.5,17,25
-322.5,17,19
-321.5,27,7
-320.5,17,30
-319.5,44,5
-318.5,28,15
-317.5,31,25
-316.5,63,9
-315.5,20,25
-314.5,38,14
-313.5,23,20
-312.5,23,8
-311.5,15,18
-310.5,46,25
-309.5,24,10
-308.5,48,27
-307.5,22,25
-306.5,36,24
-305.5,35,4
-304.5,57,11
-303.5,38,56
-302.5,27,33
-301.5,34,5
-300.5,43,6
-299.5,157,26
-298.5,56,10
-297.5,42,16
-296.5,39,18
-295.5,58,26
-294.5,37,7
-293.5,40,14
-292.5,52,16
-291.5,30,10
-290.5,29,14
-289.5,30,8
-288.5,36,19
-287.5,37,20
-286.5,26,26
-285.5,32,13
-284.5,184,4
-283.5,51,14
-282.5,25,13
-281.5,45,32
-280.5,60,13
-279.5,42,17
-278.5,37,3
-277.5,114,12
-276.5,39,30
-275.5,48,10
-274.5,58,38
-273.5,96,11
-272.5,46,25
-271.5,29,9
-270.5,29,12
-269.5,52,93
-268.5,65,13
-267.5,39,11
-266.5,41,42
-265.5,35,19
-264.5,43,22
-263.5,33,15
-262.5,63,16
-261.5,40,17
-260.5,37,15
-259.5,38,13
-258.5,50,21
-257.5,24,15
-256.5,55,19
-255.5,31,14
-254.5,25,18
-253.5,14,34
-252.5,30,21
-251.5,30,20
-250.5,14,17
-249.5,49,6
-248.5,22,31
-247.5,28,18
-246.5,24,11
-245.5,19,12
-244.5,24,15
-243.5,35,5
-242.5,32,25
-241.5,21,6
-240.5,25,11
-239.5,97,20
-238.5,37,11
-237.5,39,19
-236.5,27,40
-235.5,33,30
-234.5,36,8
-233.5,36,12
-232.5,32,17
-231.5,27,6
-230.5,32,38
-229.5,42,8
-228.5,44,10
-227.5,25,15
-226.5,32,11
-225.5,24,16
-224.5,19,11
-223.5,38,12
-222.5,44,21
-221.5,45,18
-220.5,46,8
-219.5,42,17
-218.5,29,20
-217.5,35,20
-216.5,54,20
-215.5,49,18
-214.5,47,12
-213.5,34,28
-212.5,55,20
-211.5,38,21
-210.5,34,16
-209.5,45,11
-208.5,45,19
-207.5,34,17
-206.5,39,25
-205.5,42,18
-204.5,30,11
-203.5,35,43
-202.5,38,26
-201.5,31,21
-200.5,48,25
-199.5,30,14
-198.5,26,19
-197.5,43,32
-196.5,36,20
-195.5,37,36
-194.5,36,29
-193.5,54,27
-192.5,49,15
-191.5,40,20
-190.5,42,24
-189.5,19,17
-188.5,32,26
-187.5,28,32
-186.5,50,19
-185.5,30,25
-184.5,34,15
-183.5,24,22
-182.5,33,24
-181.5,54,18
-180.5,37,35
-179.5,43,15
-178.5,33,34
-177.5,16,15
-176.5,40,33
-175.5,29,18
-174.5,44,20
-173.5,22,44
-172.5,9,24
-171.5,23,29
-170.5,28,19
-169.5,22,12
-168.5,40,9
-167.5,33,9
-166.5,27,15
-165.5,48,17
-164.5,35,17
-163.5,47,12
-162.5,38,21
-161.5,36,13
-160.5,30,14
-159.5,37,13
-158.5,31,18
-157.5,39,16
-156.5,34,14
-155.5,29,11
-154.5,21,18
-153.5,24,29
-152.5,22,27
-151.5,21,21
-150.5,56,16
-149.5,26,21
-148.5,32,19
-147.5,11,33
-146.5,34,25
-145.5,18,40
-144.5,12,17
-143.5,22,8
-142.5,18,40
-141.5,22,13
-140.5,23,19
-139.5,40,23
-138.5,22,14
-137.5,16,11
-136.5,15,14
-135.5,35,16
-134.5,27,35
-133.5,16,12
-132.5,15,28
-131.5,12,32
-130.5,35,13
-129.5,23,11
-128.5,30,24
-127.5,18,18
-126.5,16,21
-125.5,31,14
-124.5,19,19
-123.5,12,16
-122.5,21,24
-121.5,32,21
-120.5,22,41
-119.5,21,40
-118.5,28,15
-117.5,26,30
-116.5,13,12
-115.5,23,20
-114.5,30,33
-113.5,23,14
-112.5,15,17
-111.5,9,16
-110.5,30,33
-109.5,23,22
-108.5,13,16
-107.5,27,25
-106.5,31,14
-105.5,15,26
-104.5,30,23
-103.5,13,18
-102.5,32,41
-101.5,20,29
-100.5,18,21
-99.5,14,19
-98.5,18,20
-97.5,16,52
-96.5,23,27
-95.5,25,25
-94.5,20,26
-93.5,16,19
-92.5,20,22
-91.5,24,15
-90.5,22,19
-89.5,10,27
-88.5,14,46
-87.5,15,19
-86.5,36,21
-85.5,19,20
-84.5,8,25
-83.5,20,17
-82.5,8,16
-81.5,6,31
-80.5,6,35
-79.5,8,37
-78.5,5,30
-77.5,7,22
-76.5,10,14
-75.5,8,44
-74.5,9,15
-73.5,11,37
-72.5,15,21
-71.5,16,10
-70.5,14,24
-69.5,12,24
-68.5,17,13
-67.5,10,13
-66.5,9,17
-65.5,12,15
-64.5,9,19
-63.5,8,13
-62.5,16,11
-61.5,7,23
-60.5,12,24
-59.5,22,11
-58.5,23,17
-57.5,18,17
-56.5,7,26
-55.5,10,17
-54.5,23,19
-53.5,8,7
-52.5,6,35
-51.5,16,35
-50.5,9,24
-49.5,9,39
-48.5,10,37
-47.5,23,16
-46.5,20,16
-45.5,14,18
-44.5,12,48
-43.5,19,32
-42.5,17,27
-41.5,12,27
-40.5,14,57
-39.5,26,12
-38.5,9,44
-37.5,23,31
-36.5,659,59
-35.5,33,30
-34.5,29,41
-33.5,66,33
-32.5,38,39
-31.5,22,53
-30.5,72,936
-29.5,52,134
-28.5,100,48
-27.5,36,94
-26.5,60,54
-25.5,58,107
-24.5,91,58
-23.5,74,101
-22.5,73,157
-21.5,62,94
-20.5,132,169
-19.5,124,158
-18.5,182,128
-17.5,199,95
-16.5,205,91
-15.5,208,245
-14.5,393,214
-13.5,333,182
-12.5,589,174
-11.5,444,334
-10.5,656,229
-9.5,573,392
-8.5,589,370
-7.5,833,415
-6.5,466,983
-5.5,835,796
-4.5,626,1162
-3.5,140,1580
-2.5,332,2266
-1.5,523,4651
-0.5,679,5582
0.5,745,5329
1.5,915,4628
2.5,760,2574
3.5,818,1906
4.5,903,1018
5.5,652,724
6.5,1407,408
7.5,809,364
8.5,1605,505
9.5,1373,403
10.5,1544,193
11.5,1158,399
12.5,1552,184
13.5,1292,254
14.5,975,397
15.5,1056,263
16.5,715,111
17.5,800,367
18.5,634,272
19.5,524,262
20.5,417,127
21.5,353,234
22.5,465,166
23.5,314,129
24.5,394,118
25.5,320,183
26.5,204,176
27.5,238,122
28.5,314,135
29.5,242,141
30.5,117,165
31.5,146,749
32.5,116,144
33.5,175,98
34.5,106,166
35.5,88,130
36.5,118,114
37.5,585,136
38.5,134,136
39.5,85,91
40.5,99,152
41.5,62,79
42.5,52,121
43.5,137,157
44.5,73,80
45.5,93,110
46.5,74,77
47.5,59,95
48.5,54,120
49.5,67,89
50.5,43,77
51.5,86,103
52.5,41,141
53.5,86,91
54.5,65,108
55.5,29,229
56.5,41,136
57.5,44,81
58.5,32,70
59.5,25,81
60.5,31,82
61.5,28,81
62.5,56,109
63.5,28,92
64.5,17,171
65.5,63,76
66.5,20,207
67.5,31,137
68.5,25,135
69.5,48,122
70.5,82,107
71.5,38,105
72.5,24,77
73.5,54,83
74.5,29,86
75.5,39,65
76.5,29,150
77.5,41,96
78.5,27,94
79.5,40,134
80.5,27,149
81.5,41,78
82.5,57,76
83.5,49,88
84.5,33,213
85.5,24,113
86.5,80,76
87.5,36,92
88.5,18,121
89.5,26,71
90.5,40,79
91.5,29,78
92.5,29,59
93.5,98,84
94.5,34,72
95.5,31,79
96.5,46,92
97.5,72,140
98.5,32,75
99.5,29,80
100.5,26,100
101.5,31,88
102.5,54,73
103.5,22,109
104.5,19,88
105.5,50,90
106.5,16,64
107.5,23,59
108.5,37,235
109.5,23,94
110.5,24,56
111.5,39,113
112.5,18,69
113.5,48,68
114.5,22,114
115.5,61,84
116.5,40,65
117.5,16,88
118.5,37,79
119.5,30,83
120.5,20,56
121.5,23,90
122.5,24,76
123.5,33,53
124.5,39,51
125.5,29,71
126.5,13,75
127.5,27,67
128.5,16,61
129.5,13,73
130.5,36,68
131.5,21,41
132.5,21,65
133.5,17,45
134.5,50,76
135.5,20,61
136.5,20,37
137.5,26,60
138.5,41,62
139.5,23,41
140.5,24,56
141.5,14,38
142.5,9,59
143.5,21,85
144.5,16,59
145.5,32,44
146.5,19,55
147.5,18,72
148.5,29,83
149.5,15,65
150.5,24,71
151.5,16,68
152.5,55,45
153.5,37,52
154.5,19,55
155.5,39,81
156.5,26,82
157.5,17,63
158.5,24,39
159.5,23,77
160.5,32,38
161.5,23,52
162.5,24,52
163.5,29,41
164.5,15,36
165.5,42,50
166.5,21,68
167.5,35,46
168.5,24,38
169.5,20,60
170.5,20,52
171.5,31,34
172.5,25,50
173.5,15,65
174.5,36,59
175.5,26,59
176.5,23,57
177.5,29,48
178.5,23,44
179.5,16,62
180.5,22,18
181.5,38,48
182.5,41,48
183.5,21,71
184.5,42,57
185.5,38,50
186.5,25,34
187.5,25,45
188.5,39,37
189.5,38,40
190.5,25,46
191.5,15,34
192.5,50,46
193.5,19,56
194.5,24,70
195.5,28,52
196.5,18,54
197.5,22,56
198.5,24,72
199.5,15,33
200.5,28,64
201.5,17,33
202.5,42,52
203.5,23,65
204.5,13,22
