Base index shifted,HP4.0.4#TOP#AVERAGE,HP4.0.4#TOP#STD,HP4.0.4#BOT#AVERAGE,HP4.0.4#BOT#STD
-49.5,0.002721500689855693,0.0010050933677020716,0.001414173074570797,0.00012668021429106452
-48.5,0.002093432516907334,0.0008292391876749296,0.0016926484287130917,0.000585524663210777
-47.5,0.0017411804051707877,0.00034484750989971367,0.0022763925089746826,0.0004790065403735882
-46.5,0.0032779920423247114,0.001354155739414725,0.0030034566225672723,8.341105156937126e-05
-45.5,0.0019164903625795394,0.00019143435725646796,0.00226771226936795,0.0004226458584234596
-44.5,0.0030022148520595245,8.842007666100518e-05,0.002720458655733102,0.00017706110049106743
-43.5,0.002353197067707127,0.0004535721544622744,0.003240390059019465,0.0005829982424125201
-42.5,0.002354492468164133,0.0007246410752702538,0.0028467667529535555,0.00026948791462728553
-41.5,0.0034918949372870467,0.0008372589263484077,0.0021554357054379874,0.00017396350616324574
-40.5,0.003536966387360553,0.0006196615194782476,0.0018631710218227546,0.00020502236541216915
-39.5,0.004287163868440085,0.0006840313825973438,0.002141893555887253,0.000460827180419028
-38.5,0.005155434547813861,0.001054131554977269,0.003118637208302957,0.00025803678930681886
-37.5,0.003247806229490611,0.0008834432955950949,0.0020441813030105454,0.0002485160542460284
-36.5,0.003372526338535796,0.0004320630820293956,0.002826324154560065,0.0003568704629513613
-35.5,0.004113861775359037,0.0007673842807477705,0.002266061044669727,0.00028600845137196707
-34.5,0.0048452874178281456,0.0005114232730931902,0.0025163973043959625,0.0006047617287521557
-33.5,0.0030873819093212647,0.0004598567285178846,0.005507392614431238,0.000616167570535385
-32.5,0.004443909256416056,0.0007549449063940366,0.04375478568918598,0.004907216022408318
-31.5,0.005316402933622888,0.0012046032880553563,0.006469953485887931,0.00041553736072316564
-30.5,0.0036518155729982293,0.0015059225332958997,0.005096521305722772,0.0006792559362291032
-29.5,0.0027557426125267206,0.0011373752341152048,0.0049266819300427585,0.0013626152167126855
-28.5,0.0663622587350084,0.009243189850470767,0.0034523309798581278,0.000297203799429236
-27.5,0.0074197856260658735,0.0008015434326988335,0.004675361118730723,0.0005015581066021776
-26.5,0.004006114420009107,0.0013931740640680307,0.004438545942955726,0.0002826361371526428
-25.5,0.007607092494284608,0.0011073787148062327,0.003985396152895199,0.00046324952678689844
-24.5,0.004684901968605425,0.001129470314290447,0.006963500250176573,0.0008894687638508336
-23.5,0.0028401583349711356,0.000450527031426346,0.006853035757643402,0.0001850344308557086
-22.5,0.00962008463622142,0.001961961184657073,0.007728878345537752,0.0005139512146451229
-21.5,0.006860029879758769,0.0012816748202242217,0.008171981461132249,0.00021360467004894352
-20.5,0.010445035695750395,0.0009577505720827267,0.0057999854819084035,0.0005976789020291298
-19.5,0.007724245959530509,0.0008829525542674104,0.004997770801848699,0.00025752896287872194
