Base index shifted,HP5.6.4_1#TOP,HP5.6.4_1#BOT
-374.5,51232,0
-373.5,1039,0
-372.5,182,0
-371.5,131,0
-370.5,35,0
-369.5,44,0
-369.0,0,5375
-368.5,122,0
-368.0,0,98
-367.5,149,0
-367.0,0,29
-366.5,17,0
-366.0,0,24
-365.5,94,0
-365.0,0,7
-364.5,104,0
-364.0,0,3
-363.5,44,0
-363.0,0,22
-362.5,43,0
-362.0,0,4
-361.5,20,0
-361.0,0,3
-360.5,73,0
-360.0,0,2
-359.5,26,0
-359.0,0,37
-358.5,18,0
-358.0,0,16
-357.5,23,0
-357.0,0,4
-356.5,65,0
-356.0,0,3
-355.5,22,0
-355.0,0,3
-354.5,120,0
-354.0,0,7
-353.5,88,0
-353.0,0,3
-352.5,34,0
-352.0,0,5
-351.5,20,0
-351.0,0,24
-350.5,13,0
-350.0,0,29
-349.5,13,0
-349.0,0,9
-348.5,36,0
-348.0,0,8
-347.5,12,0
-347.0,0,4
-346.5,9,0
-346.0,0,11
-345.5,16,0
-345.0,0,2
-344.5,14,0
-344.0,0,16
-343.5,3,0
-343.0,0,16
-342.5,27,0
-342.0,0,7
-341.5,9,0
-341.0,0,2
-340.5,15,0
-340.0,0,2
-339.5,35,0
-339.0,0,15
-338.5,44,0
-338.0,0,4
-337.5,17,0
-336.5,68,0
-335.5,74,0
-335.0,0,35
-334.5,33,0
-334.0,0,11
-333.5,51,0
-333.0,0,10
-332.5,57,0
-331.5,12,0
-331.0,0,13
-330.5,33,0
-330.0,0,2
-329.5,23,0
-329.0,0,3
-328.5,20,0
-328.0,0,1
-327.5,14,0
-327.0,0,8
-326.5,50,0
-326.0,0,12
-325.5,51,0
-325.0,0,3
-324.5,20,0
-324.0,0,2
-323.5,12,0
-323.0,0,13
-322.5,37,0
-322.0,0,2
-321.5,11,0
-321.0,0,8
-320.5,20,0
-320.0,0,2
-319.5,37,0
-319.0,0,1
-318.5,18,0
-318.0,0,4
-317.5,30,0
-317.0,0,1
-316.5,18,0
-316.0,0,4
-315.5,20,0
-315.0,0,2
-314.5,19,0
-314.0,0,5
-313.5,12,0
-313.0,0,15
-312.5,19,0
-312.0,0,3
-311.5,13,0
-311.0,0,13
-310.5,14,0
-310.0,0,15
-309.5,9,0
-309.0,0,11
-308.5,19,0
-308.0,0,1
-307.5,16,0
-307.0,0,6
-306.5,13,0
-306.0,0,19
-305.5,8,0
-305.0,0,14
-304.5,13,0
-304.0,0,5
-303.5,22,0
-303.0,0,1
-302.5,48,0
-302.0,0,5
-301.5,20,0
-301.0,0,1
-300.5,7,0
-300.0,0,3
-299.5,18,0
-299.0,0,1
